snapshot_date,facility_id,sku_id,on_hand_qty,reserved_qty,available_qty
2024-12-03,FAC-042,SKU-00057,4348,373,2139
2025-07-01,FAC-057,SKU-01299,4839,3,2338
2023-11-08,FAC-016,SKU-01689,4686,989,4495
2025-03-13,FAC-050,SKU-01179,3735,423,2340
2023-12-01,FAC-019,SKU-01530,4044,765,2904
2025-03-09,FAC-072,SKU-00913,4951,95,4206
2023-06-26,FAC-036,SKU-01544,3328,179,576
2023-03-08,FAC-050,SKU-00693,2154,229,4597
2024-12-18,FAC-088,SKU-02226,4722,353,736
2024-11-21,FAC-069,SKU-00508,721,571,4235
2023-11-26,FAC-077,SKU-00726,1970,673,830
2023-06-21,FAC-013,SKU-02719,996,926,3187
2025-09-27,FAC-044,SKU-00573,1210,286,4227
2023-04-18,FAC-088,SKU-01716,4362,415,2908
2024-03-07,FAC-044,SKU-01001,4251,35,1301
2025-06-07,FAC-048,SKU-00299,4020,597,1273
2024-08-14,FAC-095,SKU-00441,3233,914,4713
2023-01-06,FAC-068,SKU-01492,4792,428,2874
2024-08-26,FAC-017,SKU-01063,3432,546,3535
2024-10-23,FAC-024,SKU-02779,2047,933,2539
2025-10-04,FAC-074,SKU-02447,256,681,4450
2023-03-12,FAC-022,SKU-01934,1166,443,246
2025-08-03,FAC-047,SKU-00921,2967,526,300
2023-11-30,FAC-005,SKU-00235,1959,55,3209
2024-02-24,FAC-003,SKU-00916,3141,741,2082
2025-06-05,FAC-043,SKU-02524,3014,955,434
2024-02-03,FAC-047,SKU-01520,66,647,2517
2023-03-31,FAC-018,SKU-02874,3095,991,3914
2023-03-15,FAC-061,SKU-01442,893,739,457
2025-11-16,FAC-055,SKU-00616,3019,356,333
2023-07-10,FAC-060,SKU-02333,695,733,4880
2024-03-26,FAC-008,SKU-01674,444,242,4787
2024-11-23,FAC-014,SKU-01094,1817,22,695
2025-06-17,FAC-057,SKU-00430,4416,234,2610
2023-08-07,FAC-052,SKU-02761,1792,326,4903
2024-11-29,FAC-073,SKU-01898,3195,149,2332
2023-11-27,FAC-026,SKU-00455,3305,547,26
2023-12-03,FAC-075,SKU-00837,3330,166,1914
2024-08-03,FAC-091,SKU-01273,4713,91,2997
2025-01-28,FAC-090,SKU-00357,1751,971,1195
2025-10-10,FAC-097,SKU-02024,203,962,692
2025-02-05,FAC-012,SKU-01646,1101,364,3035
2024-10-10,FAC-043,SKU-02839,1638,37,1789
2023-12-13,FAC-093,SKU-00197,544,811,698
2023-10-30,FAC-005,SKU-02116,20,419,4565
2023-12-09,FAC-039,SKU-00792,654,148,2828
2025-10-03,FAC-091,SKU-00604,3630,277,1835
2023-05-11,FAC-072,SKU-01402,4831,406,955
2024-09-06,FAC-088,SKU-02583,1764,253,3011
2023-04-09,FAC-080,SKU-00947,1780,902,3334
2024-03-12,FAC-090,SKU-00342,4914,262,4941
2023-06-15,FAC-072,SKU-00812,4896,532,2310
2025-07-17,FAC-044,SKU-00931,2017,171,4041
2023-01-26,FAC-078,SKU-02201,490,845,706
2024-01-19,FAC-024,SKU-02840,4477,809,4492
2024-10-10,FAC-029,SKU-00388,3691,134,3404
2024-12-31,FAC-080,SKU-00721,3018,580,4272
2023-07-10,FAC-083,SKU-00972,2023,868,2715
2024-08-20,FAC-033,SKU-01133,3060,146,1295
2023-03-12,FAC-073,SKU-00819,1160,600,4375
2023-07-20,FAC-074,SKU-00373,286,907,3380
2025-06-25,FAC-049,SKU-01457,1692,8,2728
2023-12-01,FAC-087,SKU-00513,2380,384,474
2025-08-17,FAC-046,SKU-00359,2185,563,1937
2024-08-01,FAC-064,SKU-00956,1617,682,519
2024-06-20,FAC-084,SKU-02547,2426,860,3578
2023-11-12,FAC-044,SKU-01244,3738,234,1199
2023-11-19,FAC-055,SKU-02968,415,338,345
2023-10-14,FAC-091,SKU-00133,263,270,4040
2024-05-30,FAC-044,SKU-02219,2551,611,1267
2023-07-11,FAC-060,SKU-02547,4044,593,1279
2024-11-15,FAC-004,SKU-00511,2705,190,4124
2023-10-25,FAC-055,SKU-02813,3737,405,1634
2023-04-25,FAC-034,SKU-00672,79,789,291
2025-11-25,FAC-081,SKU-02727,3796,989,3175
2024-01-19,FAC-018,SKU-02650,1261,710,3573
2024-10-14,FAC-095,SKU-02918,2819,572,3249
2024-07-15,FAC-091,SKU-01640,3872,189,153
2023-03-01,FAC-097,SKU-00555,4638,773,4206
2024-02-19,FAC-080,SKU-01534,4000,524,2033
2024-05-26,FAC-022,SKU-00274,398,695,2670
2023-03-20,FAC-094,SKU-02730,4558,499,1287
2025-07-24,FAC-100,SKU-01054,1190,461,1268
2023-02-16,FAC-024,SKU-02589,3656,961,757
2024-06-12,FAC-005,SKU-00173,4987,233,1650
2023-03-02,FAC-009,SKU-00873,3359,975,412
2024-10-31,FAC-023,SKU-00952,1004,806,1204
2025-03-09,FAC-023,SKU-00202,1855,365,981
2025-08-16,FAC-028,SKU-00486,4265,416,1538
2023-10-02,FAC-032,SKU-00450,2516,384,4580
2025-05-28,FAC-096,SKU-02311,2955,861,3350
2024-08-15,FAC-064,SKU-00377,1698,202,1291
2024-03-13,FAC-032,SKU-01955,1843,525,3104
2024-10-24,FAC-056,SKU-00325,4714,932,3624
2023-06-19,FAC-054,SKU-02236,2399,548,1584
2025-07-20,FAC-049,SKU-00687,1138,500,2519
2023-05-28,FAC-005,SKU-01873,3289,994,2865
2024-05-26,FAC-098,SKU-00061,957,525,3865
2023-05-21,FAC-039,SKU-00651,3785,111,201
2023-08-05,FAC-067,SKU-00399,3432,149,2347
2023-06-06,FAC-079,SKU-00518,150,286,1650
2023-02-11,FAC-036,SKU-01358,4820,593,150
2023-01-17,FAC-095,SKU-02195,4368,329,1937
2025-11-08,FAC-075,SKU-01074,3544,151,2375
2023-02-11,FAC-007,SKU-00221,2496,791,4670
2025-03-10,FAC-050,SKU-00002,4220,671,4229
2025-10-28,FAC-065,SKU-02823,2125,356,4268
2025-02-15,FAC-092,SKU-00317,4629,693,2939
2023-08-18,FAC-007,SKU-00192,2830,33,1858
2023-04-04,FAC-097,SKU-02421,4467,628,1113
2023-04-02,FAC-035,SKU-00684,2622,375,1136
2023-08-06,FAC-097,SKU-01349,417,841,2762
2025-07-24,FAC-066,SKU-02098,2652,941,98
2025-08-22,FAC-085,SKU-02416,2133,973,2117
2025-02-13,FAC-007,SKU-00932,70,470,3763
2023-12-21,FAC-046,SKU-02362,3378,799,2907
2023-12-10,FAC-010,SKU-02359,2793,955,2466
2023-07-06,FAC-002,SKU-01522,4977,302,4011
2024-09-13,FAC-054,SKU-00199,4359,638,3785
2024-08-13,FAC-055,SKU-02705,3045,504,1385
2025-07-31,FAC-029,SKU-01297,3328,715,2806
2025-06-14,FAC-032,SKU-00245,4184,552,1718
2025-05-23,FAC-007,SKU-00124,2988,343,3070
2024-02-18,FAC-073,SKU-00923,3630,33,4164
2024-08-11,FAC-082,SKU-02298,3711,46,182
2023-02-08,FAC-086,SKU-02959,4567,531,2219
2025-09-05,FAC-094,SKU-00752,2366,860,2743
2025-11-30,FAC-090,SKU-01891,745,271,1374
2024-06-30,FAC-005,SKU-02078,4602,883,4446
2024-02-24,FAC-010,SKU-02658,3783,999,120
2023-06-05,FAC-077,SKU-02563,4737,433,3177
2025-03-01,FAC-089,SKU-01943,4191,617,4046
2024-02-10,FAC-083,SKU-01208,1750,392,3365
2025-06-24,FAC-031,SKU-00567,3057,363,3219
2024-07-14,FAC-025,SKU-01759,4969,945,3308
2025-05-14,FAC-087,SKU-00218,4578,691,2557
2025-07-28,FAC-031,SKU-02036,603,386,1436
2024-03-17,FAC-070,SKU-01992,2515,457,4734
2025-04-17,FAC-013,SKU-01499,640,679,4755
2023-12-26,FAC-100,SKU-01208,425,512,3103
2024-07-01,FAC-092,SKU-02180,4039,438,2279
2023-09-05,FAC-069,SKU-01034,2026,262,3627
2024-10-27,FAC-006,SKU-02209,1493,222,1609
2025-07-03,FAC-042,SKU-01938,3446,232,1228
2023-01-27,FAC-092,SKU-00620,2784,908,2961
2023-09-25,FAC-088,SKU-02106,855,505,2969
2023-12-22,FAC-070,SKU-00273,1683,823,439
2024-06-11,FAC-017,SKU-01041,1184,789,1468
2025-11-04,FAC-045,SKU-02834,2648,527,931
2024-05-09,FAC-050,SKU-01525,4856,277,2187
2024-08-03,FAC-084,SKU-02919,2723,261,4418
2024-02-11,FAC-069,SKU-00818,3271,116,2962
2024-06-13,FAC-012,SKU-02064,2767,749,3878
2023-05-30,FAC-031,SKU-01316,4647,0,1143
2023-08-12,FAC-016,SKU-02268,3098,1,3198
2024-08-12,FAC-048,SKU-00804,3500,730,3301
2023-02-28,FAC-004,SKU-00220,4169,459,2489
2024-01-09,FAC-067,SKU-02416,3479,69,215
2023-03-15,FAC-030,SKU-00297,3102,193,4970
2024-12-14,FAC-054,SKU-02103,274,36,1161
2023-02-06,FAC-082,SKU-00659,823,713,2507
2024-10-07,FAC-086,SKU-00483,2973,16,1897
2024-05-31,FAC-026,SKU-02101,3032,656,2916
2025-10-19,FAC-026,SKU-02350,3416,5,1387
2025-07-09,FAC-036,SKU-02589,1910,384,4465
2024-01-08,FAC-062,SKU-02988,2997,211,2428
2023-01-02,FAC-080,SKU-01835,1492,785,3758
2025-08-04,FAC-043,SKU-00641,1323,648,1830
2023-05-04,FAC-097,SKU-00633,3905,543,832
2025-02-19,FAC-073,SKU-02263,4916,144,4131
2024-03-13,FAC-053,SKU-01868,4667,402,3030
2023-10-23,FAC-060,SKU-00969,202,502,708
2025-10-04,FAC-021,SKU-01623,2648,48,4605
2024-03-31,FAC-040,SKU-02509,2528,140,4299
2024-02-12,FAC-008,SKU-00673,2152,512,3279
2023-09-02,FAC-084,SKU-00382,3674,876,1447
2025-07-27,FAC-011,SKU-00558,717,549,3634
2024-03-10,FAC-086,SKU-00748,3894,747,1398
2025-08-30,FAC-053,SKU-02363,1086,37,3856
2023-08-27,FAC-050,SKU-00686,4200,547,266
2023-05-16,FAC-041,SKU-02292,4670,201,1069
2024-08-03,FAC-052,SKU-02337,272,610,3646
2023-12-26,FAC-034,SKU-02988,1136,793,3098
2025-11-23,FAC-026,SKU-00741,3307,303,1885
2024-01-18,FAC-028,SKU-02641,365,864,1058
2023-10-24,FAC-063,SKU-01171,4557,167,274
2025-04-11,FAC-054,SKU-00210,1485,711,1850
2024-05-08,FAC-007,SKU-02003,4463,182,1233
2024-01-19,FAC-100,SKU-00258,1608,403,4580
2023-08-20,FAC-083,SKU-00061,4929,252,1620
2024-11-13,FAC-057,SKU-02877,3812,1,973
2024-07-25,FAC-035,SKU-00282,3332,511,802
2025-03-31,FAC-061,SKU-01585,735,934,4982
2024-10-28,FAC-030,SKU-01754,2440,999,3953
2024-08-02,FAC-034,SKU-01005,1131,475,2616
2024-05-16,FAC-033,SKU-02414,451,348,2345
2025-05-25,FAC-070,SKU-00741,2498,500,1493
2023-04-30,FAC-006,SKU-02372,3110,984,3176
2025-04-28,FAC-037,SKU-02453,1655,89,4943
2025-10-04,FAC-080,SKU-01464,733,967,2141
2024-07-28,FAC-093,SKU-01153,3300,93,443
2025-04-02,FAC-096,SKU-02275,2391,316,4759
2025-01-25,FAC-099,SKU-00539,1216,883,3840
2024-11-17,FAC-071,SKU-00924,1679,441,1201
2024-02-27,FAC-060,SKU-00729,3282,312,1609
2023-12-09,FAC-059,SKU-00008,1110,64,3559
2024-09-28,FAC-023,SKU-00889,1697,411,4438
2023-03-18,FAC-084,SKU-00654,3684,605,4373
2023-04-02,FAC-079,SKU-01154,2703,524,2410
2025-09-03,FAC-046,SKU-02347,4392,744,448
2023-05-07,FAC-084,SKU-02107,4191,944,1817
2023-06-13,FAC-047,SKU-00637,2594,660,4304
2023-11-19,FAC-020,SKU-01619,1218,572,639
2025-04-26,FAC-048,SKU-02692,3902,468,2787
2025-07-12,FAC-037,SKU-00778,2707,551,4866
2024-06-18,FAC-071,SKU-02170,4172,394,3593
2024-04-10,FAC-059,SKU-01385,1101,602,1753
2025-09-11,FAC-068,SKU-01469,1879,196,1861
2025-10-08,FAC-003,SKU-00809,1882,12,4332
2024-12-13,FAC-019,SKU-02087,3633,203,2181
2025-03-08,FAC-013,SKU-00430,4644,935,4525
2025-04-23,FAC-085,SKU-02430,1625,544,347
2023-12-16,FAC-082,SKU-00348,2292,953,82
2024-08-31,FAC-055,SKU-00266,2732,93,3236
2024-07-18,FAC-037,SKU-01898,4094,450,206
2024-03-05,FAC-036,SKU-01674,4382,559,2024
2024-06-15,FAC-098,SKU-02008,2119,982,2703
2025-10-14,FAC-005,SKU-01451,931,478,606
2024-10-14,FAC-008,SKU-00632,733,645,365
2024-02-24,FAC-059,SKU-01471,2228,330,284
2025-06-08,FAC-086,SKU-01228,158,292,3826
2025-01-19,FAC-068,SKU-01565,2722,806,1078
2024-05-30,FAC-007,SKU-01839,420,686,1493
2025-02-04,FAC-077,SKU-02868,3822,236,3382
2025-01-17,FAC-040,SKU-01405,1085,932,4518
2024-10-05,FAC-038,SKU-01271,166,422,645
2024-05-05,FAC-060,SKU-02917,246,889,3761
2024-11-23,FAC-048,SKU-01740,1883,370,1570
2023-07-25,FAC-005,SKU-01152,3839,645,3701
2024-02-04,FAC-020,SKU-00733,1383,657,511
2025-07-10,FAC-025,SKU-01422,2397,960,2814
2023-12-15,FAC-028,SKU-01173,3485,209,1550
2025-08-23,FAC-008,SKU-02164,424,435,1744
2024-06-21,FAC-083,SKU-01563,2702,522,2684
2024-10-16,FAC-075,SKU-01254,2696,233,7
2025-01-31,FAC-004,SKU-01895,2033,901,4047
2025-08-23,FAC-067,SKU-01994,3491,196,1348
2025-06-07,FAC-043,SKU-01482,3699,23,3007
2024-11-12,FAC-062,SKU-02466,1968,65,2738
2023-07-04,FAC-050,SKU-02915,4108,751,2711
2024-04-13,FAC-007,SKU-01292,2778,802,4690
2023-05-02,FAC-032,SKU-00432,3601,225,2567
2023-02-20,FAC-073,SKU-00113,1031,361,557
2023-12-27,FAC-051,SKU-00585,1083,513,732
2025-03-29,FAC-070,SKU-02615,4979,243,174
2024-08-20,FAC-065,SKU-01829,4759,651,147
2024-12-24,FAC-036,SKU-01798,555,257,981
2025-11-18,FAC-014,SKU-01652,103,945,1436
2023-07-01,FAC-078,SKU-02462,4542,802,684
2023-09-27,FAC-057,SKU-02554,1458,860,1536
2024-05-06,FAC-032,SKU-00584,1235,864,2769
2024-11-11,FAC-050,SKU-02237,1250,772,1078
2023-09-07,FAC-093,SKU-00102,3581,362,1518
2023-11-15,FAC-034,SKU-01926,1447,115,971
2024-03-30,FAC-061,SKU-02415,3068,106,535
2025-03-13,FAC-054,SKU-00158,1774,570,3191
2024-08-16,FAC-063,SKU-01808,2452,160,1309
2024-10-29,FAC-017,SKU-00298,288,181,2258
2023-04-29,FAC-019,SKU-00738,3944,614,1190
2024-04-20,FAC-079,SKU-02725,1900,716,39
2024-04-08,FAC-086,SKU-00222,4862,286,2287
2025-02-12,FAC-064,SKU-00602,54,995,308
2023-12-11,FAC-058,SKU-00358,1856,530,4180
2025-02-27,FAC-031,SKU-01282,3384,280,4849
2023-04-15,FAC-023,SKU-00101,2373,618,2818
2024-02-18,FAC-007,SKU-02449,4237,702,2248
2025-01-04,FAC-046,SKU-00849,219,418,2189
2023-06-13,FAC-065,SKU-00187,4735,564,517
2024-11-23,FAC-016,SKU-01181,1958,548,3968
2023-09-16,FAC-041,SKU-02221,1302,870,3530
2024-05-25,FAC-059,SKU-00026,2730,992,2283
2025-07-15,FAC-006,SKU-00059,870,554,1653
2024-04-29,FAC-066,SKU-00266,3255,386,273
2025-08-16,FAC-046,SKU-00732,1168,690,3193
2024-03-24,FAC-006,SKU-01753,1017,558,4421
2024-01-17,FAC-026,SKU-01728,4147,57,2798
2023-08-09,FAC-063,SKU-02884,3206,233,3271
2023-10-23,FAC-010,SKU-01564,2424,983,2704
2025-06-25,FAC-056,SKU-00266,2065,130,1310
2025-04-10,FAC-029,SKU-01891,1231,582,605
2025-05-30,FAC-024,SKU-02356,2181,332,4475
2023-03-06,FAC-034,SKU-02822,1427,254,1757
2025-03-25,FAC-033,SKU-00717,4732,312,1692
2024-07-01,FAC-078,SKU-02030,342,23,4751
2024-11-21,FAC-018,SKU-02539,4609,613,836
2023-08-08,FAC-085,SKU-02879,152,989,4177
2024-05-25,FAC-033,SKU-01815,4974,836,2978
2025-02-06,FAC-040,SKU-01778,4522,150,441
2024-02-25,FAC-090,SKU-00135,4839,872,4533
2025-02-18,FAC-025,SKU-02057,156,171,3096
2023-08-29,FAC-070,SKU-00313,3016,821,4498
2023-08-10,FAC-019,SKU-01963,3213,922,953
2025-02-18,FAC-040,SKU-00309,782,702,4802
2023-10-05,FAC-089,SKU-00733,4978,122,4969
2023-04-23,FAC-080,SKU-00292,1215,273,4515
2025-03-31,FAC-073,SKU-02950,4395,254,3264
2025-09-28,FAC-027,SKU-00467,3592,167,4198
2024-08-10,FAC-063,SKU-01155,347,83,2618
2025-11-16,FAC-001,SKU-02373,2883,325,482
2025-09-13,FAC-035,SKU-00521,2535,733,3828
2025-04-02,FAC-024,SKU-01935,1675,241,4618
2023-08-21,FAC-049,SKU-02717,4474,636,301
2023-08-06,FAC-071,SKU-01661,2944,581,3163
2025-05-08,FAC-090,SKU-01769,1696,369,1507
2023-12-05,FAC-074,SKU-01224,723,272,2875
2023-06-26,FAC-031,SKU-02197,2414,692,2161
2023-08-14,FAC-029,SKU-01900,905,931,2266
2024-03-03,FAC-057,SKU-02128,3655,447,2728
2023-08-16,FAC-069,SKU-01755,1421,122,4441
2025-07-21,FAC-079,SKU-01180,4924,252,1059
2023-04-03,FAC-013,SKU-01576,3354,718,3256
2023-06-30,FAC-089,SKU-02492,2124,819,49
2025-09-19,FAC-026,SKU-01141,2741,848,4974
2024-06-12,FAC-034,SKU-00771,4871,24,2293
2025-04-21,FAC-044,SKU-00720,4311,555,1747
2023-10-22,FAC-005,SKU-01617,3524,477,169
2025-04-05,FAC-015,SKU-00409,2113,490,2205
2023-06-08,FAC-019,SKU-02204,3540,551,2812
2024-06-02,FAC-064,SKU-00381,2661,511,1049
2023-12-24,FAC-017,SKU-00212,3034,720,4869
2025-06-25,FAC-001,SKU-00712,3783,964,1926
2023-10-24,FAC-080,SKU-02969,4683,890,4990
2024-04-27,FAC-032,SKU-00602,4553,43,4188
2024-10-14,FAC-084,SKU-02522,1734,431,2539
2024-09-19,FAC-062,SKU-02986,920,440,403
2023-04-17,FAC-006,SKU-02839,3865,624,458
2025-10-26,FAC-013,SKU-00977,2675,297,133
2025-04-16,FAC-055,SKU-02678,3481,674,4819
2024-01-20,FAC-033,SKU-02415,453,138,4785
2023-05-23,FAC-066,SKU-02231,4949,283,2586
2025-08-10,FAC-032,SKU-01192,4607,171,4175
2024-03-03,FAC-081,SKU-01919,1382,531,2991
2025-01-03,FAC-004,SKU-02584,1675,127,2254
2024-05-24,FAC-011,SKU-00833,1945,385,2388
2025-01-16,FAC-003,SKU-00755,4876,616,4021
2025-01-16,FAC-079,SKU-01684,4177,544,3225
2025-02-26,FAC-020,SKU-00423,708,675,1616
2025-11-05,FAC-061,SKU-01532,1054,393,447
2024-06-06,FAC-038,SKU-02630,398,955,4757
2023-04-29,FAC-013,SKU-01638,4065,684,1817
2023-11-17,FAC-059,SKU-02210,3605,82,4128
2023-04-14,FAC-073,SKU-00899,2039,825,2619
2023-04-17,FAC-020,SKU-02220,271,408,3594
2023-12-10,FAC-047,SKU-00301,1411,892,769
2025-06-18,FAC-011,SKU-00130,2912,346,10
2025-03-08,FAC-029,SKU-02910,4443,546,3762
2024-04-18,FAC-005,SKU-02793,2985,598,3825
2023-01-29,FAC-052,SKU-01574,4631,234,2750
2024-03-28,FAC-079,SKU-01714,4651,545,264
2023-07-06,FAC-043,SKU-02644,259,135,1767
2023-04-21,FAC-058,SKU-01818,2969,705,2217
2025-05-31,FAC-046,SKU-02265,2106,953,3241
2025-01-01,FAC-087,SKU-01310,2161,88,1152
2025-09-04,FAC-008,SKU-01167,3336,904,4207
2024-12-29,FAC-079,SKU-02902,3757,216,4577
2023-06-09,FAC-035,SKU-02808,780,556,1634
2024-08-16,FAC-070,SKU-01612,3582,860,357
2025-05-07,FAC-089,SKU-01782,3450,789,1186
2023-03-28,FAC-054,SKU-00346,4148,246,3173
2023-02-11,FAC-051,SKU-02896,60,507,1906
2024-10-12,FAC-089,SKU-01289,2436,141,3775
2025-11-11,FAC-078,SKU-01513,843,179,3033
2024-04-30,FAC-093,SKU-02666,987,623,4721
2023-08-20,FAC-001,SKU-01926,1408,234,2465
2023-06-29,FAC-004,SKU-00502,1691,559,371
2023-08-06,FAC-022,SKU-01412,818,842,381
2023-02-03,FAC-014,SKU-02229,580,241,688
2023-05-03,FAC-028,SKU-01169,3232,242,2829
2023-07-15,FAC-090,SKU-02104,4062,690,1289
2024-01-24,FAC-011,SKU-02319,3406,652,4509
2023-03-01,FAC-019,SKU-00779,2368,800,1355
2024-07-24,FAC-063,SKU-00872,2419,898,4007
2024-06-26,FAC-009,SKU-01150,2839,238,3482
2023-02-15,FAC-013,SKU-02408,520,179,1984
2024-08-18,FAC-090,SKU-02330,2466,291,700
2023-03-10,FAC-067,SKU-01849,4412,50,3675
2023-04-16,FAC-030,SKU-01569,327,687,4243
2025-09-25,FAC-068,SKU-01049,3911,681,3735
2024-08-09,FAC-068,SKU-02494,534,415,26
2024-05-15,FAC-047,SKU-00336,4541,483,4297
2024-10-15,FAC-020,SKU-01055,4523,426,4513
2025-10-06,FAC-013,SKU-01433,2234,483,2409
2023-04-12,FAC-082,SKU-01101,720,738,1201
2023-09-18,FAC-047,SKU-01563,602,4,2583
2025-01-02,FAC-071,SKU-01157,3338,395,4094
2023-03-21,FAC-059,SKU-01282,3670,466,1343
2024-07-23,FAC-098,SKU-01650,3591,958,218
2025-03-11,FAC-023,SKU-00932,498,231,4900
2024-03-20,FAC-100,SKU-02450,4185,764,4171
2023-06-09,FAC-035,SKU-00658,519,794,609
2024-05-23,FAC-091,SKU-02072,3186,162,3768
2024-06-05,FAC-048,SKU-01403,2081,383,3850
2024-04-23,FAC-100,SKU-01045,3171,585,3018
2025-09-12,FAC-061,SKU-00549,844,882,742
2025-05-16,FAC-032,SKU-00340,3677,539,4190
2025-03-29,FAC-004,SKU-00536,1406,352,2269
2025-06-21,FAC-025,SKU-02010,3776,942,494
2025-03-08,FAC-043,SKU-00019,2555,942,3330
2023-12-10,FAC-012,SKU-02288,2296,426,1765
2025-06-05,FAC-061,SKU-02790,1181,803,706
2025-07-10,FAC-040,SKU-01995,3480,98,3861
2025-11-20,FAC-094,SKU-02207,4256,880,4750
2023-11-01,FAC-040,SKU-02049,527,528,3699
2023-10-04,FAC-033,SKU-01663,494,886,266
2024-02-22,FAC-006,SKU-02726,2844,202,1825
2024-06-30,FAC-082,SKU-02355,2317,163,3421
2024-09-11,FAC-013,SKU-01193,2284,548,2626
2025-07-05,FAC-051,SKU-02948,372,145,2351
2025-05-05,FAC-093,SKU-01585,3973,286,2554
2024-02-27,FAC-044,SKU-01378,3479,994,1792
2023-01-18,FAC-090,SKU-02192,2426,667,1941
2024-05-04,FAC-034,SKU-01772,1720,64,4985
2023-02-12,FAC-074,SKU-00624,1488,158,4148
2024-03-08,FAC-100,SKU-00675,105,115,1193
2024-09-28,FAC-003,SKU-01163,1045,922,1055
2025-07-09,FAC-093,SKU-00288,4967,39,2021
2024-03-26,FAC-073,SKU-02248,4369,651,3189
2024-04-14,FAC-096,SKU-02651,4408,971,2285
2023-12-28,FAC-022,SKU-02532,3840,858,1671
2024-05-06,FAC-031,SKU-02521,868,282,462
2025-10-28,FAC-079,SKU-00181,1881,700,1165
2025-11-21,FAC-009,SKU-02067,2742,882,365
2024-12-20,FAC-018,SKU-02215,2065,621,1213
2023-11-16,FAC-008,SKU-01876,3780,848,2460
2025-11-11,FAC-005,SKU-02908,3849,499,4371
2025-09-02,FAC-085,SKU-01344,1375,664,300
2024-05-06,FAC-006,SKU-01543,2342,605,1641
2024-08-28,FAC-082,SKU-01928,4259,649,3647
2024-10-09,FAC-048,SKU-01253,3890,359,4238
2025-09-02,FAC-021,SKU-01647,1902,14,225
2023-06-13,FAC-049,SKU-00964,4750,889,3102
2024-08-23,FAC-051,SKU-02406,4410,146,1884
2025-05-18,FAC-033,SKU-02860,4512,67,2551
2025-06-08,FAC-086,SKU-00427,1859,142,714
2024-05-09,FAC-100,SKU-01453,4402,228,552
2024-08-18,FAC-060,SKU-02871,3714,782,2887
2024-10-14,FAC-053,SKU-02387,631,502,2177
2025-01-26,FAC-023,SKU-02471,4196,608,4709
2023-01-28,FAC-076,SKU-00172,4769,434,2228
2025-03-15,FAC-063,SKU-00475,1833,12,3783
2023-07-31,FAC-097,SKU-01644,1800,720,2592
2025-04-06,FAC-006,SKU-01578,4715,978,4567
2025-03-23,FAC-043,SKU-02880,2543,58,2165
2023-08-05,FAC-001,SKU-01172,101,780,3864
2023-11-28,FAC-039,SKU-00679,1412,453,2021
2023-01-20,FAC-045,SKU-00866,4338,568,384
2024-05-11,FAC-087,SKU-01030,4443,693,1113
2023-02-14,FAC-072,SKU-00817,4128,807,2452
2024-04-08,FAC-094,SKU-02889,80,349,3798
2024-11-10,FAC-043,SKU-00539,3846,99,1891
2023-11-19,FAC-054,SKU-00011,1831,286,1583
2024-09-03,FAC-073,SKU-02335,2210,948,3588
2023-03-12,FAC-086,SKU-02563,4806,268,26
2024-07-04,FAC-021,SKU-01562,3591,791,3611
2025-05-14,FAC-095,SKU-02030,3442,348,909
2025-02-19,FAC-008,SKU-02602,2539,496,3085
2024-10-09,FAC-096,SKU-02725,2526,55,1298
2024-05-07,FAC-031,SKU-02629,4215,301,3456
2024-10-28,FAC-001,SKU-02152,4100,894,28
2023-08-12,FAC-067,SKU-01485,215,769,4342
2025-02-06,FAC-070,SKU-02545,3709,821,4358
2024-08-16,FAC-082,SKU-02162,3788,591,3155
2025-01-15,FAC-024,SKU-00626,2773,499,1707
2023-01-16,FAC-037,SKU-01248,601,459,3401
2025-02-22,FAC-075,SKU-02152,1872,795,3653
2023-07-13,FAC-088,SKU-02054,2130,857,3980
2024-05-15,FAC-004,SKU-02968,177,863,4807
2023-09-09,FAC-036,SKU-02442,691,188,4689
2025-11-02,FAC-071,SKU-00374,2077,361,2512
2023-04-22,FAC-084,SKU-02764,726,195,68
2023-04-17,FAC-064,SKU-00275,1934,644,1438
2024-05-05,FAC-019,SKU-01097,3926,528,874
2023-01-21,FAC-042,SKU-02300,3674,147,4781
2025-02-15,FAC-068,SKU-00214,2053,679,1297
2024-01-05,FAC-064,SKU-00996,1757,92,4534
2023-07-17,FAC-065,SKU-00246,2052,472,1902
2024-04-01,FAC-023,SKU-00494,4159,593,3261
2025-10-04,FAC-049,SKU-01639,1037,405,2317
2025-06-19,FAC-054,SKU-01215,4659,820,4860
2024-11-15,FAC-098,SKU-01384,3344,839,4434
2024-04-22,FAC-064,SKU-01229,679,679,2705
2024-06-11,FAC-041,SKU-00771,3038,942,444
2023-03-26,FAC-023,SKU-01603,4442,999,2627
2024-03-20,FAC-030,SKU-01973,3268,457,807
2024-07-13,FAC-017,SKU-00990,3280,208,2297
2023-07-21,FAC-082,SKU-00346,3102,557,1529
2025-09-06,FAC-044,SKU-02660,184,367,3004
2024-08-11,FAC-097,SKU-01683,4685,441,4261
2024-05-12,FAC-092,SKU-00385,4566,211,4226
2025-03-07,FAC-046,SKU-02602,3932,794,4621
2023-03-16,FAC-034,SKU-02823,1638,513,590
2023-10-09,FAC-060,SKU-01094,2478,563,3099
2025-07-06,FAC-033,SKU-00635,2635,284,4022
2023-02-11,FAC-099,SKU-01260,955,5,3363
2023-11-21,FAC-060,SKU-00417,3961,147,741
