transaction_id,store_id,sku_id,transaction_timestamp,quantity,unit_price,payment_method,promo_code
TX-001360,STORE-0183,SKU-00588,2024-07-27 18:15:59,6,422.95,CASH,SPRING20
TX-001361,STORE-0143,SKU-02385,2024-06-24 01:43:31,2,210.81,ONLINE,
TX-001362,STORE-0127,SKU-00916,2025-08-10 10:00:08,6,180.21,CARD,
TX-001363,STORE-0186,SKU-02608,2025-11-29 17:09:22,5,278.81,CASH,
TX-001364,STORE-0107,SKU-02287,2025-08-20 01:24:24,3,220.46,ONLINE,
TX-001365,STORE-0118,SKU-02678,2025-04-13 01:57:50,7,358.9,ONLINE,
TX-001366,STORE-0026,SKU-00821,2023-05-08 15:14:14,4,136.58,CARD,
TX-001367,STORE-0045,SKU-02785,2025-02-16 22:20:06,6,227.55,CARD,
TX-001368,STORE-0038,SKU-02731,2025-02-24 17:21:04,9,448.09,CASH,
TX-001369,STORE-0050,SKU-01467,2024-07-07 16:01:55,6,379.27,CASH,
TX-001370,STORE-0118,SKU-02266,2024-01-18 21:32:20,4,88.19,CARD,
TX-001371,STORE-0058,SKU-01762,2024-04-24 23:25:15,2,444.0,CARD,
TX-001372,STORE-0147,SKU-01403,2024-01-30 14:40:20,9,296.56,ONLINE,
TX-001373,STORE-0036,SKU-01477,2024-03-28 06:03:34,4,341.25,CASH,
TX-001374,STORE-0041,SKU-02206,2025-05-23 17:49:57,4,150.66,ONLINE,
TX-001375,STORE-0010,SKU-02892,2024-08-01 18:51:59,2,223.56,CARD,SPRING20
TX-001376,STORE-0054,SKU-00272,2025-07-28 20:19:03,5,404.37,CARD,
TX-001377,STORE-0164,SKU-00536,2023-02-08 18:53:34,6,168.68,CARD,
TX-001378,STORE-0015,SKU-02080,2023-02-10 19:27:14,6,86.71,CASH,
TX-001379,STORE-0120,SKU-01089,2024-12-23 02:04:23,3,192.26,CARD,
TX-001380,STORE-0096,SKU-02196,2023-07-17 02:05:41,9,39.26,CARD,
TX-001381,STORE-0006,SKU-02752,2025-01-09 12:50:53,7,360.34,CASH,
TX-001382,STORE-0186,SKU-01342,2025-09-14 16:20:56,3,78.13,CARD,HOLIDAY10
TX-001383,STORE-0165,SKU-02934,2024-03-03 05:02:27,4,146.14,CASH,HOLIDAY10
TX-001384,STORE-0093,SKU-01376,2025-06-05 18:00:23,7,441.14,CARD,
TX-001385,STORE-0185,SKU-00136,2024-06-28 10:56:44,8,272.55,CASH,
TX-001386,STORE-0122,SKU-01336,2025-06-01 05:11:04,6,164.06,CASH,
TX-001387,STORE-0015,SKU-01771,2023-04-25 15:46:41,4,276.1,CASH,
TX-001388,STORE-0035,SKU-01020,2024-09-27 19:15:24,2,113.05,CASH,HOLIDAY10
TX-001389,STORE-0109,SKU-01528,2025-06-19 01:00:59,8,17.46,ONLINE,
TX-001390,STORE-0110,SKU-02894,2024-11-10 14:10:58,1,303.85,CASH,
TX-001391,STORE-0011,SKU-00921,2023-01-17 06:38:21,9,358.49,CASH,HOLIDAY10
TX-001392,STORE-0121,SKU-00020,2025-09-29 12:48:03,8,440.49,CASH,SPRING20
TX-001393,STORE-0145,SKU-02819,2025-02-26 13:43:29,3,387.08,CASH,
TX-001394,STORE-0010,SKU-01687,2024-04-23 19:04:45,4,463.71,CARD,HOLIDAY10
TX-001395,STORE-0045,SKU-01810,2023-06-06 08:58:26,4,493.05,CARD,
TX-001396,STORE-0158,SKU-02143,2023-04-24 16:36:53,2,373.74,CASH,
TX-001397,STORE-0134,SKU-01807,2023-06-08 04:26:05,5,434.62,CASH,
TX-001398,STORE-0011,SKU-00910,2024-04-06 21:48:10,3,338.5,ONLINE,
TX-001399,STORE-0118,SKU-02296,2024-03-07 19:06:28,1,89.61,CASH,
TX-001400,STORE-0142,SKU-01205,2025-10-14 15:24:51,2,94.94,CASH,
TX-001401,STORE-0022,SKU-00299,2023-03-26 13:01:49,7,59.58,CASH,
TX-001402,STORE-0042,SKU-00316,2025-11-30 22:57:37,1,471.77,CARD,
TX-001403,STORE-0189,SKU-00097,2025-01-09 09:11:35,2,338.01,CASH,
TX-001404,STORE-0171,SKU-02593,2024-04-27 18:09:36,7,396.01,CASH,
TX-001405,STORE-0021,SKU-01800,2023-02-16 07:53:58,1,168.92,ONLINE,
TX-001406,STORE-0103,SKU-00821,2024-05-30 07:57:21,7,232.91,CARD,
TX-001407,STORE-0007,SKU-02713,2023-09-27 07:23:53,8,24.69,ONLINE,SPRING20
TX-001408,STORE-0079,SKU-01254,2023-08-22 02:50:56,2,445.06,CASH,
TX-001409,STORE-0183,SKU-00602,2024-07-09 03:36:32,4,427.24,ONLINE,
TX-001410,STORE-0150,SKU-02429,2024-11-16 06:00:36,7,393.48,CASH,
TX-001411,STORE-0010,SKU-01122,2023-07-21 06:08:41,1,33.86,CASH,HOLIDAY10
TX-001412,STORE-0032,SKU-01550,2024-07-10 08:14:33,6,91.25,CARD,SPRING20
TX-001413,STORE-0144,SKU-01181,2025-07-03 22:41:46,5,170.41,ONLINE,HOLIDAY10
TX-001414,STORE-0167,SKU-00318,2023-04-28 11:47:07,6,135.22,CASH,HOLIDAY10
TX-001415,STORE-0196,SKU-00382,2024-01-07 21:41:56,8,420.04,ONLINE,
TX-001416,STORE-0151,SKU-02003,2023-01-29 20:41:14,1,101.44,CARD,
TX-001417,STORE-0042,SKU-00468,2023-01-17 05:48:32,3,268.4,CASH,
TX-001418,STORE-0197,SKU-00945,2023-01-26 14:02:10,9,287.83,CARD,
TX-001419,STORE-0108,SKU-02327,2023-11-24 04:29:28,8,215.38,ONLINE,
TX-001420,STORE-0087,SKU-00783,2025-10-18 22:05:45,4,124.14,ONLINE,SPRING20
TX-001421,STORE-0014,SKU-02229,2024-12-24 16:07:38,9,480.35,ONLINE,HOLIDAY10
TX-001422,STORE-0010,SKU-01601,2024-05-31 02:55:33,7,209.63,CASH,
TX-001423,STORE-0059,SKU-00881,2023-10-02 04:17:13,2,365.02,CASH,
TX-001424,STORE-0160,SKU-00229,2025-06-11 19:22:31,1,96.1,CASH,
TX-001425,STORE-0145,SKU-02062,2025-07-24 00:50:26,1,412.29,CARD,
TX-001426,STORE-0017,SKU-02755,2024-03-26 14:34:44,3,111.87,ONLINE,
TX-001427,STORE-0093,SKU-01481,2024-05-15 09:54:24,2,339.28,ONLINE,HOLIDAY10
TX-001428,STORE-0098,SKU-02061,2024-05-30 21:31:47,4,255.72,ONLINE,
TX-001429,STORE-0140,SKU-00558,2025-03-24 22:28:48,8,77.55,CARD,
TX-001430,STORE-0051,SKU-01435,2023-08-19 07:10:22,5,17.35,CASH,SPRING20
TX-001431,STORE-0080,SKU-02366,2024-11-30 04:37:26,5,465.72,CARD,
TX-001432,STORE-0053,SKU-00589,2024-05-17 10:49:16,6,67.22,ONLINE,HOLIDAY10
TX-001433,STORE-0072,SKU-02541,2023-12-24 04:43:01,5,353.95,ONLINE,SPRING20
TX-001434,STORE-0116,SKU-02137,2023-08-15 22:11:03,5,328.08,CARD,
TX-001435,STORE-0026,SKU-00582,2024-10-25 09:26:13,7,174.15,CASH,
TX-001436,STORE-0170,SKU-02139,2023-09-03 17:14:27,6,96.76,CASH,
TX-001437,STORE-0031,SKU-00482,2023-12-15 13:04:30,2,93.27,ONLINE,
TX-001438,STORE-0054,SKU-00671,2025-09-15 23:51:07,1,294.74,CARD,
TX-001439,STORE-0081,SKU-00577,2024-12-13 00:01:37,1,275.73,CASH,
TX-001440,STORE-0168,SKU-02133,2023-04-11 08:47:07,4,438.59,CARD,HOLIDAY10
TX-001441,STORE-0028,SKU-00265,2023-10-12 19:51:17,2,321.8,ONLINE,
TX-001442,STORE-0050,SKU-01759,2024-12-20 23:21:21,6,410.54,ONLINE,
TX-001443,STORE-0152,SKU-00478,2024-05-11 15:32:56,9,21.04,ONLINE,
TX-001444,STORE-0091,SKU-02775,2023-07-04 07:16:46,8,337.14,ONLINE,SPRING20
TX-001445,STORE-0181,SKU-02178,2025-07-24 18:18:16,4,120.69,CASH,
TX-001446,STORE-0156,SKU-00676,2025-06-23 21:53:51,2,130.16,ONLINE,SPRING20
TX-001447,STORE-0038,SKU-02716,2025-08-24 00:48:58,1,361.69,CASH,SPRING20
TX-001448,STORE-0127,SKU-00870,2025-11-22 21:45:48,7,397.75,CASH,HOLIDAY10
TX-001449,STORE-0192,SKU-00842,2024-01-05 13:27:32,3,189.01,CARD,SPRING20
TX-001450,STORE-0067,SKU-00676,2024-11-01 04:10:20,6,396.09,ONLINE,
TX-001451,STORE-0099,SKU-02328,2025-08-08 07:35:57,5,224.65,CASH,
TX-001452,STORE-0141,SKU-01056,2024-07-10 21:36:50,5,429.53,CARD,SPRING20
TX-001453,STORE-0025,SKU-02692,2025-02-23 13:30:55,2,17.33,CARD,
TX-001454,STORE-0109,SKU-00467,2024-03-21 07:17:19,9,46.33,ONLINE,SPRING20
TX-001455,STORE-0039,SKU-02359,2023-06-04 23:33:15,4,389.29,ONLINE,
TX-001456,STORE-0002,SKU-01139,2024-10-19 15:29:23,1,313.92,CARD,
TX-001457,STORE-0040,SKU-01580,2023-11-19 04:19:25,2,281.72,CASH,
TX-001458,STORE-0112,SKU-00009,2024-05-06 12:45:05,9,308.92,ONLINE,
TX-001459,STORE-0133,SKU-02872,2025-06-15 18:27:56,7,465.44,CARD,HOLIDAY10
TX-001460,STORE-0129,SKU-00020,2024-10-02 22:56:34,2,329.49,CARD,
TX-001461,STORE-0181,SKU-01960,2025-01-15 05:32:48,7,325.5,CASH,
TX-001462,STORE-0056,SKU-02269,2025-06-27 22:55:56,4,380.94,CASH,
TX-001463,STORE-0114,SKU-02672,2024-08-03 15:08:14,2,433.98,CARD,
TX-001464,STORE-0024,SKU-01356,2024-09-19 03:12:34,4,134.65,CASH,
TX-001465,STORE-0090,SKU-00446,2023-04-26 18:35:03,5,310.29,ONLINE,
TX-001466,STORE-0124,SKU-02144,2024-06-23 02:13:39,4,294.07,CARD,
TX-001467,STORE-0024,SKU-00434,2023-05-04 12:22:04,3,71.75,CASH,
TX-001468,STORE-0069,SKU-01343,2023-03-09 13:17:06,6,262.56,CASH,SPRING20
TX-001469,STORE-0006,SKU-02942,2025-08-04 09:37:43,1,39.43,CASH,HOLIDAY10
TX-001470,STORE-0104,SKU-01863,2023-01-21 05:49:24,8,96.55,CASH,
TX-001471,STORE-0155,SKU-02963,2023-04-15 05:16:45,5,456.92,CARD,
TX-001472,STORE-0044,SKU-01988,2023-02-27 11:01:56,8,64.03,CASH,
TX-001473,STORE-0195,SKU-01480,2023-08-16 20:05:10,4,291.56,ONLINE,HOLIDAY10
TX-001474,STORE-0077,SKU-00141,2023-08-06 03:09:13,4,165.12,ONLINE,
TX-001475,STORE-0127,SKU-01111,2025-05-17 23:43:16,5,279.88,CARD,HOLIDAY10
TX-001476,STORE-0031,SKU-00354,2024-02-04 21:14:22,5,121.31,CARD,
TX-001477,STORE-0029,SKU-00445,2025-05-11 23:46:08,6,224.97,ONLINE,
TX-001478,STORE-0037,SKU-02533,2024-11-15 12:53:59,5,434.33,ONLINE,
TX-001479,STORE-0064,SKU-00058,2025-08-13 00:41:56,5,191.23,CARD,
TX-001480,STORE-0087,SKU-01339,2024-01-09 03:54:29,8,179.75,ONLINE,SPRING20
TX-001481,STORE-0025,SKU-00028,2023-02-07 11:30:49,6,225.83,ONLINE,
TX-001482,STORE-0119,SKU-02038,2025-01-18 06:37:55,2,54.74,CARD,
TX-001483,STORE-0059,SKU-02132,2024-03-04 20:28:22,4,196.74,CARD,HOLIDAY10
TX-001484,STORE-0087,SKU-00896,2025-04-11 18:08:29,4,8.42,CASH,
TX-001485,STORE-0147,SKU-00480,2023-11-29 03:28:30,5,254.18,CASH,
TX-001486,STORE-0085,SKU-00703,2025-01-10 19:37:51,6,424.73,ONLINE,
TX-001487,STORE-0126,SKU-01618,2025-11-05 03:41:23,5,278.28,CARD,
TX-001488,STORE-0040,SKU-02465,2024-12-06 01:58:35,6,305.82,CASH,SPRING20
TX-001489,STORE-0080,SKU-00692,2024-08-19 03:18:08,8,20.13,ONLINE,
TX-001490,STORE-0195,SKU-00561,2025-05-01 15:43:39,4,430.46,ONLINE,
TX-001491,STORE-0074,SKU-02961,2023-06-26 09:05:00,3,195.58,ONLINE,
TX-001492,STORE-0194,SKU-00812,2023-02-19 04:22:59,9,487.55,ONLINE,
TX-001493,STORE-0155,SKU-02362,2024-01-09 08:48:11,3,64.63,CARD,
TX-001494,STORE-0050,SKU-01739,2023-10-18 13:43:58,8,472.61,ONLINE,
TX-001495,STORE-0117,SKU-01678,2024-03-10 09:59:09,5,318.97,CASH,SPRING20
TX-001496,STORE-0100,SKU-02240,2025-01-11 21:34:59,9,30.91,CARD,
TX-001497,STORE-0166,SKU-01973,2023-05-22 10:09:41,3,485.99,ONLINE,
TX-001498,STORE-0049,SKU-02747,2024-12-01 21:54:41,8,11.87,CASH,
TX-001499,STORE-0018,SKU-00535,2023-12-08 14:24:20,7,366.7,CASH,
TX-001500,STORE-0185,SKU-02383,2024-05-10 03:59:34,7,445.32,CARD,
TX-001501,STORE-0052,SKU-00860,2024-09-15 21:42:22,9,92.03,CARD,
TX-001502,STORE-0020,SKU-01679,2024-05-19 00:09:42,8,174.96,CARD,
TX-001503,STORE-0015,SKU-01013,2025-04-11 18:51:40,3,282.81,CASH,
TX-001504,STORE-0139,SKU-00509,2024-10-16 18:09:55,6,341.51,CASH,HOLIDAY10
TX-001505,STORE-0095,SKU-02992,2023-02-21 16:25:13,6,436.58,ONLINE,
TX-001506,STORE-0164,SKU-01967,2025-03-15 11:22:14,5,381.73,CARD,
TX-001507,STORE-0090,SKU-02101,2025-05-08 08:08:23,3,184.85,CARD,
TX-001508,STORE-0111,SKU-01792,2023-10-12 11:01:36,9,411.75,CARD,HOLIDAY10
TX-001509,STORE-0012,SKU-02237,2023-08-14 17:25:50,7,483.21,CARD,
TX-001510,STORE-0080,SKU-00234,2023-11-27 20:46:30,4,117.36,CASH,
TX-001511,STORE-0150,SKU-02251,2024-06-05 01:23:46,6,41.68,CARD,SPRING20
TX-001512,STORE-0150,SKU-02690,2023-06-27 06:41:23,5,216.18,CASH,
TX-001513,STORE-0022,SKU-02077,2024-09-23 05:10:40,1,441.29,CASH,
TX-001514,STORE-0127,SKU-02875,2025-02-03 20:09:37,2,79.39,CARD,
TX-001515,STORE-0102,SKU-02144,2023-03-20 15:16:06,1,443.47,CASH,
TX-001516,STORE-0089,SKU-02294,2025-07-05 12:35:44,9,496.15,CASH,
TX-001517,STORE-0076,SKU-00523,2023-09-10 17:50:49,9,31.73,CARD,
TX-001518,STORE-0170,SKU-02663,2024-07-09 05:51:32,5,250.15,CARD,
TX-001519,STORE-0166,SKU-00873,2025-09-30 12:26:14,8,167.8,ONLINE,
TX-001520,STORE-0160,SKU-02509,2024-11-11 19:17:17,4,199.87,CASH,
TX-001521,STORE-0078,SKU-00227,2024-11-21 01:47:06,1,228.56,CASH,HOLIDAY10
TX-001522,STORE-0018,SKU-02970,2023-12-24 06:33:22,4,371.15,ONLINE,HOLIDAY10
TX-001523,STORE-0116,SKU-00200,2024-04-18 09:37:40,7,297.69,ONLINE,
TX-001524,STORE-0121,SKU-01449,2025-02-13 10:31:45,2,480.79,CARD,
TX-001525,STORE-0113,SKU-00598,2024-05-10 10:51:42,2,169.72,ONLINE,
TX-001526,STORE-0095,SKU-00642,2025-04-01 08:00:15,6,273.04,CARD,
TX-001527,STORE-0138,SKU-00963,2025-07-20 19:08:27,9,407.6,CARD,
TX-001528,STORE-0036,SKU-02097,2023-05-20 17:48:38,3,189.65,CARD,
TX-001529,STORE-0060,SKU-02345,2024-09-10 05:38:42,7,235.32,CASH,
TX-001530,STORE-0026,SKU-00653,2023-07-13 18:27:12,9,344.06,CASH,
TX-001531,STORE-0110,SKU-01206,2025-07-24 07:35:06,9,431.07,CARD,
TX-001532,STORE-0086,SKU-00299,2025-02-03 19:28:38,4,210.76,ONLINE,SPRING20
TX-001533,STORE-0137,SKU-00658,2023-09-10 03:16:44,2,268.32,CASH,
TX-001534,STORE-0108,SKU-02616,2023-11-03 16:32:03,1,487.69,CASH,
TX-001535,STORE-0070,SKU-01525,2025-09-24 20:35:05,6,26.02,ONLINE,
TX-001536,STORE-0118,SKU-01717,2025-02-13 21:51:58,5,226.87,CASH,
TX-001537,STORE-0012,SKU-00798,2023-05-03 21:43:18,6,319.81,ONLINE,
TX-001538,STORE-0046,SKU-01884,2025-03-01 04:55:28,7,9.17,ONLINE,SPRING20
TX-001539,STORE-0110,SKU-01038,2023-12-12 20:57:56,9,300.41,CASH,SPRING20
TX-001540,STORE-0008,SKU-01979,2023-11-17 22:48:15,6,32.82,ONLINE,
TX-001541,STORE-0022,SKU-01662,2024-05-03 18:02:04,6,429.49,ONLINE,
TX-001542,STORE-0200,SKU-00578,2023-10-16 17:52:39,3,404.51,CARD,HOLIDAY10
TX-001543,STORE-0111,SKU-01775,2025-03-27 22:38:18,8,20.97,CARD,
TX-001544,STORE-0141,SKU-01714,2023-02-02 08:25:05,9,29.16,CASH,
TX-001545,STORE-0012,SKU-00276,2025-06-04 15:18:48,1,378.04,ONLINE,
TX-001546,STORE-0065,SKU-02091,2025-04-09 01:21:59,6,187.92,CASH,HOLIDAY10
TX-001547,STORE-0122,SKU-01228,2024-12-29 10:32:45,7,289.64,CASH,
TX-001548,STORE-0069,SKU-02962,2024-10-05 14:06:11,8,138.81,CARD,HOLIDAY10
TX-001549,STORE-0051,SKU-00182,2025-07-04 08:27:42,8,90.62,ONLINE,
TX-001550,STORE-0106,SKU-02624,2023-07-13 19:16:50,7,151.56,CASH,
TX-001551,STORE-0150,SKU-02043,2024-11-13 12:04:48,8,127.12,CASH,
TX-001552,STORE-0165,SKU-02861,2024-02-10 17:25:01,9,226.91,CARD,SPRING20
TX-001553,STORE-0074,SKU-00195,2025-07-22 13:07:41,7,374.6,CARD,
TX-001554,STORE-0178,SKU-02207,2024-11-28 01:06:55,3,279.29,CARD,
TX-001555,STORE-0098,SKU-02985,2023-01-14 10:40:52,9,306.54,CASH,
TX-001556,STORE-0144,SKU-02020,2024-08-22 14:45:16,1,237.69,ONLINE,
TX-001557,STORE-0016,SKU-02739,2024-07-26 14:31:25,8,165.74,CARD,
TX-001558,STORE-0093,SKU-00795,2023-09-30 16:14:02,6,76.04,CARD,
TX-001559,STORE-0074,SKU-01886,2024-11-14 16:02:49,3,180.51,ONLINE,
TX-001560,STORE-0193,SKU-00277,2025-07-21 13:00:03,9,334.27,CASH,
TX-001561,STORE-0166,SKU-00395,2024-11-07 04:21:26,6,368.22,CASH,
TX-001562,STORE-0173,SKU-01565,2023-06-13 02:19:19,7,237.24,ONLINE,SPRING20
TX-001563,STORE-0103,SKU-00300,2023-08-28 03:12:29,2,324.27,CARD,HOLIDAY10
TX-001564,STORE-0059,SKU-02007,2024-01-27 01:40:50,1,109.22,ONLINE,HOLIDAY10
TX-001565,STORE-0087,SKU-01049,2025-09-10 15:58:55,1,430.73,CASH,
TX-001566,STORE-0181,SKU-00488,2025-10-20 16:15:15,3,433.64,CASH,
TX-001567,STORE-0071,SKU-00999,2023-09-20 00:00:45,3,163.56,CARD,
TX-001568,STORE-0022,SKU-01493,2023-08-18 01:39:36,8,276.12,CARD,
TX-001569,STORE-0084,SKU-02834,2023-01-15 18:27:19,7,305.3,ONLINE,HOLIDAY10
TX-001570,STORE-0063,SKU-02655,2023-11-04 04:17:05,8,238.85,CASH,
TX-001571,STORE-0012,SKU-00635,2025-07-24 00:09:20,1,456.02,CASH,
TX-001572,STORE-0081,SKU-01834,2023-08-05 06:29:11,4,371.16,ONLINE,HOLIDAY10
TX-001573,STORE-0049,SKU-00022,2023-05-24 09:35:35,8,337.89,CARD,SPRING20
TX-001574,STORE-0169,SKU-00074,2023-03-29 01:58:00,2,262.45,CASH,
TX-001575,STORE-0136,SKU-02161,2023-06-04 17:51:53,7,47.0,CASH,SPRING20
TX-001576,STORE-0111,SKU-01949,2025-11-06 22:39:47,8,58.37,CARD,
TX-001577,STORE-0062,SKU-02084,2024-08-08 18:45:52,9,153.01,CASH,
TX-001578,STORE-0123,SKU-00034,2023-05-16 16:06:49,7,109.7,CARD,
TX-001579,STORE-0119,SKU-00874,2024-04-24 13:19:04,9,476.5,ONLINE,
TX-001580,STORE-0043,SKU-00751,2025-02-17 18:40:29,2,207.86,CARD,
TX-001581,STORE-0096,SKU-01160,2023-05-14 11:15:02,1,438.92,CARD,
TX-001582,STORE-0056,SKU-00029,2023-07-13 10:32:59,1,409.95,ONLINE,
TX-001583,STORE-0191,SKU-02794,2025-01-03 20:04:42,4,407.22,CASH,
TX-001584,STORE-0153,SKU-02384,2024-09-12 12:54:08,1,111.78,CASH,
TX-001585,STORE-0165,SKU-01982,2025-05-27 11:30:26,7,226.42,CARD,
TX-001586,STORE-0042,SKU-00448,2024-02-06 08:53:05,8,162.39,CARD,SPRING20
TX-001587,STORE-0184,SKU-01717,2024-05-04 12:10:23,3,485.35,ONLINE,
TX-001588,STORE-0145,SKU-00761,2025-10-31 13:10:15,1,438.99,ONLINE,
TX-001589,STORE-0017,SKU-02171,2023-09-15 09:31:52,3,128.71,CASH,SPRING20
TX-001590,STORE-0172,SKU-00981,2025-02-07 18:57:42,2,160.19,CASH,
TX-001591,STORE-0078,SKU-01123,2024-09-13 13:44:32,6,266.81,ONLINE,
TX-001592,STORE-0112,SKU-02031,2025-10-26 03:36:06,7,142.91,CARD,
TX-001593,STORE-0157,SKU-01386,2023-11-10 17:18:46,9,413.14,ONLINE,
TX-001594,STORE-0109,SKU-01276,2023-01-22 06:26:33,5,410.52,CASH,
TX-001595,STORE-0135,SKU-02188,2025-08-07 01:32:22,4,363.55,CARD,
TX-001596,STORE-0089,SKU-00083,2024-10-17 00:09:05,1,346.21,ONLINE,
TX-001597,STORE-0020,SKU-00022,2024-07-30 23:36:23,6,275.91,CASH,SPRING20
TX-001598,STORE-0037,SKU-00607,2023-03-03 19:40:31,8,176.82,CARD,
TX-001599,STORE-0104,SKU-02497,2023-02-24 17:19:06,4,419.28,CARD,
TX-001600,STORE-0199,SKU-00378,2024-04-12 13:00:41,1,430.12,CARD,
TX-001601,STORE-0125,SKU-01106,2023-02-24 10:13:08,5,29.51,CARD,
TX-001602,STORE-0058,SKU-01771,2023-06-15 18:50:04,5,202.32,CARD,
TX-001603,STORE-0151,SKU-02036,2023-05-13 06:27:55,2,18.18,ONLINE,
TX-001604,STORE-0005,SKU-00676,2024-11-06 06:44:06,6,420.54,CARD,
TX-001605,STORE-0187,SKU-01672,2024-04-05 10:07:43,9,92.66,ONLINE,
TX-001606,STORE-0135,SKU-00062,2024-06-29 22:18:55,6,338.56,CARD,
TX-001607,STORE-0162,SKU-02209,2025-03-25 12:22:17,8,181.9,CASH,HOLIDAY10
TX-001608,STORE-0111,SKU-02278,2023-05-30 00:03:04,3,408.95,CARD,HOLIDAY10
TX-001609,STORE-0151,SKU-01725,2024-11-29 03:50:12,2,257.3,ONLINE,HOLIDAY10
TX-001610,STORE-0167,SKU-00228,2025-09-07 06:37:15,4,165.58,CASH,
TX-001611,STORE-0066,SKU-00317,2025-08-20 02:57:21,9,165.32,CASH,
TX-001612,STORE-0171,SKU-01597,2024-12-02 06:35:18,9,166.83,ONLINE,
TX-001613,STORE-0059,SKU-00104,2025-03-18 03:45:09,3,395.35,CASH,
TX-001614,STORE-0167,SKU-01962,2023-07-21 02:25:25,1,357.0,ONLINE,
TX-001615,STORE-0136,SKU-00548,2023-07-18 18:28:22,1,163.01,CARD,
TX-001616,STORE-0050,SKU-00739,2025-07-01 20:11:18,4,247.65,CARD,
TX-001617,STORE-0125,SKU-00854,2024-02-29 11:51:47,4,42.7,ONLINE,
TX-001618,STORE-0065,SKU-02103,2023-07-09 22:17:13,6,414.61,CARD,
TX-001619,STORE-0011,SKU-02441,2024-03-03 09:29:48,5,136.65,CASH,
TX-001620,STORE-0183,SKU-01829,2023-01-31 05:08:25,6,445.17,CARD,
TX-001621,STORE-0041,SKU-00151,2024-10-19 22:11:00,7,300.41,CARD,
TX-001622,STORE-0094,SKU-02232,2023-05-13 23:18:28,7,286.07,CASH,SPRING20
TX-001623,STORE-0177,SKU-02530,2023-08-26 16:33:48,9,85.55,CASH,
TX-001624,STORE-0084,SKU-02985,2023-11-12 14:10:09,6,39.42,CARD,SPRING20
TX-001625,STORE-0045,SKU-01385,2025-09-06 07:53:18,8,278.55,CARD,
TX-001626,STORE-0195,SKU-00587,2023-05-09 12:32:50,2,236.65,CARD,HOLIDAY10
TX-001627,STORE-0137,SKU-02969,2024-02-25 23:08:05,8,64.24,ONLINE,HOLIDAY10
TX-001628,STORE-0070,SKU-00167,2023-08-24 19:02:46,9,418.62,ONLINE,
TX-001629,STORE-0181,SKU-02565,2024-02-06 13:10:52,4,211.53,CARD,
TX-001630,STORE-0009,SKU-02775,2023-05-19 13:36:55,5,133.93,CARD,
TX-001631,STORE-0170,SKU-02500,2024-01-02 04:58:05,5,395.19,CASH,
TX-001632,STORE-0015,SKU-02893,2023-02-04 11:01:49,2,456.97,CARD,
TX-001633,STORE-0057,SKU-02097,2024-01-07 01:35:33,5,156.45,CARD,
TX-001634,STORE-0162,SKU-00436,2025-03-12 13:27:04,9,389.1,ONLINE,
TX-001635,STORE-0093,SKU-00473,2025-06-21 03:27:59,4,328.0,ONLINE,
TX-001636,STORE-0056,SKU-02598,2025-01-12 03:12:15,3,494.92,ONLINE,
TX-001637,STORE-0037,SKU-01263,2024-11-21 02:10:45,7,105.98,CASH,
TX-001638,STORE-0069,SKU-02538,2023-12-18 00:40:14,8,480.54,CARD,
TX-001639,STORE-0073,SKU-00208,2023-06-17 06:38:02,6,161.06,ONLINE,
TX-001640,STORE-0082,SKU-02640,2023-09-09 01:02:26,6,208.92,CASH,
TX-001641,STORE-0113,SKU-00187,2024-08-21 22:38:11,5,182.62,CARD,
TX-001642,STORE-0105,SKU-00377,2024-06-24 18:29:16,6,137.88,CARD,HOLIDAY10
TX-001643,STORE-0129,SKU-02962,2023-02-07 19:22:29,9,348.15,CASH,
TX-001644,STORE-0137,SKU-02252,2023-03-28 19:28:25,2,296.63,CARD,
TX-001645,STORE-0191,SKU-01840,2024-12-03 17:38:18,3,156.32,CASH,
TX-001646,STORE-0064,SKU-00364,2024-05-25 20:51:06,1,70.45,CASH,
TX-001647,STORE-0054,SKU-00245,2024-04-02 02:07:33,4,162.1,ONLINE,
TX-001648,STORE-0083,SKU-02475,2023-03-06 05:55:33,2,193.71,CASH,
TX-001649,STORE-0024,SKU-00470,2024-10-10 19:52:29,6,193.42,ONLINE,
TX-001650,STORE-0101,SKU-00745,2023-12-23 05:26:23,1,181.84,CARD,
TX-001651,STORE-0102,SKU-02593,2023-06-18 03:18:32,8,29.12,ONLINE,SPRING20
TX-001652,STORE-0010,SKU-01715,2023-07-20 01:04:21,6,234.7,CASH,
TX-001653,STORE-0128,SKU-02995,2023-08-26 05:33:39,9,418.92,ONLINE,
TX-001654,STORE-0123,SKU-02662,2024-05-23 16:14:08,6,94.28,CARD,
TX-001655,STORE-0049,SKU-01798,2024-06-19 19:10:46,7,77.1,ONLINE,
TX-001656,STORE-0134,SKU-01632,2025-09-01 21:01:20,5,238.57,CARD,
TX-001657,STORE-0110,SKU-00299,2024-06-01 17:39:03,8,188.45,CASH,
TX-001658,STORE-0101,SKU-02232,2023-05-31 00:26:30,8,282.83,ONLINE,
TX-001659,STORE-0117,SKU-00477,2023-07-10 18:07:28,9,473.8,CARD,
TX-001660,STORE-0050,SKU-02278,2025-06-11 12:04:07,6,381.64,CARD,
TX-001661,STORE-0119,SKU-00678,2024-12-22 23:32:42,1,345.09,ONLINE,
TX-001662,STORE-0132,SKU-02145,2023-09-23 06:49:03,9,210.89,ONLINE,SPRING20
