order_item_id,order_id,sku_id,quantity,unit_price,discount_amount,tax_amount
ITEM-960669,ORD-000360,SKU-02149,10,425.72,42.02,15.27
ITEM-412585,ORD-000361,SKU-01429,5,209.9,21.73,5.97
ITEM-346458,ORD-000361,SKU-01073,5,373.94,15.37,5.15
ITEM-076540,ORD-000361,SKU-01251,10,65.05,28.47,12.07
ITEM-256470,ORD-000361,SKU-02489,4,417.72,47.24,5.17
ITEM-606412,ORD-000361,SKU-01847,5,117.08,44.05,17.54
ITEM-018011,ORD-000362,SKU-02154,9,89.81,11.23,11.87
ITEM-524817,ORD-000362,SKU-01721,3,304.69,23.85,18.7
ITEM-603581,ORD-000362,SKU-02741,9,323.06,44.12,11.65
ITEM-104605,ORD-000363,SKU-01021,3,56.29,0.4,17.88
ITEM-598745,ORD-000363,SKU-01825,3,35.3,8.67,17.21
ITEM-798684,ORD-000363,SKU-00178,8,166.78,44.96,10.37
ITEM-301010,ORD-000364,SKU-02582,7,188.42,23.63,11.71
ITEM-900878,ORD-000364,SKU-00515,1,125.99,2.15,5.56
ITEM-889462,ORD-000365,SKU-01247,7,464.81,7.42,12.22
ITEM-594096,ORD-000365,SKU-00224,1,75.01,36.86,7.12
ITEM-142985,ORD-000365,SKU-00471,4,368.25,23.07,17.17
ITEM-906305,ORD-000365,SKU-01460,9,354.95,19.58,6.62
ITEM-658511,ORD-000366,SKU-02776,8,482.1,27.77,8.6
ITEM-845325,ORD-000366,SKU-00324,10,306.69,47.22,5.22
ITEM-378008,ORD-000366,SKU-02264,5,98.63,34.79,7.93
ITEM-088754,ORD-000367,SKU-00297,4,467.6,27.54,0.96
ITEM-214648,ORD-000367,SKU-01215,3,99.29,20.37,18.66
ITEM-035113,ORD-000368,SKU-01019,4,158.46,14.64,5.3
ITEM-218012,ORD-000368,SKU-02688,2,14.26,11.6,9.02
ITEM-435878,ORD-000369,SKU-02067,7,391.81,27.01,0.56
ITEM-578992,ORD-000369,SKU-02668,6,356.82,44.86,11.38
ITEM-294210,ORD-000369,SKU-01563,10,479.84,7.65,16.09
ITEM-094027,ORD-000369,SKU-02649,8,221.89,14.3,9.32
ITEM-197472,ORD-000369,SKU-00154,5,107.88,15.93,3.1
ITEM-832506,ORD-000370,SKU-01502,1,85.87,40.75,12.19
ITEM-293949,ORD-000370,SKU-01730,7,172.48,22.42,6.74
ITEM-914506,ORD-000370,SKU-00654,4,104.52,26.02,3.07
ITEM-831739,ORD-000370,SKU-00958,1,72.46,6.72,8.03
ITEM-113044,ORD-000370,SKU-00883,4,439.52,11.49,4.39
ITEM-428125,ORD-000371,SKU-01919,8,38.52,34.61,13.41
ITEM-448556,ORD-000371,SKU-01869,6,466.74,0.54,17.12
ITEM-148892,ORD-000371,SKU-01960,10,306.93,37.55,6.3
ITEM-181992,ORD-000372,SKU-01139,6,109.25,3.91,18.07
ITEM-770406,ORD-000373,SKU-02383,9,385.94,40.8,3.41
ITEM-030455,ORD-000373,SKU-00888,5,359.79,47.54,2.64
ITEM-566424,ORD-000374,SKU-01213,8,38.71,48.61,11.63
ITEM-777414,ORD-000374,SKU-00068,2,229.84,8.15,3.27
ITEM-306892,ORD-000375,SKU-00214,6,33.95,40.72,14.44
ITEM-960802,ORD-000375,SKU-01061,9,233.97,38.81,2.03
ITEM-673389,ORD-000376,SKU-02606,8,163.95,13.02,2.12
ITEM-824873,ORD-000376,SKU-02461,3,463.2,2.5,7.2
ITEM-567934,ORD-000376,SKU-00932,9,436.84,22.04,15.77
ITEM-491951,ORD-000376,SKU-02577,3,173.04,43.61,1.28
ITEM-332040,ORD-000377,SKU-02453,1,402.32,29.25,13.76
ITEM-403993,ORD-000377,SKU-01615,9,144.46,12.74,10.14
ITEM-993164,ORD-000378,SKU-01014,8,128.31,9.38,11.47
ITEM-986174,ORD-000378,SKU-00313,3,54.37,4.23,19.59
ITEM-556706,ORD-000379,SKU-01876,9,25.77,34.84,19.65
ITEM-436133,ORD-000380,SKU-02516,1,336.46,44.54,17.98
ITEM-476489,ORD-000380,SKU-00203,8,149.22,1.8,12.59
ITEM-236491,ORD-000380,SKU-02451,3,179.5,29.39,12.39
ITEM-264052,ORD-000380,SKU-02845,6,93.21,15.92,17.71
ITEM-801446,ORD-000380,SKU-00449,8,55.5,8.78,18.11
ITEM-784795,ORD-000381,SKU-01043,4,114.05,22.72,3.27
ITEM-378239,ORD-000381,SKU-01185,3,76.45,18.78,7.54
ITEM-336072,ORD-000381,SKU-02807,5,297.6,32.3,17.0
ITEM-201702,ORD-000381,SKU-00800,1,347.72,40.82,4.05
ITEM-308730,ORD-000382,SKU-01238,8,439.22,41.68,6.09
ITEM-881452,ORD-000382,SKU-02125,8,256.74,29.01,6.61
ITEM-284125,ORD-000382,SKU-01904,1,403.2,0.52,7.48
ITEM-803163,ORD-000383,SKU-02079,6,40.33,38.3,6.26
ITEM-826302,ORD-000383,SKU-02793,8,250.93,31.2,18.08
ITEM-416559,ORD-000383,SKU-01750,4,84.18,43.88,14.82
ITEM-434231,ORD-000383,SKU-00956,5,96.57,46.06,9.48
ITEM-167792,ORD-000384,SKU-01470,10,81.04,20.92,17.72
ITEM-366257,ORD-000384,SKU-02224,2,75.17,30.23,0.56
ITEM-600525,ORD-000385,SKU-02971,3,79.7,14.29,1.43
ITEM-968948,ORD-000385,SKU-01682,4,25.81,29.57,6.32
ITEM-697136,ORD-000385,SKU-02872,10,204.1,21.79,9.27
ITEM-677121,ORD-000386,SKU-01674,3,414.2,36.14,13.28
ITEM-188624,ORD-000386,SKU-00176,7,191.61,16.76,5.18
ITEM-028383,ORD-000387,SKU-02648,9,173.12,9.73,14.48
ITEM-233870,ORD-000387,SKU-02682,9,381.34,2.02,5.45
ITEM-560394,ORD-000387,SKU-00920,3,36.8,32.12,3.54
ITEM-159216,ORD-000387,SKU-00387,3,392.14,18.61,5.92
ITEM-694940,ORD-000387,SKU-00462,6,271.47,43.49,10.87
ITEM-523768,ORD-000388,SKU-01645,5,447.35,5.2,11.66
ITEM-556625,ORD-000388,SKU-01339,5,280.35,2.92,6.19
ITEM-320440,ORD-000388,SKU-00548,1,26.08,19.41,11.4
ITEM-526885,ORD-000388,SKU-02040,8,320.95,24.02,16.64
ITEM-546079,ORD-000388,SKU-01341,7,320.71,14.09,17.4
ITEM-812721,ORD-000389,SKU-00487,10,220.5,6.47,5.92
ITEM-189051,ORD-000389,SKU-00458,10,74.75,46.51,16.17
ITEM-187744,ORD-000389,SKU-00308,4,95.6,15.28,1.28
ITEM-171018,ORD-000390,SKU-02506,5,268.29,39.79,2.26
ITEM-768333,ORD-000390,SKU-01990,9,458.93,28.42,17.24
ITEM-907901,ORD-000390,SKU-00459,2,238.17,30.75,3.07
ITEM-616697,ORD-000391,SKU-02497,10,488.5,13.88,13.81
ITEM-101225,ORD-000391,SKU-02670,3,259.28,9.96,14.71
ITEM-020870,ORD-000391,SKU-00234,4,438.22,21.11,0.42
ITEM-721619,ORD-000391,SKU-00689,1,35.88,17.39,3.93
ITEM-565436,ORD-000392,SKU-01379,4,274.27,9.43,1.93
ITEM-337396,ORD-000392,SKU-02588,1,166.69,8.97,4.89
ITEM-942822,ORD-000393,SKU-00963,9,356.34,46.77,11.06
ITEM-169701,ORD-000393,SKU-01712,10,89.6,38.92,15.35
ITEM-065482,ORD-000393,SKU-00245,8,202.06,34.88,3.28
ITEM-479607,ORD-000393,SKU-01787,4,429.61,8.87,11.12
ITEM-932746,ORD-000393,SKU-00848,9,306.66,19.27,15.79
ITEM-224910,ORD-000394,SKU-01982,7,450.56,4.17,6.72
ITEM-119585,ORD-000394,SKU-02586,9,456.96,37.5,15.36
ITEM-416966,ORD-000395,SKU-01864,2,127.68,27.61,19.3
ITEM-113939,ORD-000395,SKU-00004,2,98.99,33.19,15.82
ITEM-943791,ORD-000396,SKU-00925,10,80.42,33.65,16.98
ITEM-766604,ORD-000396,SKU-00917,6,449.37,23.05,12.0
ITEM-554021,ORD-000397,SKU-01954,6,355.58,38.21,18.82
ITEM-425786,ORD-000398,SKU-01976,8,195.89,32.53,8.45
ITEM-865623,ORD-000399,SKU-02384,3,8.11,44.94,10.76
ITEM-105331,ORD-000399,SKU-02680,5,127.44,3.75,2.55
ITEM-636170,ORD-000399,SKU-01822,7,62.81,45.91,13.9
ITEM-622247,ORD-000400,SKU-01717,10,427.35,32.16,10.82
ITEM-313429,ORD-000400,SKU-01434,8,93.21,33.78,19.81
ITEM-861834,ORD-000400,SKU-02998,3,352.24,18.84,13.92
ITEM-559800,ORD-000401,SKU-01575,3,307.76,17.7,16.59
ITEM-145088,ORD-000401,SKU-01326,8,106.05,30.84,11.86
ITEM-934396,ORD-000401,SKU-00666,6,166.44,30.12,13.42
ITEM-658794,ORD-000401,SKU-02607,1,383.18,36.91,17.73
ITEM-903509,ORD-000402,SKU-02490,1,225.3,31.37,2.85
ITEM-647331,ORD-000402,SKU-01688,7,297.18,49.85,1.26
ITEM-459143,ORD-000402,SKU-02352,10,201.2,1.08,0.08
ITEM-819826,ORD-000402,SKU-02439,8,156.96,33.99,5.1
ITEM-369040,ORD-000402,SKU-02809,10,426.05,14.21,5.52
ITEM-202943,ORD-000403,SKU-02492,9,424.26,5.63,9.24
ITEM-303013,ORD-000403,SKU-01878,9,472.14,17.17,7.97
ITEM-609774,ORD-000403,SKU-02198,9,57.87,19.04,15.53
ITEM-559630,ORD-000403,SKU-00115,5,148.56,0.49,12.1
ITEM-695082,ORD-000403,SKU-02622,9,404.07,43.79,6.53
ITEM-124013,ORD-000404,SKU-00129,3,202.24,48.06,0.78
ITEM-419656,ORD-000404,SKU-01188,9,302.91,3.06,16.8
ITEM-283703,ORD-000405,SKU-02190,5,182.49,5.22,4.43
ITEM-583304,ORD-000405,SKU-02211,10,279.99,43.75,16.09
ITEM-505904,ORD-000406,SKU-01250,9,277.78,30.94,14.74
ITEM-274635,ORD-000406,SKU-00435,9,177.08,49.21,4.73
ITEM-156634,ORD-000406,SKU-01832,6,458.02,2.36,4.26
ITEM-755189,ORD-000407,SKU-01599,7,55.4,44.43,15.57
ITEM-373179,ORD-000407,SKU-02643,4,13.56,48.41,7.15
ITEM-307007,ORD-000407,SKU-00398,9,134.22,28.27,16.51
ITEM-697268,ORD-000408,SKU-01206,7,227.17,2.59,15.22
ITEM-958379,ORD-000408,SKU-02954,1,328.55,26.54,3.24
ITEM-920846,ORD-000408,SKU-02633,1,20.46,31.55,4.08
ITEM-390450,ORD-000408,SKU-02818,2,28.56,13.57,5.91
ITEM-995827,ORD-000408,SKU-01033,3,302.72,46.91,7.87
ITEM-697582,ORD-000409,SKU-01405,7,281.52,46.46,16.37
ITEM-392404,ORD-000409,SKU-00676,5,470.3,18.89,15.75
ITEM-132169,ORD-000409,SKU-00479,6,455.53,30.56,8.72
ITEM-143579,ORD-000410,SKU-01292,7,385.22,9.21,17.1
ITEM-130951,ORD-000410,SKU-02495,1,169.23,10.77,12.7
ITEM-691963,ORD-000410,SKU-01208,8,397.6,12.93,6.15
ITEM-944523,ORD-000410,SKU-01593,5,272.89,34.24,6.51
ITEM-233662,ORD-000411,SKU-02461,7,166.5,4.82,16.48
ITEM-243019,ORD-000411,SKU-02189,4,159.71,24.45,1.64
ITEM-143844,ORD-000411,SKU-01178,6,365.68,10.91,3.32
ITEM-869165,ORD-000411,SKU-02441,1,6.65,12.46,2.55
ITEM-193814,ORD-000411,SKU-00375,2,465.0,38.96,4.74
ITEM-664071,ORD-000412,SKU-01898,8,82.74,38.62,10.72
ITEM-572080,ORD-000412,SKU-02997,4,310.66,27.78,14.25
ITEM-581062,ORD-000413,SKU-01331,3,94.57,33.43,3.41
ITEM-882585,ORD-000413,SKU-01419,3,357.84,15.63,8.12
ITEM-526760,ORD-000413,SKU-01343,8,187.28,4.2,1.33
ITEM-960745,ORD-000414,SKU-00214,9,426.58,2.36,6.17
ITEM-097252,ORD-000414,SKU-01059,8,229.78,13.46,4.61
ITEM-383907,ORD-000414,SKU-02616,4,181.53,7.06,8.77
ITEM-767349,ORD-000415,SKU-03000,5,60.51,39.47,9.22
ITEM-373720,ORD-000415,SKU-02379,5,352.65,49.0,9.19
ITEM-272586,ORD-000415,SKU-01186,10,105.57,16.67,9.77
ITEM-560271,ORD-000415,SKU-00125,4,101.64,26.49,8.43
ITEM-916295,ORD-000415,SKU-00282,4,123.62,32.22,18.37
ITEM-447872,ORD-000416,SKU-00154,9,239.84,26.75,3.5
ITEM-957989,ORD-000416,SKU-02281,2,179.55,8.7,10.87
ITEM-010112,ORD-000417,SKU-01169,9,220.22,15.8,1.25
ITEM-190358,ORD-000417,SKU-00501,8,347.3,20.43,16.63
ITEM-971592,ORD-000418,SKU-01342,4,243.9,40.29,10.24
ITEM-106459,ORD-000418,SKU-02097,10,432.42,17.81,13.71
ITEM-306748,ORD-000419,SKU-01144,7,250.8,36.76,8.85
ITEM-397306,ORD-000419,SKU-00666,10,405.49,29.44,1.31
ITEM-235389,ORD-000420,SKU-00860,7,72.59,30.23,5.14
ITEM-394339,ORD-000420,SKU-02577,7,134.69,45.3,1.05
ITEM-616083,ORD-000420,SKU-02356,10,396.2,34.47,2.24
ITEM-624509,ORD-000421,SKU-02270,6,242.45,28.87,10.63
ITEM-245318,ORD-000421,SKU-02801,6,86.04,35.21,10.81
ITEM-429496,ORD-000421,SKU-02718,9,148.8,14.37,13.01
ITEM-408801,ORD-000421,SKU-01135,9,389.36,14.88,15.02
ITEM-944709,ORD-000421,SKU-02745,10,363.48,29.14,8.76
ITEM-955084,ORD-000422,SKU-01520,8,167.65,35.5,6.97
ITEM-545154,ORD-000422,SKU-00518,9,372.24,42.13,1.03
ITEM-150428,ORD-000422,SKU-00293,8,373.87,23.14,10.78
ITEM-692410,ORD-000422,SKU-02714,2,410.9,14.96,10.81
ITEM-670353,ORD-000422,SKU-02493,8,449.86,23.11,18.52
ITEM-554824,ORD-000423,SKU-01226,5,463.09,40.54,15.8
ITEM-833414,ORD-000423,SKU-00845,7,250.69,43.69,10.46
ITEM-410223,ORD-000423,SKU-02144,2,46.09,36.31,12.76
ITEM-220118,ORD-000423,SKU-02164,9,174.15,21.72,10.73
ITEM-813025,ORD-000423,SKU-00336,10,126.65,49.3,9.83
ITEM-083663,ORD-000424,SKU-01127,6,290.34,44.38,0.45
ITEM-833542,ORD-000424,SKU-02529,10,316.99,8.35,2.11
ITEM-490745,ORD-000424,SKU-02364,1,188.35,7.39,17.23
ITEM-969526,ORD-000424,SKU-01733,10,107.82,41.16,7.47
ITEM-658511,ORD-000424,SKU-02692,6,373.53,26.92,0.41
ITEM-785386,ORD-000425,SKU-00049,6,101.6,33.67,0.4
ITEM-780574,ORD-000425,SKU-00498,2,289.96,39.36,1.6
ITEM-260697,ORD-000425,SKU-02182,3,427.15,49.24,6.15
ITEM-677714,ORD-000425,SKU-01291,6,65.02,36.18,0.85
ITEM-723606,ORD-000426,SKU-02176,6,414.04,39.88,17.11
ITEM-044792,ORD-000427,SKU-01161,6,35.19,6.78,4.24
ITEM-216620,ORD-000428,SKU-01641,2,453.36,46.63,15.9
ITEM-556721,ORD-000428,SKU-02033,4,192.66,20.1,18.3
ITEM-082697,ORD-000428,SKU-00889,6,257.28,29.98,11.37
ITEM-219138,ORD-000428,SKU-01447,4,400.25,3.02,0.14
ITEM-571005,ORD-000429,SKU-01318,7,49.72,31.64,5.84
ITEM-697995,ORD-000429,SKU-01009,2,327.08,43.04,16.41
ITEM-251039,ORD-000429,SKU-02396,8,286.21,17.85,15.8
ITEM-106181,ORD-000430,SKU-01556,5,126.82,47.83,12.27
ITEM-879042,ORD-000431,SKU-02082,4,238.41,9.09,0.56
ITEM-166103,ORD-000431,SKU-02232,10,213.8,38.29,7.56
ITEM-359783,ORD-000432,SKU-01022,5,92.66,4.11,16.14
ITEM-072025,ORD-000433,SKU-02887,7,42.89,44.67,12.47
ITEM-730405,ORD-000433,SKU-01892,6,319.13,10.24,10.71
ITEM-857878,ORD-000433,SKU-02601,5,207.75,13.28,19.51
ITEM-039294,ORD-000434,SKU-00774,9,275.7,6.77,19.6
ITEM-276886,ORD-000435,SKU-00585,8,212.75,21.11,18.67
ITEM-914739,ORD-000436,SKU-00420,5,318.71,33.82,9.07
ITEM-554559,ORD-000436,SKU-02372,4,298.03,39.71,18.53
ITEM-603293,ORD-000436,SKU-01687,10,399.66,20.92,8.04
ITEM-728942,ORD-000436,SKU-02701,10,315.21,34.6,0.07
ITEM-182139,ORD-000436,SKU-00710,9,270.61,42.91,18.77
ITEM-476415,ORD-000437,SKU-01105,6,378.43,17.53,17.11
ITEM-248649,ORD-000437,SKU-01347,9,375.57,22.68,16.92
ITEM-129275,ORD-000437,SKU-01858,5,444.69,1.06,19.36
ITEM-845199,ORD-000437,SKU-02265,9,492.63,39.44,15.15
ITEM-879906,ORD-000437,SKU-01110,1,105.53,47.36,11.81
ITEM-944920,ORD-000438,SKU-00267,9,249.24,27.42,8.86
ITEM-783720,ORD-000438,SKU-01472,9,115.11,11.7,8.09
ITEM-797947,ORD-000438,SKU-01946,8,11.89,12.55,4.65
ITEM-008839,ORD-000438,SKU-02479,1,313.23,5.64,19.03
ITEM-202377,ORD-000438,SKU-02100,7,484.82,9.31,2.55
ITEM-365619,ORD-000439,SKU-01084,3,485.09,46.19,1.36
ITEM-888545,ORD-000439,SKU-00698,4,447.75,30.56,14.48
ITEM-472080,ORD-000440,SKU-01892,3,8.62,37.9,1.33
ITEM-059347,ORD-000440,SKU-02898,8,346.29,41.94,5.44
ITEM-592473,ORD-000440,SKU-00882,3,139.01,49.89,4.8
ITEM-674493,ORD-000441,SKU-00309,1,312.59,35.73,6.19
ITEM-665104,ORD-000441,SKU-00592,3,376.57,27.2,9.31
ITEM-615915,ORD-000441,SKU-02991,9,239.96,37.22,19.66
ITEM-907596,ORD-000441,SKU-02353,7,106.32,8.87,1.56
ITEM-520104,ORD-000441,SKU-01223,3,96.83,0.7,16.65
ITEM-180766,ORD-000442,SKU-01718,2,58.4,41.42,1.03
ITEM-201766,ORD-000442,SKU-01252,7,265.29,4.96,7.63
ITEM-497960,ORD-000443,SKU-00050,3,275.35,22.43,13.06
ITEM-979633,ORD-000444,SKU-00621,1,20.74,16.76,15.85
ITEM-936654,ORD-000445,SKU-01697,3,39.69,18.02,8.19
ITEM-570113,ORD-000445,SKU-02390,1,9.94,23.24,12.1
ITEM-031484,ORD-000445,SKU-00246,2,249.99,6.83,19.11
ITEM-590439,ORD-000445,SKU-00051,1,400.27,10.81,9.23
ITEM-789196,ORD-000446,SKU-00142,8,89.97,4.68,4.08
ITEM-852490,ORD-000446,SKU-01560,10,25.42,25.47,17.69
ITEM-519690,ORD-000447,SKU-00584,3,64.38,40.21,5.08
ITEM-912407,ORD-000447,SKU-02908,5,373.02,39.62,19.98
ITEM-116350,ORD-000447,SKU-02333,3,275.84,49.64,1.37
ITEM-874759,ORD-000447,SKU-00026,8,132.13,12.24,1.08
ITEM-865131,ORD-000448,SKU-00924,5,150.1,39.33,18.05
ITEM-192589,ORD-000448,SKU-01477,3,50.96,19.87,2.88
ITEM-225102,ORD-000449,SKU-02408,5,378.89,7.1,14.65
ITEM-982012,ORD-000449,SKU-02722,1,293.75,15.25,16.47
ITEM-926210,ORD-000450,SKU-00739,7,310.43,10.41,3.65
ITEM-672717,ORD-000450,SKU-02563,6,161.32,11.23,2.61
ITEM-428842,ORD-000450,SKU-00324,8,303.33,15.01,11.14
ITEM-710020,ORD-000450,SKU-00549,5,474.27,41.36,7.18
ITEM-367794,ORD-000451,SKU-00459,7,23.34,5.29,11.5
ITEM-115805,ORD-000451,SKU-01310,9,292.81,42.08,3.41
ITEM-450749,ORD-000451,SKU-02214,7,496.72,35.16,14.65
ITEM-841308,ORD-000451,SKU-02195,7,131.37,27.8,15.82
ITEM-952423,ORD-000451,SKU-02105,7,67.82,23.18,19.98
ITEM-524498,ORD-000452,SKU-02153,5,159.42,12.94,10.22
ITEM-459614,ORD-000453,SKU-02693,9,488.33,48.84,2.19
ITEM-034110,ORD-000453,SKU-02010,5,311.76,28.36,1.72
ITEM-045731,ORD-000454,SKU-00207,7,287.78,36.3,10.58
ITEM-863901,ORD-000454,SKU-00826,7,305.93,36.52,2.56
ITEM-206969,ORD-000454,SKU-01336,4,142.91,13.45,8.74
ITEM-990432,ORD-000455,SKU-00161,9,83.07,11.2,19.31
ITEM-430146,ORD-000455,SKU-01305,5,218.69,7.4,17.11
ITEM-176342,ORD-000455,SKU-00271,3,103.65,36.34,13.73
ITEM-778614,ORD-000455,SKU-00608,1,182.84,16.44,17.57
ITEM-002075,ORD-000456,SKU-00250,1,14.0,25.95,4.97
ITEM-305860,ORD-000456,SKU-02926,7,229.45,29.69,12.24
ITEM-541231,ORD-000457,SKU-02135,10,385.22,28.41,1.8
ITEM-124897,ORD-000458,SKU-01664,1,16.46,47.75,17.01
ITEM-403160,ORD-000458,SKU-02326,3,411.1,6.94,9.89
ITEM-979180,ORD-000458,SKU-01871,10,338.26,47.25,11.54
ITEM-775960,ORD-000459,SKU-02935,10,27.14,0.45,15.9
ITEM-353201,ORD-000459,SKU-01230,9,494.55,47.55,18.86
ITEM-908697,ORD-000459,SKU-02244,7,242.61,12.9,4.9
ITEM-053124,ORD-000459,SKU-00095,10,408.89,48.62,10.3
ITEM-261139,ORD-000460,SKU-01780,2,445.71,36.15,4.89
ITEM-467319,ORD-000460,SKU-00338,2,264.08,4.26,1.85
ITEM-582271,ORD-000461,SKU-02646,6,348.68,16.49,2.83
ITEM-601182,ORD-000461,SKU-01266,3,486.53,9.46,5.2
ITEM-889051,ORD-000461,SKU-02723,1,38.86,10.17,15.25
ITEM-291226,ORD-000461,SKU-01692,7,19.84,16.08,18.87
ITEM-636706,ORD-000461,SKU-02447,5,145.27,44.53,5.47
ITEM-452925,ORD-000462,SKU-01809,3,359.48,4.77,11.01
ITEM-279967,ORD-000462,SKU-02638,1,406.01,35.32,10.78
ITEM-096052,ORD-000462,SKU-02821,9,80.34,6.89,4.45
ITEM-468440,ORD-000462,SKU-02444,5,484.23,7.46,17.81
ITEM-035317,ORD-000463,SKU-02175,6,252.89,3.5,5.24
ITEM-340538,ORD-000463,SKU-00557,8,117.56,45.64,12.74
ITEM-431580,ORD-000464,SKU-01277,3,475.76,11.11,19.91
ITEM-018242,ORD-000464,SKU-00035,5,48.16,30.99,19.85
ITEM-996586,ORD-000465,SKU-00572,9,352.1,5.36,2.32
ITEM-439011,ORD-000465,SKU-00285,3,394.22,48.73,6.92
ITEM-018769,ORD-000465,SKU-01175,7,61.64,1.59,9.29
ITEM-181292,ORD-000465,SKU-00898,1,135.93,20.42,1.08
ITEM-133995,ORD-000465,SKU-02301,4,263.57,22.91,0.59
ITEM-210244,ORD-000466,SKU-00521,10,368.83,46.26,8.54
ITEM-367891,ORD-000466,SKU-00367,3,19.54,45.22,18.93
ITEM-012089,ORD-000467,SKU-02039,7,220.44,16.26,19.11
ITEM-809400,ORD-000467,SKU-02993,5,159.47,36.27,19.41
ITEM-320300,ORD-000467,SKU-02684,3,447.45,48.92,8.38
ITEM-893524,ORD-000468,SKU-02597,5,194.5,48.32,2.14
ITEM-092393,ORD-000468,SKU-01364,4,8.39,24.96,14.87
ITEM-767442,ORD-000469,SKU-01267,8,423.45,12.97,6.99
ITEM-442348,ORD-000469,SKU-00341,8,499.59,26.74,3.26
ITEM-793628,ORD-000470,SKU-00416,3,413.89,33.41,3.67
ITEM-475072,ORD-000470,SKU-00016,9,199.03,20.92,16.18
ITEM-980364,ORD-000470,SKU-01439,7,476.59,42.8,5.52
ITEM-971609,ORD-000471,SKU-02546,8,442.52,20.44,10.92
ITEM-897853,ORD-000472,SKU-01105,10,150.26,23.35,1.61
ITEM-167399,ORD-000472,SKU-02369,1,321.36,18.08,0.73
ITEM-977954,ORD-000472,SKU-00446,9,155.14,28.28,19.87
ITEM-152646,ORD-000472,SKU-00515,4,160.04,13.59,4.19
ITEM-056254,ORD-000472,SKU-01259,7,439.96,37.7,10.95
ITEM-158142,ORD-000473,SKU-00356,6,396.36,21.64,5.06
ITEM-171576,ORD-000474,SKU-01462,5,289.54,8.6,19.4
ITEM-691982,ORD-000474,SKU-02831,5,401.51,32.14,1.76
ITEM-129735,ORD-000474,SKU-00415,10,249.06,9.78,11.01
ITEM-153881,ORD-000475,SKU-01899,4,6.25,33.43,4.67
ITEM-236294,ORD-000475,SKU-01382,10,395.53,25.02,17.28
ITEM-845458,ORD-000475,SKU-00733,2,266.48,13.86,16.03
ITEM-562918,ORD-000475,SKU-00096,7,205.55,43.31,0.37
ITEM-887874,ORD-000475,SKU-00403,2,496.52,9.09,3.22
ITEM-326110,ORD-000476,SKU-00804,5,45.72,36.31,4.94
ITEM-030732,ORD-000476,SKU-00486,7,30.22,30.57,19.02
ITEM-444475,ORD-000476,SKU-00018,4,250.85,5.02,14.6
ITEM-403755,ORD-000477,SKU-00217,1,105.3,3.12,13.98
ITEM-110137,ORD-000477,SKU-02436,8,277.63,29.61,12.09
ITEM-051904,ORD-000477,SKU-00329,2,404.76,1.62,0.26
ITEM-312281,ORD-000477,SKU-01945,2,124.15,37.51,9.93
ITEM-103706,ORD-000477,SKU-02416,8,382.15,27.74,0.91
ITEM-927598,ORD-000478,SKU-02582,7,442.63,7.78,19.75
ITEM-716957,ORD-000479,SKU-02930,10,489.0,49.53,14.44
ITEM-270922,ORD-000479,SKU-00404,10,325.77,42.27,12.72
ITEM-861380,ORD-000479,SKU-02146,6,434.33,46.06,12.57
ITEM-216042,ORD-000480,SKU-01793,6,115.61,26.51,14.12
ITEM-495503,ORD-000481,SKU-00682,9,266.6,43.36,8.87
ITEM-494586,ORD-000482,SKU-00564,8,301.38,2.81,4.53
ITEM-991422,ORD-000483,SKU-01702,2,216.24,27.63,10.24
ITEM-492812,ORD-000484,SKU-00634,3,447.41,33.84,17.58
ITEM-616646,ORD-000484,SKU-02596,7,129.4,24.52,2.41
ITEM-207582,ORD-000484,SKU-01988,6,419.56,2.02,17.57
ITEM-586845,ORD-000484,SKU-00435,1,95.12,14.34,0.3
ITEM-757906,ORD-000484,SKU-02935,9,186.34,17.59,17.34
ITEM-033007,ORD-000485,SKU-00061,3,327.41,33.46,5.86
ITEM-837186,ORD-000485,SKU-00553,4,438.79,48.2,3.25
ITEM-864279,ORD-000485,SKU-00498,7,294.61,39.47,7.69
ITEM-701382,ORD-000485,SKU-01567,9,179.44,22.79,7.97
ITEM-495096,ORD-000485,SKU-00082,7,401.42,34.11,7.13
ITEM-649849,ORD-000486,SKU-02827,2,126.72,42.49,18.29
ITEM-382392,ORD-000486,SKU-02855,3,49.27,2.75,2.31
ITEM-426322,ORD-000486,SKU-01222,3,197.26,0.22,18.55
ITEM-228156,ORD-000486,SKU-00810,6,27.98,47.05,16.27
ITEM-804094,ORD-000487,SKU-01057,3,144.62,10.59,14.96
ITEM-117972,ORD-000487,SKU-02540,9,433.52,28.89,5.77
ITEM-896826,ORD-000487,SKU-01200,9,37.65,1.18,6.03
ITEM-112342,ORD-000487,SKU-01742,10,405.64,3.73,0.31
ITEM-899838,ORD-000487,SKU-00937,1,77.94,18.42,1.43
ITEM-754656,ORD-000488,SKU-01494,9,494.64,34.91,8.09
ITEM-832767,ORD-000488,SKU-01004,4,335.53,46.79,17.25
ITEM-243975,ORD-000488,SKU-01270,9,49.9,0.16,0.34
ITEM-124248,ORD-000488,SKU-01132,8,213.2,38.44,3.11
ITEM-860108,ORD-000489,SKU-02398,7,428.48,6.11,9.45
ITEM-578615,ORD-000489,SKU-01381,6,373.51,45.72,2.22
ITEM-572532,ORD-000489,SKU-00313,8,454.27,16.48,1.97
ITEM-245588,ORD-000489,SKU-02426,6,383.71,24.89,1.97
