supplier_id,supplier_name,country,contact_email,rating,lead_time_days
SUP-1229,Supplier 1229,DE,supplier1229@example.com,1.89,7
SUP-1230,Supplier 1230,MX,supplier1230@example.com,3.98,44
SUP-1231,Supplier 1231,IN,supplier1231@example.com,1.76,40
SUP-1232,Supplier 1232,US,supplier1232@example.com,4.5,44
SUP-1233,Supplier 1233,CN,supplier1233@example.com,4.36,15
SUP-1234,Supplier 1234,MX,supplier1234@example.com,4.15,14
SUP-1235,Supplier 1235,DE,supplier1235@example.com,2.97,30
SUP-1236,Supplier 1236,US,supplier1236@example.com,1.14,52
SUP-1237,Supplier 1237,DE,supplier1237@example.com,1.53,1
SUP-1238,Supplier 1238,IN,supplier1238@example.com,2.83,53
SUP-1239,Supplier 1239,IN,supplier1239@example.com,1.17,3
SUP-1240,Supplier 1240,CN,supplier1240@example.com,1.25,33
SUP-1241,Supplier 1241,IN,supplier1241@example.com,1.5,11
SUP-1242,Supplier 1242,MX,supplier1242@example.com,2.04,23
SUP-1243,Supplier 1243,DE,supplier1243@example.com,4.0,41
SUP-1244,Supplier 1244,DE,supplier1244@example.com,1.19,25
SUP-1245,Supplier 1245,MX,supplier1245@example.com,4.93,4
SUP-1246,Supplier 1246,IN,supplier1246@example.com,2.1,40
SUP-1247,Supplier 1247,IN,supplier1247@example.com,2.28,49
SUP-1248,Supplier 1248,MX,supplier1248@example.com,1.99,32
SUP-1249,Supplier 1249,CN,supplier1249@example.com,3.41,46
SUP-1250,Supplier 1250,US,supplier1250@example.com,1.08,20
SUP-1251,Supplier 1251,US,supplier1251@example.com,1.37,16
SUP-1252,Supplier 1252,IN,supplier1252@example.com,1.4,20
SUP-1253,Supplier 1253,US,supplier1253@example.com,3.66,34
SUP-1254,Supplier 1254,US,supplier1254@example.com,2.32,24
SUP-1255,Supplier 1255,US,supplier1255@example.com,2.75,8
SUP-1256,Supplier 1256,IN,supplier1256@example.com,4.8,55
SUP-1257,Supplier 1257,DE,supplier1257@example.com,1.8,47
SUP-1258,Supplier 1258,IN,supplier1258@example.com,1.28,4
SUP-1259,Supplier 1259,IN,supplier1259@example.com,2.77,30
SUP-1260,Supplier 1260,CN,supplier1260@example.com,1.66,53
SUP-1261,Supplier 1261,CN,supplier1261@example.com,1.58,47
SUP-1262,Supplier 1262,IN,supplier1262@example.com,2.64,53
SUP-1263,Supplier 1263,MX,supplier1263@example.com,3.68,1
SUP-1264,Supplier 1264,MX,supplier1264@example.com,1.97,27
SUP-1265,Supplier 1265,CN,supplier1265@example.com,4.5,31
SUP-1266,Supplier 1266,CN,supplier1266@example.com,2.45,13
SUP-1267,Supplier 1267,DE,supplier1267@example.com,4.74,22
SUP-1268,Supplier 1268,CN,supplier1268@example.com,2.97,7
SUP-1269,Supplier 1269,US,supplier1269@example.com,3.91,16
SUP-1270,Supplier 1270,IN,supplier1270@example.com,4.4,27
SUP-1271,Supplier 1271,IN,supplier1271@example.com,3.12,36
SUP-1272,Supplier 1272,IN,supplier1272@example.com,4.4,3
SUP-1273,Supplier 1273,DE,supplier1273@example.com,2.51,44
SUP-1274,Supplier 1274,DE,supplier1274@example.com,2.45,56
SUP-1275,Supplier 1275,US,supplier1275@example.com,4.18,18
SUP-1276,Supplier 1276,IN,supplier1276@example.com,1.97,14
SUP-1277,Supplier 1277,US,supplier1277@example.com,3.87,1
SUP-1278,Supplier 1278,CN,supplier1278@example.com,1.31,39
SUP-1279,Supplier 1279,IN,supplier1279@example.com,3.54,19
SUP-1280,Supplier 1280,US,supplier1280@example.com,4.77,3
SUP-1281,Supplier 1281,DE,supplier1281@example.com,2.83,22
SUP-1282,Supplier 1282,DE,supplier1282@example.com,2.66,47
SUP-1283,Supplier 1283,DE,supplier1283@example.com,3.16,51
SUP-1284,Supplier 1284,US,supplier1284@example.com,3.88,41
SUP-1285,Supplier 1285,US,supplier1285@example.com,2.44,50
SUP-1286,Supplier 1286,US,supplier1286@example.com,1.0,1
SUP-1287,Supplier 1287,MX,supplier1287@example.com,3.01,7
SUP-1288,Supplier 1288,IN,supplier1288@example.com,2.68,29
SUP-1289,Supplier 1289,MX,supplier1289@example.com,3.13,47
SUP-1290,Supplier 1290,MX,supplier1290@example.com,3.86,7
SUP-1291,Supplier 1291,CN,supplier1291@example.com,2.13,9
SUP-1292,Supplier 1292,CN,supplier1292@example.com,3.02,53
SUP-1293,Supplier 1293,DE,supplier1293@example.com,2.01,48
SUP-1294,Supplier 1294,MX,supplier1294@example.com,2.84,51
SUP-1295,Supplier 1295,CN,supplier1295@example.com,2.38,32
SUP-1296,Supplier 1296,MX,supplier1296@example.com,2.48,58
SUP-1297,Supplier 1297,IN,supplier1297@example.com,3.32,44
SUP-1298,Supplier 1298,MX,supplier1298@example.com,3.76,50
SUP-1299,Supplier 1299,DE,supplier1299@example.com,1.05,32
SUP-1300,Supplier 1300,US,supplier1300@example.com,4.51,56
SUP-1301,Supplier 1301,DE,supplier1301@example.com,2.46,16
SUP-1302,Supplier 1302,MX,supplier1302@example.com,3.57,5
SUP-1303,Supplier 1303,MX,supplier1303@example.com,1.49,34
SUP-1304,Supplier 1304,US,supplier1304@example.com,3.29,48
SUP-1305,Supplier 1305,DE,supplier1305@example.com,3.71,32
SUP-1306,Supplier 1306,DE,supplier1306@example.com,1.63,38
SUP-1307,Supplier 1307,MX,supplier1307@example.com,4.65,40
SUP-1308,Supplier 1308,IN,supplier1308@example.com,4.03,19
SUP-1309,Supplier 1309,CN,supplier1309@example.com,3.14,33
SUP-1310,Supplier 1310,MX,supplier1310@example.com,1.66,29
SUP-1311,Supplier 1311,MX,supplier1311@example.com,4.46,21
SUP-1312,Supplier 1312,CN,supplier1312@example.com,1.27,56
SUP-1313,Supplier 1313,US,supplier1313@example.com,1.46,37
SUP-1314,Supplier 1314,MX,supplier1314@example.com,3.79,51
SUP-1315,Supplier 1315,IN,supplier1315@example.com,2.02,7
SUP-1316,Supplier 1316,US,supplier1316@example.com,2.84,42
SUP-1317,Supplier 1317,US,supplier1317@example.com,3.16,16
SUP-1318,Supplier 1318,US,supplier1318@example.com,2.83,13
SUP-1319,Supplier 1319,MX,supplier1319@example.com,1.34,39
SUP-1320,Supplier 1320,US,supplier1320@example.com,3.95,37
SUP-1321,Supplier 1321,DE,supplier1321@example.com,1.96,18
SUP-1322,Supplier 1322,MX,supplier1322@example.com,3.95,10
SUP-1323,Supplier 1323,MX,supplier1323@example.com,4.46,56
SUP-1324,Supplier 1324,CN,supplier1324@example.com,3.15,23
SUP-1325,Supplier 1325,US,supplier1325@example.com,3.83,23
SUP-1326,Supplier 1326,MX,supplier1326@example.com,1.15,56
SUP-1327,Supplier 1327,IN,supplier1327@example.com,1.15,40
SUP-1328,Supplier 1328,IN,supplier1328@example.com,1.79,36
SUP-1329,Supplier 1329,MX,supplier1329@example.com,2.43,33
SUP-1330,Supplier 1330,MX,supplier1330@example.com,1.73,45
SUP-1331,Supplier 1331,IN,supplier1331@example.com,3.54,42
SUP-1332,Supplier 1332,IN,supplier1332@example.com,2.11,12
SUP-1333,Supplier 1333,DE,supplier1333@example.com,4.38,20
SUP-1334,Supplier 1334,IN,supplier1334@example.com,3.24,59
SUP-1335,Supplier 1335,DE,supplier1335@example.com,2.51,34
SUP-1336,Supplier 1336,MX,supplier1336@example.com,4.57,6
SUP-1337,Supplier 1337,US,supplier1337@example.com,4.31,56
SUP-1338,Supplier 1338,US,supplier1338@example.com,4.28,10
SUP-1339,Supplier 1339,CN,supplier1339@example.com,3.91,10
SUP-1340,Supplier 1340,DE,supplier1340@example.com,3.46,3
SUP-1341,Supplier 1341,IN,supplier1341@example.com,2.47,38
SUP-1342,Supplier 1342,DE,supplier1342@example.com,2.69,28
SUP-1343,Supplier 1343,CN,supplier1343@example.com,3.59,15
SUP-1344,Supplier 1344,CN,supplier1344@example.com,1.69,44
SUP-1345,Supplier 1345,DE,supplier1345@example.com,4.31,9
SUP-1346,Supplier 1346,IN,supplier1346@example.com,4.75,4
SUP-1347,Supplier 1347,MX,supplier1347@example.com,1.39,38
SUP-1348,Supplier 1348,MX,supplier1348@example.com,1.09,50
SUP-1349,Supplier 1349,MX,supplier1349@example.com,1.57,59
SUP-1350,Supplier 1350,CN,supplier1350@example.com,4.04,30
SUP-1351,Supplier 1351,DE,supplier1351@example.com,1.43,38
SUP-1352,Supplier 1352,CN,supplier1352@example.com,2.49,33
SUP-1353,Supplier 1353,IN,supplier1353@example.com,1.25,12
SUP-1354,Supplier 1354,US,supplier1354@example.com,2.73,55
SUP-1355,Supplier 1355,CN,supplier1355@example.com,3.42,35
SUP-1356,Supplier 1356,IN,supplier1356@example.com,3.51,12
SUP-1357,Supplier 1357,IN,supplier1357@example.com,3.08,35
SUP-1358,Supplier 1358,IN,supplier1358@example.com,4.75,42
SUP-1359,Supplier 1359,US,supplier1359@example.com,3.12,38
SUP-1360,Supplier 1360,MX,supplier1360@example.com,4.44,53
SUP-1361,Supplier 1361,DE,supplier1361@example.com,4.97,17
SUP-1362,Supplier 1362,CN,supplier1362@example.com,1.92,33
SUP-1363,Supplier 1363,US,supplier1363@example.com,2.06,34
SUP-1364,Supplier 1364,IN,supplier1364@example.com,3.09,19
SUP-1365,Supplier 1365,US,supplier1365@example.com,1.73,20
SUP-1366,Supplier 1366,CN,supplier1366@example.com,3.26,26
SUP-1367,Supplier 1367,DE,supplier1367@example.com,3.74,38
SUP-1368,Supplier 1368,CN,supplier1368@example.com,1.24,42
SUP-1369,Supplier 1369,US,supplier1369@example.com,3.73,31
SUP-1370,Supplier 1370,IN,supplier1370@example.com,1.64,10
SUP-1371,Supplier 1371,IN,supplier1371@example.com,2.2,50
SUP-1372,Supplier 1372,MX,supplier1372@example.com,3.96,55
SUP-1373,Supplier 1373,MX,supplier1373@example.com,1.65,8
SUP-1374,Supplier 1374,DE,supplier1374@example.com,3.13,52
SUP-1375,Supplier 1375,DE,supplier1375@example.com,3.36,7
SUP-1376,Supplier 1376,MX,supplier1376@example.com,1.66,42
SUP-1377,Supplier 1377,MX,supplier1377@example.com,2.1,57
SUP-1378,Supplier 1378,CN,supplier1378@example.com,3.43,33
SUP-1379,Supplier 1379,CN,supplier1379@example.com,2.84,54
SUP-1380,Supplier 1380,IN,supplier1380@example.com,3.64,47
SUP-1381,Supplier 1381,IN,supplier1381@example.com,4.42,42
SUP-1382,Supplier 1382,MX,supplier1382@example.com,1.54,22
SUP-1383,Supplier 1383,CN,supplier1383@example.com,1.28,35
SUP-1384,Supplier 1384,MX,supplier1384@example.com,3.67,55
SUP-1385,Supplier 1385,MX,supplier1385@example.com,4.08,9
SUP-1386,Supplier 1386,DE,supplier1386@example.com,2.8,45
SUP-1387,Supplier 1387,MX,supplier1387@example.com,2.58,38
SUP-1388,Supplier 1388,IN,supplier1388@example.com,3.39,19
SUP-1389,Supplier 1389,DE,supplier1389@example.com,3.21,32
SUP-1390,Supplier 1390,CN,supplier1390@example.com,2.96,34
SUP-1391,Supplier 1391,IN,supplier1391@example.com,4.27,44
SUP-1392,Supplier 1392,US,supplier1392@example.com,1.69,43
SUP-1393,Supplier 1393,CN,supplier1393@example.com,3.72,13
SUP-1394,Supplier 1394,US,supplier1394@example.com,3.97,22
SUP-1395,Supplier 1395,IN,supplier1395@example.com,4.61,35
SUP-1396,Supplier 1396,CN,supplier1396@example.com,4.78,49
SUP-1397,Supplier 1397,US,supplier1397@example.com,3.03,41
SUP-1398,Supplier 1398,US,supplier1398@example.com,2.73,55
SUP-1399,Supplier 1399,CN,supplier1399@example.com,3.02,15
SUP-1400,Supplier 1400,MX,supplier1400@example.com,3.93,15
SUP-1401,Supplier 1401,IN,supplier1401@example.com,1.07,36
SUP-1402,Supplier 1402,IN,supplier1402@example.com,1.7,32
SUP-1403,Supplier 1403,DE,supplier1403@example.com,4.63,14
SUP-1404,Supplier 1404,CN,supplier1404@example.com,1.78,30
SUP-1405,Supplier 1405,IN,supplier1405@example.com,1.91,59
SUP-1406,Supplier 1406,US,supplier1406@example.com,4.76,46
SUP-1407,Supplier 1407,CN,supplier1407@example.com,2.18,14
SUP-1408,Supplier 1408,US,supplier1408@example.com,2.16,28
SUP-1409,Supplier 1409,CN,supplier1409@example.com,4.69,59
SUP-1410,Supplier 1410,US,supplier1410@example.com,2.5,50
SUP-1411,Supplier 1411,US,supplier1411@example.com,2.98,35
SUP-1412,Supplier 1412,CN,supplier1412@example.com,3.24,38
SUP-1413,Supplier 1413,DE,supplier1413@example.com,4.47,40
SUP-1414,Supplier 1414,US,supplier1414@example.com,1.31,51
SUP-1415,Supplier 1415,CN,supplier1415@example.com,2.04,34
SUP-1416,Supplier 1416,MX,supplier1416@example.com,3.35,5
SUP-1417,Supplier 1417,MX,supplier1417@example.com,2.74,24
SUP-1418,Supplier 1418,DE,supplier1418@example.com,2.11,9
SUP-1419,Supplier 1419,CN,supplier1419@example.com,2.64,11
SUP-1420,Supplier 1420,DE,supplier1420@example.com,4.86,48
SUP-1421,Supplier 1421,US,supplier1421@example.com,1.08,20
SUP-1422,Supplier 1422,MX,supplier1422@example.com,1.59,34
SUP-1423,Supplier 1423,DE,supplier1423@example.com,1.07,39
SUP-1424,Supplier 1424,US,supplier1424@example.com,3.37,5
SUP-1425,Supplier 1425,MX,supplier1425@example.com,1.05,57
SUP-1426,Supplier 1426,DE,supplier1426@example.com,2.82,33
SUP-1427,Supplier 1427,US,supplier1427@example.com,4.44,28
SUP-1428,Supplier 1428,IN,supplier1428@example.com,1.39,53
SUP-1429,Supplier 1429,MX,supplier1429@example.com,2.46,36
SUP-1430,Supplier 1430,US,supplier1430@example.com,2.51,41
SUP-1431,Supplier 1431,IN,supplier1431@example.com,2.45,30
SUP-1432,Supplier 1432,DE,supplier1432@example.com,3.91,47
SUP-1433,Supplier 1433,IN,supplier1433@example.com,1.02,27
SUP-1434,Supplier 1434,MX,supplier1434@example.com,4.12,50
SUP-1435,Supplier 1435,CN,supplier1435@example.com,4.36,42
SUP-1436,Supplier 1436,DE,supplier1436@example.com,2.73,11
SUP-1437,Supplier 1437,IN,supplier1437@example.com,4.55,17
SUP-1438,Supplier 1438,US,supplier1438@example.com,2.52,58
SUP-1439,Supplier 1439,CN,supplier1439@example.com,3.78,50
SUP-1440,Supplier 1440,CN,supplier1440@example.com,2.56,44
SUP-1441,Supplier 1441,DE,supplier1441@example.com,1.15,32
SUP-1442,Supplier 1442,IN,supplier1442@example.com,1.33,23
SUP-1443,Supplier 1443,MX,supplier1443@example.com,2.77,45
SUP-1444,Supplier 1444,IN,supplier1444@example.com,4.96,18
SUP-1445,Supplier 1445,IN,supplier1445@example.com,1.71,22
SUP-1446,Supplier 1446,DE,supplier1446@example.com,4.58,28
SUP-1447,Supplier 1447,DE,supplier1447@example.com,4.68,49
SUP-1448,Supplier 1448,US,supplier1448@example.com,2.64,42
SUP-1449,Supplier 1449,MX,supplier1449@example.com,2.85,15
SUP-1450,Supplier 1450,DE,supplier1450@example.com,3.01,20
SUP-1451,Supplier 1451,US,supplier1451@example.com,4.08,32
SUP-1452,Supplier 1452,CN,supplier1452@example.com,1.49,23
SUP-1453,Supplier 1453,US,supplier1453@example.com,2.31,56
SUP-1454,Supplier 1454,MX,supplier1454@example.com,1.68,8
SUP-1455,Supplier 1455,US,supplier1455@example.com,4.51,53
SUP-1456,Supplier 1456,US,supplier1456@example.com,1.28,43
SUP-1457,Supplier 1457,DE,supplier1457@example.com,3.99,18
SUP-1458,Supplier 1458,MX,supplier1458@example.com,2.76,36
SUP-1459,Supplier 1459,US,supplier1459@example.com,3.86,51
SUP-1460,Supplier 1460,IN,supplier1460@example.com,4.56,23
SUP-1461,Supplier 1461,US,supplier1461@example.com,2.36,22
SUP-1462,Supplier 1462,CN,supplier1462@example.com,1.91,34
SUP-1463,Supplier 1463,CN,supplier1463@example.com,3.6,20
SUP-1464,Supplier 1464,US,supplier1464@example.com,4.99,35
SUP-1465,Supplier 1465,US,supplier1465@example.com,3.92,16
SUP-1466,Supplier 1466,IN,supplier1466@example.com,4.18,1
SUP-1467,Supplier 1467,US,supplier1467@example.com,3.52,49
SUP-1468,Supplier 1468,DE,supplier1468@example.com,2.47,44
SUP-1469,Supplier 1469,MX,supplier1469@example.com,3.62,51
SUP-1470,Supplier 1470,IN,supplier1470@example.com,1.51,57
SUP-1471,Supplier 1471,US,supplier1471@example.com,2.96,42
SUP-1472,Supplier 1472,DE,supplier1472@example.com,3.29,52
SUP-1473,Supplier 1473,US,supplier1473@example.com,4.63,13
SUP-1474,Supplier 1474,IN,supplier1474@example.com,4.68,31
SUP-1475,Supplier 1475,IN,supplier1475@example.com,1.24,46
SUP-1476,Supplier 1476,CN,supplier1476@example.com,3.53,48
SUP-1477,Supplier 1477,CN,supplier1477@example.com,4.19,26
SUP-1478,Supplier 1478,US,supplier1478@example.com,3.15,24
SUP-1479,Supplier 1479,MX,supplier1479@example.com,1.38,28
SUP-1480,Supplier 1480,DE,supplier1480@example.com,1.93,33
SUP-1481,Supplier 1481,CN,supplier1481@example.com,2.25,24
SUP-1482,Supplier 1482,CN,supplier1482@example.com,3.65,50
SUP-1483,Supplier 1483,MX,supplier1483@example.com,1.26,3
SUP-1484,Supplier 1484,IN,supplier1484@example.com,3.2,46
SUP-1485,Supplier 1485,US,supplier1485@example.com,1.44,49
SUP-1486,Supplier 1486,US,supplier1486@example.com,2.58,24
SUP-1487,Supplier 1487,DE,supplier1487@example.com,2.7,46
SUP-1488,Supplier 1488,MX,supplier1488@example.com,2.81,53
SUP-1489,Supplier 1489,MX,supplier1489@example.com,3.84,57
SUP-1490,Supplier 1490,MX,supplier1490@example.com,1.32,8
SUP-1491,Supplier 1491,IN,supplier1491@example.com,2.07,44
SUP-1492,Supplier 1492,MX,supplier1492@example.com,3.56,14
SUP-1493,Supplier 1493,IN,supplier1493@example.com,4.77,2
SUP-1494,Supplier 1494,US,supplier1494@example.com,3.48,6
SUP-1495,Supplier 1495,IN,supplier1495@example.com,4.53,12
SUP-1496,Supplier 1496,US,supplier1496@example.com,4.87,36
SUP-1497,Supplier 1497,DE,supplier1497@example.com,4.54,26
SUP-1498,Supplier 1498,MX,supplier1498@example.com,4.89,29
SUP-1499,Supplier 1499,DE,supplier1499@example.com,4.11,4
SUP-1500,Supplier 1500,MX,supplier1500@example.com,4.55,30
SUP-1501,Supplier 1501,DE,supplier1501@example.com,2.97,48
SUP-1502,Supplier 1502,CN,supplier1502@example.com,2.38,52
SUP-1503,Supplier 1503,CN,supplier1503@example.com,5.0,16
SUP-1504,Supplier 1504,IN,supplier1504@example.com,1.39,56
SUP-1505,Supplier 1505,DE,supplier1505@example.com,4.83,8
SUP-1506,Supplier 1506,MX,supplier1506@example.com,2.72,32
SUP-1507,Supplier 1507,US,supplier1507@example.com,1.09,35
SUP-1508,Supplier 1508,IN,supplier1508@example.com,4.21,40
SUP-1509,Supplier 1509,IN,supplier1509@example.com,2.78,24
SUP-1510,Supplier 1510,CN,supplier1510@example.com,4.19,31
SUP-1511,Supplier 1511,DE,supplier1511@example.com,1.18,45
SUP-1512,Supplier 1512,DE,supplier1512@example.com,4.9,39
SUP-1513,Supplier 1513,IN,supplier1513@example.com,3.68,34
SUP-1514,Supplier 1514,CN,supplier1514@example.com,1.19,5
SUP-1515,Supplier 1515,US,supplier1515@example.com,1.02,14
SUP-1516,Supplier 1516,CN,supplier1516@example.com,3.38,37
SUP-1517,Supplier 1517,DE,supplier1517@example.com,4.91,36
SUP-1518,Supplier 1518,US,supplier1518@example.com,3.1,17
SUP-1519,Supplier 1519,IN,supplier1519@example.com,2.42,20
SUP-1520,Supplier 1520,US,supplier1520@example.com,4.76,1
SUP-1521,Supplier 1521,IN,supplier1521@example.com,4.94,16
SUP-1522,Supplier 1522,CN,supplier1522@example.com,4.14,43
SUP-1523,Supplier 1523,US,supplier1523@example.com,3.87,23
SUP-1524,Supplier 1524,MX,supplier1524@example.com,1.01,11
SUP-1525,Supplier 1525,DE,supplier1525@example.com,2.25,49
SUP-1526,Supplier 1526,IN,supplier1526@example.com,4.7,4
SUP-1527,Supplier 1527,US,supplier1527@example.com,2.47,48
SUP-1528,Supplier 1528,US,supplier1528@example.com,2.34,44
SUP-1529,Supplier 1529,MX,supplier1529@example.com,3.15,23
SUP-1530,Supplier 1530,CN,supplier1530@example.com,2.79,31
SUP-1531,Supplier 1531,MX,supplier1531@example.com,4.44,31
SUP-1532,Supplier 1532,US,supplier1532@example.com,1.33,5
SUP-1533,Supplier 1533,DE,supplier1533@example.com,3.63,27
SUP-1534,Supplier 1534,US,supplier1534@example.com,3.79,29
SUP-1535,Supplier 1535,US,supplier1535@example.com,4.52,13
SUP-1536,Supplier 1536,US,supplier1536@example.com,2.66,45
SUP-1537,Supplier 1537,MX,supplier1537@example.com,2.18,35
SUP-1538,Supplier 1538,MX,supplier1538@example.com,3.51,9
SUP-1539,Supplier 1539,IN,supplier1539@example.com,3.9,50
SUP-1540,Supplier 1540,IN,supplier1540@example.com,1.68,18
SUP-1541,Supplier 1541,IN,supplier1541@example.com,1.63,15
SUP-1542,Supplier 1542,US,supplier1542@example.com,2.05,24
SUP-1543,Supplier 1543,IN,supplier1543@example.com,1.99,31
SUP-1544,Supplier 1544,IN,supplier1544@example.com,4.0,53
SUP-1545,Supplier 1545,CN,supplier1545@example.com,3.12,47
SUP-1546,Supplier 1546,MX,supplier1546@example.com,3.19,7
SUP-1547,Supplier 1547,IN,supplier1547@example.com,1.06,9
SUP-1548,Supplier 1548,MX,supplier1548@example.com,4.98,59
SUP-1549,Supplier 1549,DE,supplier1549@example.com,4.32,16
SUP-1550,Supplier 1550,CN,supplier1550@example.com,2.77,34
SUP-1551,Supplier 1551,DE,supplier1551@example.com,1.27,32
SUP-1552,Supplier 1552,MX,supplier1552@example.com,3.78,23
SUP-1553,Supplier 1553,MX,supplier1553@example.com,3.14,55
SUP-1554,Supplier 1554,DE,supplier1554@example.com,3.71,20
SUP-1555,Supplier 1555,IN,supplier1555@example.com,3.71,45
SUP-1556,Supplier 1556,CN,supplier1556@example.com,1.62,55
SUP-1557,Supplier 1557,MX,supplier1557@example.com,2.32,36
SUP-1558,Supplier 1558,US,supplier1558@example.com,1.07,46
SUP-1559,Supplier 1559,CN,supplier1559@example.com,4.93,9
SUP-1560,Supplier 1560,DE,supplier1560@example.com,4.23,14
SUP-1561,Supplier 1561,MX,supplier1561@example.com,4.72,43
SUP-1562,Supplier 1562,MX,supplier1562@example.com,1.18,20
SUP-1563,Supplier 1563,DE,supplier1563@example.com,3.0,13
SUP-1564,Supplier 1564,US,supplier1564@example.com,3.99,17
SUP-1565,Supplier 1565,US,supplier1565@example.com,1.41,22
SUP-1566,Supplier 1566,MX,supplier1566@example.com,4.11,5
SUP-1567,Supplier 1567,IN,supplier1567@example.com,3.59,36
SUP-1568,Supplier 1568,US,supplier1568@example.com,4.94,59
SUP-1569,Supplier 1569,US,supplier1569@example.com,1.56,32
SUP-1570,Supplier 1570,IN,supplier1570@example.com,3.52,29
SUP-1571,Supplier 1571,US,supplier1571@example.com,4.79,45
SUP-1572,Supplier 1572,IN,supplier1572@example.com,3.97,12
SUP-1573,Supplier 1573,DE,supplier1573@example.com,2.34,35
SUP-1574,Supplier 1574,CN,supplier1574@example.com,1.48,4
SUP-1575,Supplier 1575,CN,supplier1575@example.com,4.86,17
SUP-1576,Supplier 1576,DE,supplier1576@example.com,1.29,21
SUP-1577,Supplier 1577,US,supplier1577@example.com,4.9,18
SUP-1578,Supplier 1578,CN,supplier1578@example.com,2.21,47
SUP-1579,Supplier 1579,DE,supplier1579@example.com,4.44,39
SUP-1580,Supplier 1580,CN,supplier1580@example.com,3.22,9
SUP-1581,Supplier 1581,US,supplier1581@example.com,4.65,14
SUP-1582,Supplier 1582,IN,supplier1582@example.com,2.71,54
SUP-1583,Supplier 1583,DE,supplier1583@example.com,4.4,54
SUP-1584,Supplier 1584,CN,supplier1584@example.com,1.95,42
SUP-1585,Supplier 1585,US,supplier1585@example.com,2.87,42
SUP-1586,Supplier 1586,CN,supplier1586@example.com,4.39,51
SUP-1587,Supplier 1587,US,supplier1587@example.com,1.47,24
SUP-1588,Supplier 1588,US,supplier1588@example.com,3.91,13
SUP-1589,Supplier 1589,US,supplier1589@example.com,2.75,35
SUP-1590,Supplier 1590,US,supplier1590@example.com,3.05,16
SUP-1591,Supplier 1591,DE,supplier1591@example.com,3.32,43
SUP-1592,Supplier 1592,IN,supplier1592@example.com,2.1,4
SUP-1593,Supplier 1593,DE,supplier1593@example.com,1.39,3
SUP-1594,Supplier 1594,CN,supplier1594@example.com,1.07,34
SUP-1595,Supplier 1595,DE,supplier1595@example.com,2.72,15
SUP-1596,Supplier 1596,DE,supplier1596@example.com,2.08,31
SUP-1597,Supplier 1597,CN,supplier1597@example.com,3.53,1
SUP-1598,Supplier 1598,IN,supplier1598@example.com,3.86,1
SUP-1599,Supplier 1599,DE,supplier1599@example.com,3.01,33
SUP-1600,Supplier 1600,US,supplier1600@example.com,3.48,26
SUP-1601,Supplier 1601,DE,supplier1601@example.com,3.24,53
SUP-1602,Supplier 1602,CN,supplier1602@example.com,1.02,42
SUP-1603,Supplier 1603,IN,supplier1603@example.com,4.37,1
SUP-1604,Supplier 1604,DE,supplier1604@example.com,1.24,16
SUP-1605,Supplier 1605,DE,supplier1605@example.com,2.64,37
SUP-1606,Supplier 1606,CN,supplier1606@example.com,1.44,52
SUP-1607,Supplier 1607,MX,supplier1607@example.com,3.65,50
SUP-1608,Supplier 1608,MX,supplier1608@example.com,2.3,35
SUP-1609,Supplier 1609,DE,supplier1609@example.com,1.28,8
SUP-1610,Supplier 1610,US,supplier1610@example.com,1.18,47
SUP-1611,Supplier 1611,DE,supplier1611@example.com,1.95,35
SUP-1612,Supplier 1612,MX,supplier1612@example.com,3.67,51
SUP-1613,Supplier 1613,DE,supplier1613@example.com,3.87,2
SUP-1614,Supplier 1614,US,supplier1614@example.com,1.51,44
SUP-1615,Supplier 1615,IN,supplier1615@example.com,1.56,53
SUP-1616,Supplier 1616,DE,supplier1616@example.com,3.37,18
SUP-1617,Supplier 1617,CN,supplier1617@example.com,4.83,10
SUP-1618,Supplier 1618,US,supplier1618@example.com,3.21,10
SUP-1619,Supplier 1619,DE,supplier1619@example.com,3.85,45
SUP-1620,Supplier 1620,MX,supplier1620@example.com,3.3,12
SUP-1621,Supplier 1621,DE,supplier1621@example.com,1.42,39
SUP-1622,Supplier 1622,MX,supplier1622@example.com,4.79,58
SUP-1623,Supplier 1623,CN,supplier1623@example.com,1.29,24
SUP-1624,Supplier 1624,IN,supplier1624@example.com,4.04,48
SUP-1625,Supplier 1625,MX,supplier1625@example.com,4.92,22
SUP-1626,Supplier 1626,DE,supplier1626@example.com,2.28,41
SUP-1627,Supplier 1627,CN,supplier1627@example.com,1.69,5
SUP-1628,Supplier 1628,US,supplier1628@example.com,3.26,22
SUP-1629,Supplier 1629,DE,supplier1629@example.com,4.18,4
SUP-1630,Supplier 1630,US,supplier1630@example.com,4.8,41
SUP-1631,Supplier 1631,MX,supplier1631@example.com,3.77,18
SUP-1632,Supplier 1632,CN,supplier1632@example.com,2.34,30
SUP-1633,Supplier 1633,IN,supplier1633@example.com,2.98,46
SUP-1634,Supplier 1634,DE,supplier1634@example.com,4.04,33
SUP-1635,Supplier 1635,CN,supplier1635@example.com,4.15,59
SUP-1636,Supplier 1636,CN,supplier1636@example.com,1.3,22
SUP-1637,Supplier 1637,IN,supplier1637@example.com,3.45,6
SUP-1638,Supplier 1638,MX,supplier1638@example.com,4.87,38
SUP-1639,Supplier 1639,IN,supplier1639@example.com,4.14,46
SUP-1640,Supplier 1640,IN,supplier1640@example.com,1.03,48
SUP-1641,Supplier 1641,IN,supplier1641@example.com,1.9,38
