procurement_id,component_id,supplier_id,order_date,expected_delivery_date,quantity_ordered,unit_cost,status
PROC-001335,COMP-04552,SUP-0417,2024-11-03 02:25:01,2026-10-08 08:24:31,95,150.48,CANCELLED
PROC-001336,COMP-04233,SUP-0064,2025-09-30 01:35:01,2026-03-24 11:26:35,312,120.2,ORDERED
PROC-001337,COMP-00219,SUP-0357,2023-11-10 04:54:49,2026-03-10 21:09:41,128,29.32,ORDERED
PROC-001338,COMP-04260,SUP-0227,2025-05-25 00:22:48,2025-08-06 09:04:41,122,15.73,ORDERED
PROC-001339,COMP-02152,SUP-0355,2023-03-19 14:12:20,2026-11-24 07:29:28,287,119.61,CANCELLED
PROC-001340,COMP-04410,SUP-0473,2024-08-05 23:57:19,2026-11-09 03:15:13,341,108.27,IN_TRANSIT
PROC-001341,COMP-02257,SUP-0151,2024-12-06 07:28:36,2025-09-24 11:05:56,87,169.37,ORDERED
PROC-001342,COMP-00009,SUP-0221,2024-10-13 20:50:12,2026-07-23 18:21:47,382,65.2,DELIVERED
PROC-001343,COMP-02780,SUP-0111,2024-10-26 03:30:00,2026-05-29 11:28:55,81,8.9,CANCELLED
PROC-001344,COMP-03108,SUP-0354,2023-07-25 04:31:29,2025-06-11 08:09:14,22,85.32,IN_TRANSIT
PROC-001345,COMP-00189,SUP-0247,2025-01-12 17:31:12,2026-06-27 07:48:50,252,193.87,CANCELLED
PROC-001346,COMP-03241,SUP-0068,2023-02-25 09:17:18,2026-02-20 17:33:38,190,159.32,IN_TRANSIT
PROC-001347,COMP-04257,SUP-0313,2023-09-02 06:58:26,2025-04-02 01:44:08,312,7.72,IN_TRANSIT
PROC-001348,COMP-03154,SUP-0013,2023-09-28 23:37:02,2025-04-23 08:09:27,86,175.06,CANCELLED
PROC-001349,COMP-02142,SUP-0470,2024-09-09 20:09:11,2026-09-23 01:06:15,484,94.87,DELIVERED
PROC-001350,COMP-01464,SUP-0304,2023-02-22 02:11:31,2026-06-24 15:30:22,379,73.59,DELIVERED
PROC-001351,COMP-01905,SUP-0340,2024-08-05 22:03:21,2026-05-25 15:43:46,456,70.0,CANCELLED
PROC-001352,COMP-02533,SUP-0298,2025-01-09 13:15:45,2025-01-23 18:25:55,367,119.43,ORDERED
PROC-001353,COMP-04187,SUP-0429,2023-08-28 23:17:19,2025-09-08 10:16:33,8,106.59,ORDERED
PROC-001354,COMP-04916,SUP-0452,2025-05-08 14:53:08,2026-10-20 18:33:01,318,131.67,IN_TRANSIT
PROC-001355,COMP-01209,SUP-0086,2024-01-07 07:01:23,2026-05-06 13:37:41,334,115.15,ORDERED
PROC-001356,COMP-01969,SUP-0350,2023-12-04 18:37:59,2026-02-05 08:41:41,230,29.64,CANCELLED
PROC-001357,COMP-01601,SUP-0368,2025-04-16 15:29:10,2025-01-12 05:03:35,152,52.19,CANCELLED
PROC-001358,COMP-02592,SUP-0032,2023-05-01 04:19:29,2026-05-25 18:09:31,278,168.36,DELIVERED
PROC-001359,COMP-04249,SUP-0334,2024-05-15 15:48:59,2026-06-27 17:28:08,15,132.99,ORDERED
PROC-001360,COMP-03230,SUP-0042,2024-05-31 17:29:25,2026-02-01 10:34:45,468,90.23,ORDERED
PROC-001361,COMP-03228,SUP-0208,2023-05-29 10:39:49,2026-09-29 21:36:45,475,37.34,IN_TRANSIT
PROC-001362,COMP-03420,SUP-0187,2023-08-21 08:53:15,2025-01-21 16:10:24,412,2.53,CANCELLED
PROC-001363,COMP-02347,SUP-0259,2024-01-07 13:19:45,2025-10-31 13:20:37,406,63.07,CANCELLED
PROC-001364,COMP-02130,SUP-0396,2024-04-18 09:56:01,2025-08-20 08:23:53,287,11.91,CANCELLED
PROC-001365,COMP-01616,SUP-0458,2024-03-03 01:31:25,2025-02-14 17:00:54,457,96.97,DELIVERED
PROC-001366,COMP-01001,SUP-0092,2023-07-23 18:56:13,2025-02-10 09:33:20,248,164.54,DELIVERED
PROC-001367,COMP-02326,SUP-0429,2024-10-30 16:27:59,2026-09-03 20:50:31,255,57.79,DELIVERED
PROC-001368,COMP-00615,SUP-0196,2024-01-20 08:06:20,2025-04-19 07:12:27,446,169.7,CANCELLED
PROC-001369,COMP-04185,SUP-0040,2023-03-06 09:54:35,2026-06-19 21:54:26,343,141.21,CANCELLED
PROC-001370,COMP-00774,SUP-0374,2023-02-21 14:32:52,2025-02-05 09:00:49,325,25.93,ORDERED
PROC-001371,COMP-04724,SUP-0380,2025-05-14 11:07:48,2026-03-15 00:54:09,365,129.27,CANCELLED
PROC-001372,COMP-02659,SUP-0402,2023-09-28 14:58:18,2025-10-28 02:18:31,167,31.18,CANCELLED
PROC-001373,COMP-04484,SUP-0008,2025-03-08 21:21:55,2025-01-10 15:39:22,81,131.3,DELIVERED
PROC-001374,COMP-04918,SUP-0167,2023-09-21 20:20:51,2025-06-14 01:23:41,296,29.4,ORDERED
PROC-001375,COMP-03547,SUP-0353,2025-07-22 17:27:23,2025-03-11 13:46:45,69,79.11,CANCELLED
PROC-001376,COMP-03173,SUP-0346,2024-05-30 03:42:44,2025-01-28 20:42:37,183,113.75,IN_TRANSIT
PROC-001377,COMP-04002,SUP-0473,2025-05-18 21:04:58,2026-03-12 02:45:01,327,11.02,DELIVERED
PROC-001378,COMP-03078,SUP-0206,2023-06-07 10:57:03,2026-03-23 21:59:16,64,31.51,IN_TRANSIT
PROC-001379,COMP-03294,SUP-0201,2023-10-22 16:46:55,2026-02-13 21:30:06,264,64.76,ORDERED
PROC-001380,COMP-03434,SUP-0079,2023-01-16 20:01:09,2025-02-21 21:37:01,327,93.0,DELIVERED
PROC-001381,COMP-02299,SUP-0402,2024-12-31 07:56:27,2025-01-10 02:07:22,86,171.84,ORDERED
PROC-001382,COMP-00939,SUP-0491,2024-05-08 12:31:36,2025-01-08 13:11:14,44,38.27,CANCELLED
PROC-001383,COMP-01887,SUP-0283,2023-01-08 08:11:40,2025-11-30 05:43:32,294,70.15,DELIVERED
PROC-001384,COMP-03358,SUP-0126,2025-09-15 12:27:02,2025-06-22 20:19:17,373,95.68,ORDERED
PROC-001385,COMP-03857,SUP-0014,2024-04-04 19:39:49,2026-11-01 11:41:53,149,59.86,ORDERED
PROC-001386,COMP-04013,SUP-0230,2023-01-07 14:25:02,2026-06-07 19:17:03,260,125.52,ORDERED
PROC-001387,COMP-01144,SUP-0110,2024-12-14 19:45:11,2026-08-12 21:49:11,416,52.06,IN_TRANSIT
PROC-001388,COMP-03414,SUP-0118,2023-11-06 14:41:20,2025-08-10 08:57:31,311,154.7,DELIVERED
PROC-001389,COMP-04371,SUP-0265,2025-10-21 18:13:58,2025-09-19 13:36:56,349,101.53,ORDERED
PROC-001390,COMP-01284,SUP-0393,2023-05-18 09:27:02,2026-02-11 15:51:24,444,18.17,DELIVERED
PROC-001391,COMP-04662,SUP-0134,2023-06-03 09:02:00,2026-07-01 04:08:26,59,125.77,CANCELLED
PROC-001392,COMP-01795,SUP-0238,2025-04-08 17:30:31,2025-02-08 16:40:39,94,114.28,CANCELLED
PROC-001393,COMP-01854,SUP-0382,2024-08-23 17:26:26,2025-07-17 05:45:44,323,68.38,ORDERED
PROC-001394,COMP-04008,SUP-0190,2023-11-28 12:52:53,2026-11-10 16:16:02,5,3.22,DELIVERED
PROC-001395,COMP-01069,SUP-0269,2023-07-11 18:36:47,2025-08-25 05:33:25,83,40.94,ORDERED
PROC-001396,COMP-02226,SUP-0135,2024-02-09 14:29:40,2026-07-04 05:02:32,328,81.74,ORDERED
PROC-001397,COMP-00327,SUP-0322,2024-12-21 10:43:54,2025-05-12 12:16:37,383,40.78,IN_TRANSIT
PROC-001398,COMP-03127,SUP-0348,2023-06-16 19:15:47,2025-09-23 18:25:28,37,115.92,DELIVERED
PROC-001399,COMP-02688,SUP-0024,2024-07-16 07:37:33,2026-02-22 05:09:22,479,142.75,IN_TRANSIT
PROC-001400,COMP-02865,SUP-0216,2025-04-16 07:45:13,2025-05-12 03:39:31,27,171.35,ORDERED
PROC-001401,COMP-03320,SUP-0041,2025-08-14 02:02:55,2025-05-29 22:19:18,13,129.75,IN_TRANSIT
PROC-001402,COMP-04025,SUP-0436,2023-07-28 15:39:02,2025-04-24 09:51:35,490,138.11,IN_TRANSIT
PROC-001403,COMP-01081,SUP-0273,2024-11-01 07:40:13,2025-09-13 14:05:06,390,122.08,IN_TRANSIT
PROC-001404,COMP-03666,SUP-0066,2024-11-06 19:02:50,2026-08-08 14:22:25,65,197.11,CANCELLED
PROC-001405,COMP-03320,SUP-0181,2023-02-20 06:40:03,2026-06-10 04:55:15,414,52.94,CANCELLED
PROC-001406,COMP-04720,SUP-0072,2025-11-27 08:25:57,2025-10-15 14:34:59,203,53.99,IN_TRANSIT
PROC-001407,COMP-00704,SUP-0284,2025-06-08 11:24:19,2025-10-04 23:28:09,180,26.14,DELIVERED
PROC-001408,COMP-04863,SUP-0468,2023-02-07 08:45:35,2025-10-23 17:34:29,297,97.65,CANCELLED
PROC-001409,COMP-01443,SUP-0081,2023-03-29 04:42:45,2026-05-27 23:53:57,479,20.14,IN_TRANSIT
PROC-001410,COMP-01047,SUP-0348,2023-02-16 13:02:01,2026-06-20 04:00:21,464,54.76,ORDERED
PROC-001411,COMP-04842,SUP-0345,2023-10-12 03:01:01,2026-05-31 07:59:12,271,97.05,CANCELLED
PROC-001412,COMP-04953,SUP-0065,2024-01-02 23:07:30,2025-05-04 19:07:05,389,191.56,ORDERED
PROC-001413,COMP-02924,SUP-0482,2025-02-14 10:38:01,2025-08-07 16:39:44,15,192.8,IN_TRANSIT
PROC-001414,COMP-02154,SUP-0167,2023-11-11 12:19:08,2025-08-28 18:18:07,1,149.0,IN_TRANSIT
PROC-001415,COMP-01451,SUP-0398,2025-09-14 00:49:29,2025-01-20 16:30:30,271,78.46,IN_TRANSIT
PROC-001416,COMP-04564,SUP-0493,2025-04-27 16:16:04,2025-12-07 18:52:10,484,173.17,ORDERED
PROC-001417,COMP-00261,SUP-0092,2024-06-15 00:18:35,2025-09-16 02:06:24,444,175.22,CANCELLED
PROC-001418,COMP-04860,SUP-0262,2024-12-23 20:25:54,2026-11-13 02:00:28,48,182.13,IN_TRANSIT
PROC-001419,COMP-04180,SUP-0079,2025-04-11 14:02:42,2026-01-30 18:25:08,182,128.36,DELIVERED
PROC-001420,COMP-04239,SUP-0491,2025-10-30 14:18:34,2026-07-27 10:58:39,487,41.16,IN_TRANSIT
PROC-001421,COMP-01921,SUP-0322,2023-01-19 22:27:13,2025-08-15 11:34:29,183,19.13,CANCELLED
PROC-001422,COMP-03807,SUP-0062,2023-09-23 16:21:06,2025-08-24 08:14:00,328,183.04,CANCELLED
PROC-001423,COMP-04852,SUP-0168,2025-11-28 13:19:46,2026-01-22 20:17:10,373,12.05,DELIVERED
PROC-001424,COMP-04093,SUP-0058,2025-03-25 18:40:42,2026-02-16 08:02:15,214,59.88,IN_TRANSIT
PROC-001425,COMP-04266,SUP-0404,2023-03-18 12:52:46,2025-05-19 16:53:22,27,97.91,CANCELLED
PROC-001426,COMP-02776,SUP-0287,2023-05-26 01:16:24,2025-03-19 03:00:17,226,5.37,CANCELLED
PROC-001427,COMP-02190,SUP-0425,2023-10-05 15:27:35,2026-06-02 11:51:58,158,181.48,CANCELLED
PROC-001428,COMP-02829,SUP-0432,2025-04-30 12:05:26,2025-06-23 00:35:43,460,58.14,ORDERED
PROC-001429,COMP-02997,SUP-0098,2025-08-02 12:51:22,2026-01-22 14:33:53,60,6.67,CANCELLED
PROC-001430,COMP-00165,SUP-0472,2023-06-14 14:06:43,2025-02-08 03:52:21,66,198.72,CANCELLED
PROC-001431,COMP-04933,SUP-0359,2023-10-12 01:17:39,2025-06-28 05:03:25,174,62.97,ORDERED
PROC-001432,COMP-01281,SUP-0053,2024-04-24 16:12:35,2026-04-14 03:07:14,499,175.48,IN_TRANSIT
PROC-001433,COMP-01338,SUP-0402,2024-08-19 06:01:33,2025-04-20 16:14:36,52,91.24,DELIVERED
PROC-001434,COMP-01644,SUP-0019,2023-12-15 16:53:19,2025-01-21 08:29:45,486,132.96,ORDERED
PROC-001435,COMP-00273,SUP-0420,2025-07-30 20:13:19,2025-05-14 13:33:52,470,48.98,ORDERED
PROC-001436,COMP-03100,SUP-0134,2025-04-28 15:27:35,2026-06-27 08:34:06,243,101.07,ORDERED
PROC-001437,COMP-01998,SUP-0463,2025-03-03 23:51:09,2025-08-03 04:28:35,337,52.27,CANCELLED
PROC-001438,COMP-03437,SUP-0159,2025-04-14 01:08:26,2026-05-20 15:26:03,291,190.27,IN_TRANSIT
PROC-001439,COMP-00280,SUP-0406,2024-05-17 20:21:23,2026-03-13 09:08:05,244,13.13,IN_TRANSIT
PROC-001440,COMP-02471,SUP-0079,2025-04-10 19:12:19,2025-05-25 07:02:57,121,55.66,IN_TRANSIT
PROC-001441,COMP-00814,SUP-0123,2025-02-07 00:22:42,2025-03-08 08:15:50,42,178.73,DELIVERED
PROC-001442,COMP-02381,SUP-0486,2025-11-12 08:31:45,2025-04-06 14:52:09,184,96.53,IN_TRANSIT
PROC-001443,COMP-02486,SUP-0496,2023-11-20 15:41:49,2026-04-23 12:20:27,45,120.42,DELIVERED
PROC-001444,COMP-04744,SUP-0286,2024-11-11 03:55:33,2025-03-23 14:45:05,52,130.69,CANCELLED
PROC-001445,COMP-01363,SUP-0181,2025-03-21 23:03:39,2026-09-11 03:39:15,151,15.11,IN_TRANSIT
PROC-001446,COMP-00353,SUP-0307,2023-09-03 18:30:43,2025-11-19 00:47:10,413,4.53,DELIVERED
PROC-001447,COMP-00282,SUP-0113,2023-12-24 18:28:35,2025-02-17 16:24:56,29,187.63,CANCELLED
PROC-001448,COMP-02470,SUP-0478,2025-02-08 12:28:09,2026-07-18 14:10:36,57,55.03,CANCELLED
PROC-001449,COMP-01879,SUP-0461,2025-03-22 03:48:20,2026-10-13 20:29:35,498,76.68,DELIVERED
PROC-001450,COMP-02904,SUP-0054,2023-03-24 20:19:48,2026-06-27 02:02:26,275,136.74,CANCELLED
PROC-001451,COMP-03945,SUP-0139,2025-11-07 20:38:58,2025-01-23 03:07:05,209,48.02,CANCELLED
PROC-001452,COMP-01882,SUP-0264,2023-07-10 13:13:32,2025-08-25 21:43:27,8,146.88,IN_TRANSIT
PROC-001453,COMP-04631,SUP-0133,2024-08-21 07:07:15,2025-12-31 22:29:40,434,92.19,DELIVERED
PROC-001454,COMP-01316,SUP-0019,2023-06-20 14:10:08,2026-06-02 23:03:52,391,171.47,CANCELLED
PROC-001455,COMP-02745,SUP-0248,2025-05-09 01:18:15,2025-01-23 09:57:06,247,56.43,ORDERED
PROC-001456,COMP-01831,SUP-0171,2023-07-14 01:55:42,2026-11-03 21:32:06,395,41.56,ORDERED
PROC-001457,COMP-03512,SUP-0412,2024-09-28 23:14:55,2025-07-28 13:01:59,195,166.51,CANCELLED
PROC-001458,COMP-01735,SUP-0410,2023-08-01 01:47:11,2026-03-16 02:39:01,322,65.94,IN_TRANSIT
PROC-001459,COMP-04835,SUP-0328,2025-09-07 05:00:43,2026-10-01 13:29:10,339,82.96,ORDERED
PROC-001460,COMP-01409,SUP-0305,2023-05-11 18:00:27,2025-10-24 05:42:10,412,158.95,IN_TRANSIT
PROC-001461,COMP-01293,SUP-0017,2023-05-22 17:43:01,2025-06-29 02:55:05,440,127.48,CANCELLED
PROC-001462,COMP-04234,SUP-0386,2023-06-24 10:57:13,2025-11-23 03:29:46,28,88.9,DELIVERED
PROC-001463,COMP-03510,SUP-0104,2024-06-04 13:36:15,2026-03-11 11:20:22,345,50.73,CANCELLED
PROC-001464,COMP-01521,SUP-0491,2025-09-05 22:24:36,2025-08-29 17:47:25,331,153.08,CANCELLED
PROC-001465,COMP-04491,SUP-0383,2024-10-20 09:01:42,2025-03-14 16:51:44,296,36.91,ORDERED
PROC-001466,COMP-04423,SUP-0438,2025-01-22 17:57:49,2025-09-27 00:56:29,235,185.73,DELIVERED
PROC-001467,COMP-02643,SUP-0135,2024-04-06 11:42:27,2025-02-21 11:04:12,130,30.91,IN_TRANSIT
PROC-001468,COMP-04381,SUP-0145,2023-11-17 17:08:48,2026-09-07 14:29:19,76,161.18,IN_TRANSIT
PROC-001469,COMP-02727,SUP-0399,2023-03-04 03:04:41,2026-04-06 04:42:05,445,85.43,DELIVERED
PROC-001470,COMP-01826,SUP-0423,2024-05-27 12:47:25,2026-06-28 17:52:08,233,38.02,IN_TRANSIT
PROC-001471,COMP-02178,SUP-0222,2024-05-26 15:18:13,2025-03-09 02:08:41,230,81.07,ORDERED
PROC-001472,COMP-04947,SUP-0497,2025-03-04 17:59:00,2026-05-30 19:14:22,332,45.09,CANCELLED
PROC-001473,COMP-02448,SUP-0232,2025-02-16 17:19:44,2025-09-02 12:15:32,370,28.06,IN_TRANSIT
PROC-001474,COMP-04191,SUP-0466,2023-04-12 04:57:37,2025-01-07 21:07:34,409,48.59,ORDERED
PROC-001475,COMP-02271,SUP-0086,2023-05-14 08:01:48,2026-09-04 21:33:55,485,173.61,IN_TRANSIT
PROC-001476,COMP-00724,SUP-0035,2024-03-03 07:24:49,2025-08-24 01:18:53,351,22.08,ORDERED
PROC-001477,COMP-01598,SUP-0343,2024-10-12 22:40:31,2025-10-31 07:30:08,310,194.54,IN_TRANSIT
PROC-001478,COMP-02586,SUP-0091,2023-12-06 12:58:00,2026-03-09 00:43:40,401,1.99,IN_TRANSIT
PROC-001479,COMP-01204,SUP-0456,2024-09-15 10:14:36,2026-07-06 19:50:59,432,131.99,DELIVERED
PROC-001480,COMP-04805,SUP-0155,2024-05-22 16:30:39,2026-03-08 17:13:38,396,171.45,DELIVERED
PROC-001481,COMP-03567,SUP-0274,2023-06-21 22:20:50,2025-06-18 23:02:40,189,186.86,ORDERED
PROC-001482,COMP-03435,SUP-0441,2023-05-05 22:18:43,2026-11-27 06:32:10,478,29.65,DELIVERED
PROC-001483,COMP-02252,SUP-0336,2025-06-10 04:18:14,2026-09-02 01:35:07,2,139.94,CANCELLED
PROC-001484,COMP-00685,SUP-0296,2023-04-16 23:07:34,2026-06-29 13:26:48,336,22.36,DELIVERED
PROC-001485,COMP-02321,SUP-0271,2024-09-10 06:48:42,2026-11-15 09:34:33,65,71.17,ORDERED
PROC-001486,COMP-03113,SUP-0238,2024-08-27 19:22:42,2026-08-19 17:38:18,52,146.65,DELIVERED
PROC-001487,COMP-03798,SUP-0293,2024-12-31 17:55:03,2026-01-19 22:14:04,34,69.85,ORDERED
PROC-001488,COMP-02503,SUP-0001,2023-06-10 06:38:16,2025-10-29 16:28:23,301,63.36,CANCELLED
PROC-001489,COMP-00883,SUP-0052,2024-03-17 07:19:48,2025-09-06 09:47:38,240,24.09,ORDERED
PROC-001490,COMP-00797,SUP-0255,2023-01-02 07:12:59,2026-05-06 23:53:55,129,14.22,ORDERED
PROC-001491,COMP-04455,SUP-0479,2024-01-23 18:24:35,2026-11-12 07:48:33,243,23.94,CANCELLED
PROC-001492,COMP-00619,SUP-0402,2024-10-26 21:06:38,2025-06-30 20:35:10,356,175.22,CANCELLED
PROC-001493,COMP-02902,SUP-0053,2024-04-11 08:19:23,2025-08-22 21:51:35,308,3.23,ORDERED
PROC-001494,COMP-03165,SUP-0149,2023-03-30 13:23:47,2025-08-29 05:27:12,323,138.88,IN_TRANSIT
PROC-001495,COMP-04537,SUP-0454,2024-08-08 06:10:28,2025-12-11 06:02:19,98,153.96,IN_TRANSIT
PROC-001496,COMP-03282,SUP-0099,2023-09-29 04:54:13,2026-05-03 06:33:51,76,114.01,ORDERED
PROC-001497,COMP-00919,SUP-0276,2024-03-15 21:04:21,2025-06-06 10:30:22,312,146.42,DELIVERED
PROC-001498,COMP-02681,SUP-0177,2024-11-15 13:18:34,2026-09-22 20:41:41,442,130.8,ORDERED
PROC-001499,COMP-01685,SUP-0308,2023-01-22 01:39:24,2025-10-23 20:35:15,365,91.66,ORDERED
PROC-001500,COMP-02518,SUP-0255,2023-09-23 17:36:27,2025-07-05 13:34:47,219,77.16,DELIVERED
PROC-001501,COMP-02059,SUP-0037,2024-09-16 20:39:42,2026-09-18 12:27:37,306,188.33,CANCELLED
PROC-001502,COMP-01012,SUP-0181,2024-10-13 22:31:25,2026-04-13 14:39:46,101,194.42,ORDERED
PROC-001503,COMP-02487,SUP-0263,2025-03-13 00:18:44,2026-09-12 11:17:54,119,130.6,IN_TRANSIT
PROC-001504,COMP-01973,SUP-0339,2023-07-04 07:48:48,2025-03-05 04:01:33,409,40.26,CANCELLED
PROC-001505,COMP-04931,SUP-0196,2023-01-03 02:13:42,2026-01-28 15:53:22,140,90.13,CANCELLED
PROC-001506,COMP-03637,SUP-0293,2023-11-14 12:54:44,2026-08-24 23:48:36,371,99.81,ORDERED
PROC-001507,COMP-01039,SUP-0274,2023-04-16 06:35:16,2025-02-10 09:26:14,225,151.84,IN_TRANSIT
PROC-001508,COMP-01762,SUP-0157,2024-02-06 00:26:42,2025-09-10 12:41:47,255,133.89,DELIVERED
PROC-001509,COMP-02607,SUP-0382,2025-06-14 23:01:03,2025-06-12 06:07:47,73,103.45,DELIVERED
PROC-001510,COMP-03105,SUP-0328,2024-01-30 08:28:43,2025-12-26 02:28:25,449,136.39,DELIVERED
PROC-001511,COMP-03614,SUP-0149,2025-05-28 23:47:20,2025-08-01 05:01:13,312,5.79,IN_TRANSIT
PROC-001512,COMP-03550,SUP-0345,2024-08-10 02:23:20,2026-08-24 01:03:20,306,155.55,CANCELLED
PROC-001513,COMP-04446,SUP-0275,2025-03-23 13:25:52,2026-04-29 22:08:26,471,43.11,CANCELLED
PROC-001514,COMP-02241,SUP-0477,2024-11-06 11:56:50,2026-08-19 15:39:16,156,131.63,ORDERED
PROC-001515,COMP-00350,SUP-0060,2024-06-21 08:43:25,2025-12-28 10:20:38,259,23.68,CANCELLED
PROC-001516,COMP-01667,SUP-0073,2024-09-30 23:36:29,2025-06-22 04:51:19,422,23.78,CANCELLED
PROC-001517,COMP-03915,SUP-0436,2024-12-28 04:18:20,2026-02-15 07:53:43,64,8.1,DELIVERED
PROC-001518,COMP-00662,SUP-0011,2023-04-05 16:51:37,2026-04-08 08:47:00,310,182.14,DELIVERED
PROC-001519,COMP-02214,SUP-0158,2023-03-12 19:11:52,2026-01-19 23:01:09,36,121.31,DELIVERED
PROC-001520,COMP-00677,SUP-0104,2024-03-07 08:15:02,2026-01-25 09:42:11,248,73.03,CANCELLED
PROC-001521,COMP-04075,SUP-0045,2023-07-25 16:05:45,2026-07-09 16:46:21,428,157.77,ORDERED
PROC-001522,COMP-04632,SUP-0312,2023-09-10 06:52:34,2026-08-18 15:23:09,44,125.59,CANCELLED
PROC-001523,COMP-00171,SUP-0412,2024-08-04 09:06:31,2026-11-23 15:44:06,453,124.4,ORDERED
PROC-001524,COMP-04095,SUP-0455,2025-04-12 11:30:25,2025-02-28 17:18:43,119,97.92,CANCELLED
PROC-001525,COMP-01546,SUP-0369,2023-11-20 17:21:08,2025-11-12 04:24:49,349,2.58,IN_TRANSIT
PROC-001526,COMP-02135,SUP-0284,2024-08-17 02:27:25,2025-10-12 02:51:08,181,52.43,CANCELLED
PROC-001527,COMP-04131,SUP-0010,2025-09-28 23:18:59,2025-12-07 22:15:43,397,22.71,IN_TRANSIT
PROC-001528,COMP-03249,SUP-0421,2025-03-29 05:08:26,2026-07-19 09:28:23,428,132.82,ORDERED
PROC-001529,COMP-01177,SUP-0299,2023-12-22 13:05:15,2025-04-28 06:30:29,388,50.48,CANCELLED
PROC-001530,COMP-01828,SUP-0300,2023-05-31 05:11:39,2025-12-08 19:27:01,70,90.58,CANCELLED
PROC-001531,COMP-01622,SUP-0125,2024-03-27 10:25:08,2026-05-07 20:54:47,435,71.33,ORDERED
PROC-001532,COMP-04470,SUP-0243,2023-11-12 15:57:55,2025-06-28 12:44:31,358,29.5,DELIVERED
PROC-001533,COMP-04284,SUP-0191,2025-06-27 16:15:18,2026-05-22 23:29:43,454,191.72,DELIVERED
PROC-001534,COMP-04378,SUP-0444,2023-09-04 03:23:12,2025-03-12 02:43:03,267,186.75,IN_TRANSIT
PROC-001535,COMP-04036,SUP-0340,2023-04-20 12:24:21,2025-04-07 04:17:30,219,17.84,CANCELLED
PROC-001536,COMP-00355,SUP-0278,2025-01-30 15:27:52,2025-08-25 07:46:39,438,165.65,DELIVERED
PROC-001537,COMP-02445,SUP-0267,2025-05-02 12:08:41,2026-04-04 09:40:14,366,98.19,ORDERED
PROC-001538,COMP-00483,SUP-0170,2023-11-05 13:05:02,2025-06-22 11:37:25,190,154.97,ORDERED
PROC-001539,COMP-03528,SUP-0185,2023-01-19 23:07:20,2025-11-30 02:36:57,256,31.08,CANCELLED
PROC-001540,COMP-00541,SUP-0071,2024-05-25 06:01:32,2025-08-21 04:32:27,187,27.32,IN_TRANSIT
PROC-001541,COMP-00130,SUP-0121,2024-07-07 12:14:58,2026-02-05 03:39:44,227,178.26,ORDERED
PROC-001542,COMP-01296,SUP-0471,2025-03-07 17:32:55,2025-12-25 07:16:46,61,179.67,CANCELLED
PROC-001543,COMP-04945,SUP-0456,2025-01-13 14:43:51,2025-12-11 17:40:15,168,93.72,IN_TRANSIT
PROC-001544,COMP-04476,SUP-0338,2024-09-21 02:06:20,2026-03-19 14:11:32,132,174.16,DELIVERED
PROC-001545,COMP-01471,SUP-0395,2025-05-17 19:37:45,2025-08-03 06:54:45,155,133.82,CANCELLED
PROC-001546,COMP-00557,SUP-0450,2023-07-25 19:09:59,2026-07-17 10:31:18,272,37.82,IN_TRANSIT
PROC-001547,COMP-04026,SUP-0433,2023-05-26 09:35:31,2025-11-20 20:30:44,210,66.46,ORDERED
PROC-001548,COMP-03587,SUP-0411,2024-01-12 11:24:42,2025-12-12 11:46:16,7,28.08,DELIVERED
PROC-001549,COMP-03954,SUP-0239,2023-10-24 09:40:59,2025-07-06 10:44:25,11,155.02,ORDERED
PROC-001550,COMP-03543,SUP-0335,2025-03-22 04:14:22,2026-05-09 09:32:17,200,197.06,ORDERED
PROC-001551,COMP-04999,SUP-0104,2023-11-27 12:40:17,2026-07-13 18:42:35,251,109.73,DELIVERED
PROC-001552,COMP-02661,SUP-0405,2023-08-18 22:07:22,2025-10-13 20:42:38,64,131.52,CANCELLED
PROC-001553,COMP-03580,SUP-0201,2024-08-06 15:58:09,2026-08-09 19:28:46,180,149.47,CANCELLED
PROC-001554,COMP-02268,SUP-0430,2023-11-08 19:39:16,2026-09-10 07:25:08,128,45.63,CANCELLED
PROC-001555,COMP-02071,SUP-0060,2023-06-17 18:32:35,2025-10-31 13:59:22,262,67.86,ORDERED
PROC-001556,COMP-03964,SUP-0327,2025-07-12 04:30:31,2025-03-17 03:52:12,120,83.05,ORDERED
PROC-001557,COMP-04966,SUP-0495,2024-10-14 19:52:19,2026-06-14 13:07:11,48,119.32,CANCELLED
PROC-001558,COMP-01549,SUP-0282,2024-05-27 16:35:24,2025-04-29 02:23:54,69,170.25,CANCELLED
PROC-001559,COMP-04847,SUP-0028,2025-01-27 02:43:02,2026-02-10 03:29:57,377,51.59,DELIVERED
PROC-001560,COMP-03648,SUP-0074,2023-12-03 05:28:21,2025-09-07 02:38:19,262,94.71,ORDERED
PROC-001561,COMP-00198,SUP-0336,2023-10-28 11:29:05,2026-02-18 08:30:21,230,150.56,IN_TRANSIT
PROC-001562,COMP-03197,SUP-0144,2023-08-23 11:06:16,2026-08-19 05:12:09,252,18.39,CANCELLED
PROC-001563,COMP-01909,SUP-0376,2023-10-19 09:34:56,2025-03-20 04:38:28,445,103.07,CANCELLED
PROC-001564,COMP-03042,SUP-0072,2024-07-24 18:18:18,2025-04-07 14:28:42,450,29.73,ORDERED
PROC-001565,COMP-03151,SUP-0305,2023-04-28 12:23:10,2025-06-12 07:40:14,479,108.29,CANCELLED
