return_id,order_id,sku_id,return_date,return_reason,refund_amount,condition
RET-000875,ORD-002055,SKU-01453,2024-01-29 03:20:23,DAMAGED,194.62,NEW
RET-000876,ORD-000720,SKU-00544,2024-04-07 07:22:23,DAMAGED,194.62,NEW
RET-000877,ORD-003591,SKU-01127,2025-05-14 07:50:41,NOT_AS_DESCRIBED,194.62,NEW
RET-000878,ORD-003642,SKU-00300,2024-01-03 22:04:29,SIZE_ISSUE,194.62,DAMAGED
RET-000879,ORD-001815,SKU-02165,2024-01-07 02:32:13,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-000880,ORD-001965,SKU-01522,2023-09-26 10:39:48,NO_LONGER_NEEDED,194.62,NEW
RET-000881,ORD-002512,SKU-00622,2023-02-02 11:13:28,NO_LONGER_NEEDED,194.62,NEW
RET-000882,ORD-001326,SKU-02840,2023-09-11 20:17:48,NO_LONGER_NEEDED,194.62,DAMAGED
RET-000883,ORD-000308,SKU-02693,2025-11-14 20:50:49,DAMAGED,194.62,NEW
RET-000884,ORD-000572,SKU-00995,2023-01-09 03:02:23,NO_LONGER_NEEDED,194.62,DAMAGED
RET-000885,ORD-000125,SKU-01540,2024-04-12 11:32:18,NOT_AS_DESCRIBED,194.62,NEW
RET-000886,ORD-000577,SKU-02391,2025-01-14 05:28:30,NO_LONGER_NEEDED,194.62,USED
RET-000887,ORD-001769,SKU-02479,2025-02-02 07:04:38,NO_LONGER_NEEDED,194.62,USED
RET-000888,ORD-003368,SKU-02140,2023-03-03 19:19:13,NO_LONGER_NEEDED,194.62,DAMAGED
RET-000889,ORD-004351,SKU-02393,2025-01-06 22:57:42,SIZE_ISSUE,194.62,DAMAGED
RET-000890,ORD-004851,SKU-00596,2023-05-17 09:10:14,NO_LONGER_NEEDED,194.62,USED
RET-000891,ORD-000334,SKU-00967,2023-01-06 10:53:42,NOT_AS_DESCRIBED,194.62,USED
RET-000892,ORD-002294,SKU-02231,2024-09-23 01:58:29,DAMAGED,194.62,NEW
RET-000893,ORD-003639,SKU-02898,2025-02-03 19:24:50,NO_LONGER_NEEDED,194.62,USED
RET-000894,ORD-000613,SKU-00983,2025-08-18 12:25:13,NOT_AS_DESCRIBED,194.62,USED
RET-000895,ORD-002557,SKU-02221,2023-04-05 05:57:04,NO_LONGER_NEEDED,194.62,NEW
RET-000896,ORD-002162,SKU-00725,2024-01-11 18:14:58,SIZE_ISSUE,194.62,USED
RET-000897,ORD-003929,SKU-00192,2025-08-28 11:27:39,DAMAGED,194.62,DAMAGED
RET-000898,ORD-001462,SKU-00939,2025-05-21 22:49:38,SIZE_ISSUE,194.62,NEW
RET-000899,ORD-003769,SKU-01662,2024-06-12 07:42:34,NOT_AS_DESCRIBED,194.62,USED
RET-000900,ORD-004912,SKU-02098,2024-01-22 08:49:25,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-000901,ORD-000409,SKU-01371,2024-11-24 05:33:28,SIZE_ISSUE,194.62,DAMAGED
RET-000902,ORD-001754,SKU-00860,2024-11-14 15:38:59,NOT_AS_DESCRIBED,194.62,USED
RET-000903,ORD-001496,SKU-02773,2025-06-10 07:19:22,SIZE_ISSUE,194.62,DAMAGED
RET-000904,ORD-004208,SKU-01950,2025-10-06 03:24:49,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-000905,ORD-003030,SKU-02559,2025-02-19 01:41:55,NO_LONGER_NEEDED,194.62,NEW
RET-000906,ORD-001552,SKU-00288,2025-09-30 13:54:28,SIZE_ISSUE,194.62,USED
RET-000907,ORD-002553,SKU-02469,2024-01-18 11:31:40,SIZE_ISSUE,194.62,USED
RET-000908,ORD-000079,SKU-00069,2023-08-14 18:42:25,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-000909,ORD-002723,SKU-01249,2023-04-12 05:04:50,NO_LONGER_NEEDED,194.62,DAMAGED
RET-000910,ORD-001011,SKU-01737,2023-10-25 03:50:32,NO_LONGER_NEEDED,194.62,NEW
RET-000911,ORD-001415,SKU-01301,2024-12-14 00:11:32,NOT_AS_DESCRIBED,194.62,USED
RET-000912,ORD-000998,SKU-02058,2023-01-31 14:32:04,NO_LONGER_NEEDED,194.62,NEW
RET-000913,ORD-000681,SKU-01052,2024-10-20 13:46:10,NO_LONGER_NEEDED,194.62,NEW
RET-000914,ORD-001376,SKU-00881,2023-01-03 17:56:51,SIZE_ISSUE,194.62,USED
RET-000915,ORD-003834,SKU-01147,2024-01-02 22:34:15,SIZE_ISSUE,194.62,USED
RET-000916,ORD-001212,SKU-02673,2024-11-04 14:33:24,NO_LONGER_NEEDED,194.62,USED
RET-000917,ORD-003041,SKU-02290,2023-10-03 08:12:45,SIZE_ISSUE,194.62,DAMAGED
RET-000918,ORD-004518,SKU-02090,2025-10-26 09:46:34,DAMAGED,194.62,NEW
RET-000919,ORD-004929,SKU-00949,2023-05-03 16:57:30,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-000920,ORD-003262,SKU-00143,2025-05-07 11:45:35,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-000921,ORD-004650,SKU-00809,2025-03-13 05:42:53,SIZE_ISSUE,194.62,USED
RET-000922,ORD-004473,SKU-01405,2024-04-30 01:10:40,SIZE_ISSUE,194.62,USED
RET-000923,ORD-000483,SKU-01528,2025-01-21 00:15:30,NOT_AS_DESCRIBED,194.62,USED
RET-000924,ORD-003394,SKU-00053,2025-08-28 12:59:33,SIZE_ISSUE,194.62,NEW
RET-000925,ORD-003421,SKU-02488,2025-11-10 11:26:36,SIZE_ISSUE,194.62,USED
RET-000926,ORD-004588,SKU-02630,2025-04-04 08:32:40,DAMAGED,194.62,DAMAGED
RET-000927,ORD-003837,SKU-01297,2023-02-03 22:26:50,NOT_AS_DESCRIBED,194.62,NEW
RET-000928,ORD-004053,SKU-01904,2024-05-16 09:28:24,DAMAGED,194.62,DAMAGED
RET-000929,ORD-001733,SKU-01173,2023-10-17 04:44:49,DAMAGED,194.62,USED
RET-000930,ORD-002831,SKU-02574,2025-08-15 13:04:00,SIZE_ISSUE,194.62,DAMAGED
RET-000931,ORD-004026,SKU-02138,2023-07-21 06:35:09,SIZE_ISSUE,194.62,NEW
RET-000932,ORD-002253,SKU-01296,2023-08-27 13:10:30,NO_LONGER_NEEDED,194.62,USED
RET-000933,ORD-002669,SKU-02896,2025-08-20 15:43:13,DAMAGED,194.62,DAMAGED
RET-000934,ORD-002038,SKU-02929,2024-06-25 01:41:30,SIZE_ISSUE,194.62,DAMAGED
RET-000935,ORD-000639,SKU-01291,2024-03-22 02:17:21,NO_LONGER_NEEDED,194.62,USED
RET-000936,ORD-002821,SKU-02347,2025-06-06 10:22:36,DAMAGED,194.62,DAMAGED
RET-000937,ORD-002549,SKU-00965,2024-07-23 04:20:19,DAMAGED,194.62,NEW
RET-000938,ORD-001151,SKU-00718,2025-01-27 21:28:21,DAMAGED,194.62,NEW
RET-000939,ORD-002987,SKU-00117,2023-11-29 16:53:32,NO_LONGER_NEEDED,194.62,NEW
RET-000940,ORD-003337,SKU-00316,2025-09-17 04:51:43,DAMAGED,194.62,NEW
RET-000941,ORD-000785,SKU-02858,2025-09-15 05:15:55,NOT_AS_DESCRIBED,194.62,USED
RET-000942,ORD-004977,SKU-00243,2023-11-02 11:34:39,NOT_AS_DESCRIBED,194.62,USED
RET-000943,ORD-001516,SKU-01004,2024-05-29 07:29:18,NO_LONGER_NEEDED,194.62,DAMAGED
RET-000944,ORD-002967,SKU-00309,2024-10-07 16:07:58,NOT_AS_DESCRIBED,194.62,NEW
RET-000945,ORD-001948,SKU-01568,2023-09-19 14:53:35,NO_LONGER_NEEDED,194.62,NEW
RET-000946,ORD-003539,SKU-01130,2025-09-24 20:42:09,DAMAGED,194.62,NEW
RET-000947,ORD-000521,SKU-01223,2023-11-14 06:28:45,DAMAGED,194.62,DAMAGED
RET-000948,ORD-000318,SKU-00634,2025-08-19 13:45:51,SIZE_ISSUE,194.62,DAMAGED
RET-000949,ORD-003824,SKU-02193,2023-11-20 03:42:54,NOT_AS_DESCRIBED,194.62,USED
RET-000950,ORD-003462,SKU-00531,2025-11-13 18:17:19,SIZE_ISSUE,194.62,DAMAGED
RET-000951,ORD-001860,SKU-02186,2023-09-16 00:27:36,NO_LONGER_NEEDED,194.62,NEW
RET-000952,ORD-001589,SKU-00792,2024-02-24 21:00:28,NOT_AS_DESCRIBED,194.62,USED
RET-000953,ORD-003623,SKU-00451,2024-05-14 11:58:15,SIZE_ISSUE,194.62,NEW
RET-000954,ORD-001873,SKU-00190,2023-11-02 12:38:49,SIZE_ISSUE,194.62,NEW
RET-000955,ORD-000858,SKU-01192,2024-08-07 03:09:18,NO_LONGER_NEEDED,194.62,NEW
RET-000956,ORD-002530,SKU-01847,2024-08-10 23:30:09,NOT_AS_DESCRIBED,194.62,USED
RET-000957,ORD-000222,SKU-01761,2023-11-20 13:06:32,NO_LONGER_NEEDED,194.62,USED
RET-000958,ORD-004337,SKU-02745,2025-04-08 20:54:40,NOT_AS_DESCRIBED,194.62,USED
RET-000959,ORD-000242,SKU-02305,2024-12-29 06:17:21,SIZE_ISSUE,194.62,USED
RET-000960,ORD-002489,SKU-02724,2023-10-01 20:06:56,SIZE_ISSUE,194.62,DAMAGED
RET-000961,ORD-000061,SKU-00897,2023-10-09 20:37:43,SIZE_ISSUE,194.62,NEW
RET-000962,ORD-004276,SKU-01777,2023-07-05 08:05:05,NO_LONGER_NEEDED,194.62,NEW
RET-000963,ORD-004160,SKU-00896,2023-07-05 21:28:49,NO_LONGER_NEEDED,194.62,USED
RET-000964,ORD-002432,SKU-02873,2025-02-04 11:59:58,NOT_AS_DESCRIBED,194.62,NEW
RET-000965,ORD-002220,SKU-02445,2024-03-07 19:11:08,NO_LONGER_NEEDED,194.62,DAMAGED
RET-000966,ORD-003022,SKU-00991,2023-03-27 21:30:54,NO_LONGER_NEEDED,194.62,USED
RET-000967,ORD-002346,SKU-02941,2025-07-04 11:03:28,DAMAGED,194.62,DAMAGED
RET-000968,ORD-001533,SKU-00122,2025-02-17 19:00:33,SIZE_ISSUE,194.62,DAMAGED
RET-000969,ORD-000090,SKU-02306,2023-11-13 00:41:09,DAMAGED,194.62,DAMAGED
RET-000970,ORD-001796,SKU-00720,2023-03-02 16:28:16,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-000971,ORD-004750,SKU-02270,2025-11-09 19:57:07,SIZE_ISSUE,194.62,NEW
RET-000972,ORD-000786,SKU-01237,2025-01-31 04:28:44,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-000973,ORD-004665,SKU-02785,2024-06-12 00:41:34,DAMAGED,194.62,NEW
RET-000974,ORD-000191,SKU-00310,2025-04-09 22:34:16,NOT_AS_DESCRIBED,194.62,USED
RET-000975,ORD-004545,SKU-00353,2024-01-19 04:49:34,NO_LONGER_NEEDED,194.62,USED
RET-000976,ORD-004621,SKU-02885,2023-12-24 11:42:46,SIZE_ISSUE,194.62,NEW
RET-000977,ORD-003895,SKU-01730,2023-06-27 08:54:11,SIZE_ISSUE,194.62,DAMAGED
RET-000978,ORD-003353,SKU-01528,2025-02-17 20:46:19,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-000979,ORD-004102,SKU-01625,2024-02-12 06:45:40,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-000980,ORD-001319,SKU-01494,2024-03-25 08:20:32,SIZE_ISSUE,194.62,NEW
RET-000981,ORD-002290,SKU-02906,2024-07-18 08:56:18,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-000982,ORD-001329,SKU-02509,2024-11-04 02:21:14,NOT_AS_DESCRIBED,194.62,NEW
RET-000983,ORD-003738,SKU-02118,2024-03-26 23:09:55,SIZE_ISSUE,194.62,NEW
RET-000984,ORD-001887,SKU-02268,2024-10-25 12:55:15,NOT_AS_DESCRIBED,194.62,USED
RET-000985,ORD-003120,SKU-02154,2023-03-03 00:41:35,NOT_AS_DESCRIBED,194.62,USED
RET-000986,ORD-001767,SKU-02694,2024-05-18 14:57:30,SIZE_ISSUE,194.62,USED
RET-000987,ORD-001878,SKU-02574,2025-06-24 18:25:04,NO_LONGER_NEEDED,194.62,USED
RET-000988,ORD-001303,SKU-00004,2023-01-29 13:33:17,DAMAGED,194.62,NEW
RET-000989,ORD-002543,SKU-01327,2025-05-27 05:31:06,NO_LONGER_NEEDED,194.62,USED
RET-000990,ORD-004965,SKU-01108,2024-05-18 05:59:51,NO_LONGER_NEEDED,194.62,DAMAGED
RET-000991,ORD-001921,SKU-00113,2023-08-01 01:05:26,NO_LONGER_NEEDED,194.62,NEW
RET-000992,ORD-001592,SKU-02451,2023-08-22 14:11:42,NOT_AS_DESCRIBED,194.62,NEW
RET-000993,ORD-000838,SKU-02288,2024-07-11 00:21:39,NO_LONGER_NEEDED,194.62,USED
RET-000994,ORD-004185,SKU-02987,2023-12-03 16:03:09,DAMAGED,194.62,NEW
RET-000995,ORD-004572,SKU-00347,2025-02-19 01:06:07,NO_LONGER_NEEDED,194.62,DAMAGED
RET-000996,ORD-003274,SKU-00386,2025-10-05 00:20:33,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-000997,ORD-000939,SKU-00822,2025-01-27 00:52:25,NO_LONGER_NEEDED,194.62,USED
RET-000998,ORD-000941,SKU-02287,2025-10-15 23:29:08,SIZE_ISSUE,194.62,NEW
RET-000999,ORD-004728,SKU-00787,2023-03-10 10:52:49,SIZE_ISSUE,194.62,NEW
RET-001000,ORD-000949,SKU-00245,2024-09-05 03:34:43,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-001001,ORD-002032,SKU-02890,2024-01-07 07:25:07,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-001002,ORD-004994,SKU-00724,2025-09-20 20:38:55,NO_LONGER_NEEDED,194.62,DAMAGED
RET-001003,ORD-000997,SKU-00427,2023-02-19 15:05:41,NO_LONGER_NEEDED,194.62,NEW
RET-001004,ORD-000799,SKU-01642,2025-07-24 21:55:59,DAMAGED,194.62,USED
RET-001005,ORD-004338,SKU-00167,2023-12-05 04:04:12,NO_LONGER_NEEDED,194.62,DAMAGED
RET-001006,ORD-002512,SKU-01379,2025-05-10 09:35:07,SIZE_ISSUE,194.62,DAMAGED
RET-001007,ORD-004503,SKU-00344,2023-02-15 17:14:55,NO_LONGER_NEEDED,194.62,DAMAGED
RET-001008,ORD-002821,SKU-02978,2025-03-04 04:07:40,NO_LONGER_NEEDED,194.62,USED
RET-001009,ORD-002933,SKU-01846,2025-08-26 15:08:26,DAMAGED,194.62,NEW
RET-001010,ORD-004666,SKU-02325,2024-05-05 21:10:16,NO_LONGER_NEEDED,194.62,DAMAGED
RET-001011,ORD-002223,SKU-02196,2025-01-31 09:36:02,SIZE_ISSUE,194.62,USED
RET-001012,ORD-002534,SKU-02886,2024-05-20 17:46:19,NO_LONGER_NEEDED,194.62,DAMAGED
RET-001013,ORD-002536,SKU-00295,2024-08-27 19:40:46,NO_LONGER_NEEDED,194.62,NEW
RET-001014,ORD-000432,SKU-02920,2025-01-19 08:22:29,SIZE_ISSUE,194.62,USED
RET-001015,ORD-001067,SKU-01863,2023-02-23 02:02:27,DAMAGED,194.62,NEW
RET-001016,ORD-003830,SKU-01179,2023-09-22 11:08:42,DAMAGED,194.62,NEW
RET-001017,ORD-000608,SKU-00257,2023-10-17 17:20:40,SIZE_ISSUE,194.62,DAMAGED
RET-001018,ORD-002889,SKU-00774,2025-11-06 21:16:46,NOT_AS_DESCRIBED,194.62,USED
RET-001019,ORD-002435,SKU-01291,2025-01-16 11:56:52,NOT_AS_DESCRIBED,194.62,NEW
RET-001020,ORD-004581,SKU-01670,2023-03-24 23:44:31,NO_LONGER_NEEDED,194.62,DAMAGED
RET-001021,ORD-000303,SKU-01503,2023-10-29 20:01:52,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-001022,ORD-004977,SKU-00951,2025-07-15 06:56:55,SIZE_ISSUE,194.62,USED
RET-001023,ORD-004483,SKU-00462,2024-04-21 01:39:27,SIZE_ISSUE,194.62,DAMAGED
RET-001024,ORD-000417,SKU-02789,2024-07-09 14:38:50,SIZE_ISSUE,194.62,DAMAGED
RET-001025,ORD-003029,SKU-00298,2025-07-08 08:04:37,NOT_AS_DESCRIBED,194.62,NEW
RET-001026,ORD-003377,SKU-01205,2024-09-27 23:14:58,DAMAGED,194.62,NEW
RET-001027,ORD-000694,SKU-01187,2024-02-12 05:47:11,NOT_AS_DESCRIBED,194.62,NEW
RET-001028,ORD-002777,SKU-01936,2023-10-25 02:55:32,NO_LONGER_NEEDED,194.62,DAMAGED
RET-001029,ORD-000697,SKU-01826,2024-09-19 21:25:24,SIZE_ISSUE,194.62,USED
RET-001030,ORD-004758,SKU-01849,2025-10-11 19:40:45,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-001031,ORD-001339,SKU-00049,2024-02-21 08:11:53,SIZE_ISSUE,194.62,USED
RET-001032,ORD-001702,SKU-02145,2024-08-28 21:17:18,SIZE_ISSUE,194.62,USED
RET-001033,ORD-000988,SKU-00087,2023-01-31 21:52:32,DAMAGED,194.62,USED
RET-001034,ORD-002147,SKU-00800,2024-12-20 18:49:00,DAMAGED,194.62,NEW
RET-001035,ORD-002475,SKU-00858,2025-11-22 05:40:44,NO_LONGER_NEEDED,194.62,NEW
RET-001036,ORD-001856,SKU-02896,2025-05-07 02:14:32,SIZE_ISSUE,194.62,USED
RET-001037,ORD-003488,SKU-01169,2025-07-08 09:34:54,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-001038,ORD-004022,SKU-01486,2024-01-01 18:17:41,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-001039,ORD-001165,SKU-02501,2024-08-01 05:36:45,NO_LONGER_NEEDED,194.62,NEW
RET-001040,ORD-003513,SKU-01032,2024-02-13 10:47:37,DAMAGED,194.62,USED
RET-001041,ORD-001802,SKU-00363,2023-10-08 09:15:12,SIZE_ISSUE,194.62,DAMAGED
RET-001042,ORD-000535,SKU-02471,2024-05-03 02:38:31,DAMAGED,194.62,USED
RET-001043,ORD-003637,SKU-02067,2025-05-01 18:27:45,DAMAGED,194.62,DAMAGED
RET-001044,ORD-001954,SKU-00330,2023-06-05 14:38:46,SIZE_ISSUE,194.62,USED
RET-001045,ORD-001479,SKU-00948,2023-07-21 12:55:37,DAMAGED,194.62,USED
RET-001046,ORD-003588,SKU-01239,2023-03-09 23:47:03,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-001047,ORD-002425,SKU-01778,2025-03-20 23:44:21,DAMAGED,194.62,DAMAGED
RET-001048,ORD-002558,SKU-02678,2023-07-15 22:45:11,SIZE_ISSUE,194.62,USED
RET-001049,ORD-003600,SKU-00383,2025-10-07 06:09:31,NO_LONGER_NEEDED,194.62,DAMAGED
RET-001050,ORD-000692,SKU-00840,2023-05-31 17:21:03,NO_LONGER_NEEDED,194.62,USED
RET-001051,ORD-004747,SKU-00731,2023-11-26 15:19:04,NOT_AS_DESCRIBED,194.62,NEW
RET-001052,ORD-002216,SKU-00594,2023-08-21 07:33:12,NOT_AS_DESCRIBED,194.62,USED
RET-001053,ORD-002912,SKU-01547,2025-07-21 18:46:06,NO_LONGER_NEEDED,194.62,DAMAGED
RET-001054,ORD-003424,SKU-01706,2023-07-08 17:43:55,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-001055,ORD-001298,SKU-00717,2023-10-25 11:10:03,DAMAGED,194.62,DAMAGED
RET-001056,ORD-004663,SKU-02183,2024-12-03 14:33:44,NO_LONGER_NEEDED,194.62,NEW
RET-001057,ORD-004154,SKU-01543,2024-09-08 15:10:30,NO_LONGER_NEEDED,194.62,NEW
RET-001058,ORD-003775,SKU-02245,2023-01-03 23:58:14,NOT_AS_DESCRIBED,194.62,USED
RET-001059,ORD-003529,SKU-02994,2025-02-16 11:10:52,SIZE_ISSUE,194.62,DAMAGED
RET-001060,ORD-001797,SKU-01503,2025-02-15 08:57:31,NOT_AS_DESCRIBED,194.62,USED
RET-001061,ORD-003575,SKU-00161,2023-03-22 23:37:08,SIZE_ISSUE,194.62,USED
RET-001062,ORD-001255,SKU-02311,2025-06-03 10:35:35,NO_LONGER_NEEDED,194.62,DAMAGED
RET-001063,ORD-003457,SKU-01431,2025-03-07 19:21:08,SIZE_ISSUE,194.62,DAMAGED
RET-001064,ORD-003341,SKU-01478,2024-05-20 11:34:10,NO_LONGER_NEEDED,194.62,DAMAGED
RET-001065,ORD-001589,SKU-01347,2023-03-02 16:02:15,DAMAGED,194.62,NEW
RET-001066,ORD-000578,SKU-02048,2023-07-01 20:01:06,NOT_AS_DESCRIBED,194.62,USED
RET-001067,ORD-003002,SKU-02711,2025-08-09 05:40:28,SIZE_ISSUE,194.62,USED
RET-001068,ORD-004162,SKU-00322,2024-11-05 11:32:38,NO_LONGER_NEEDED,194.62,NEW
RET-001069,ORD-003298,SKU-01088,2025-03-26 09:13:41,NOT_AS_DESCRIBED,194.62,NEW
RET-001070,ORD-002148,SKU-00396,2024-09-24 07:01:22,NO_LONGER_NEEDED,194.62,USED
RET-001071,ORD-002518,SKU-00952,2024-04-03 09:48:53,SIZE_ISSUE,194.62,NEW
RET-001072,ORD-002622,SKU-00080,2024-01-07 14:08:17,NO_LONGER_NEEDED,194.62,NEW
RET-001073,ORD-004715,SKU-02102,2024-03-30 12:07:45,DAMAGED,194.62,DAMAGED
RET-001074,ORD-002908,SKU-02087,2025-04-09 22:57:17,NOT_AS_DESCRIBED,194.62,USED
RET-001075,ORD-000140,SKU-02182,2023-03-19 10:10:39,NO_LONGER_NEEDED,194.62,DAMAGED
RET-001076,ORD-003710,SKU-02133,2025-04-13 04:23:36,NOT_AS_DESCRIBED,194.62,NEW
RET-001077,ORD-002716,SKU-00835,2025-08-12 15:35:04,NO_LONGER_NEEDED,194.62,DAMAGED
RET-001078,ORD-000724,SKU-01414,2025-11-28 22:09:54,SIZE_ISSUE,194.62,USED
RET-001079,ORD-002606,SKU-03000,2025-11-23 18:35:50,SIZE_ISSUE,194.62,USED
RET-001080,ORD-000717,SKU-00210,2023-02-01 00:53:30,NO_LONGER_NEEDED,194.62,USED
RET-001081,ORD-002825,SKU-00031,2025-04-09 09:21:02,DAMAGED,194.62,NEW
RET-001082,ORD-001626,SKU-02914,2024-01-03 04:20:36,DAMAGED,194.62,DAMAGED
RET-001083,ORD-003442,SKU-01585,2025-10-17 18:37:22,NO_LONGER_NEEDED,194.62,NEW
RET-001084,ORD-000140,SKU-01447,2023-05-15 11:43:35,NO_LONGER_NEEDED,194.62,DAMAGED
RET-001085,ORD-000808,SKU-02114,2023-02-05 12:57:50,DAMAGED,194.62,NEW
RET-001086,ORD-000143,SKU-00809,2024-07-20 17:55:21,NOT_AS_DESCRIBED,194.62,NEW
RET-001087,ORD-002465,SKU-01085,2023-06-28 17:07:51,SIZE_ISSUE,194.62,USED
RET-001088,ORD-000861,SKU-02002,2023-03-09 19:33:05,SIZE_ISSUE,194.62,DAMAGED
RET-001089,ORD-004564,SKU-01471,2023-05-07 04:35:05,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-001090,ORD-002349,SKU-01643,2024-05-07 22:04:20,NO_LONGER_NEEDED,194.62,DAMAGED
RET-001091,ORD-000089,SKU-01787,2023-05-17 12:27:36,NO_LONGER_NEEDED,194.62,USED
RET-001092,ORD-003252,SKU-02474,2025-09-23 17:07:11,NO_LONGER_NEEDED,194.62,NEW
RET-001093,ORD-003286,SKU-00329,2023-06-02 12:03:50,NO_LONGER_NEEDED,194.62,DAMAGED
RET-001094,ORD-004847,SKU-00247,2023-03-20 03:57:15,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-001095,ORD-002571,SKU-02084,2024-09-02 04:59:08,SIZE_ISSUE,194.62,DAMAGED
RET-001096,ORD-002264,SKU-01274,2023-05-04 00:55:36,NO_LONGER_NEEDED,194.62,NEW
RET-001097,ORD-002465,SKU-02036,2023-01-19 23:30:18,SIZE_ISSUE,194.62,DAMAGED
RET-001098,ORD-002576,SKU-00344,2023-01-07 07:14:04,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-001099,ORD-000181,SKU-00334,2025-03-20 21:56:17,NOT_AS_DESCRIBED,194.62,NEW
RET-001100,ORD-002604,SKU-01909,2023-07-05 05:04:05,NO_LONGER_NEEDED,194.62,DAMAGED
RET-001101,ORD-000738,SKU-00300,2025-06-26 11:14:59,NO_LONGER_NEEDED,194.62,USED
RET-001102,ORD-004448,SKU-01908,2025-01-23 17:12:35,DAMAGED,194.62,NEW
RET-001103,ORD-004886,SKU-00872,2024-09-26 06:23:52,DAMAGED,194.62,USED
RET-001104,ORD-003250,SKU-01728,2024-10-14 06:25:56,DAMAGED,194.62,DAMAGED
RET-001105,ORD-003043,SKU-00156,2023-03-20 02:22:23,DAMAGED,194.62,USED
RET-001106,ORD-000584,SKU-02909,2024-03-14 10:54:06,NOT_AS_DESCRIBED,194.62,NEW
RET-001107,ORD-002018,SKU-00754,2025-06-26 19:12:24,NO_LONGER_NEEDED,194.62,NEW
RET-001108,ORD-001116,SKU-02405,2023-06-25 06:39:16,NO_LONGER_NEEDED,194.62,NEW
RET-001109,ORD-004030,SKU-02375,2025-06-18 19:35:42,DAMAGED,194.62,NEW
RET-001110,ORD-004206,SKU-00725,2023-07-03 01:58:47,NO_LONGER_NEEDED,194.62,DAMAGED
RET-001111,ORD-002232,SKU-01371,2023-11-28 06:33:40,NO_LONGER_NEEDED,194.62,DAMAGED
RET-001112,ORD-003040,SKU-02646,2023-08-04 05:17:31,SIZE_ISSUE,194.62,NEW
RET-001113,ORD-001113,SKU-01032,2025-10-21 18:42:16,DAMAGED,194.62,DAMAGED
RET-001114,ORD-001609,SKU-02914,2023-04-28 22:18:36,SIZE_ISSUE,194.62,USED
RET-001115,ORD-000189,SKU-00247,2024-05-04 21:00:00,DAMAGED,194.62,USED
RET-001116,ORD-001728,SKU-01132,2025-09-22 20:21:24,NO_LONGER_NEEDED,194.62,NEW
RET-001117,ORD-004881,SKU-02158,2024-03-25 10:41:50,SIZE_ISSUE,194.62,USED
RET-001118,ORD-000084,SKU-00244,2025-09-26 15:58:41,SIZE_ISSUE,194.62,USED
RET-001119,ORD-003123,SKU-02666,2024-07-13 09:20:36,DAMAGED,194.62,USED
RET-001120,ORD-004226,SKU-00718,2024-04-13 15:00:19,NO_LONGER_NEEDED,194.62,NEW
RET-001121,ORD-000031,SKU-00108,2024-01-05 13:33:30,SIZE_ISSUE,194.62,USED
RET-001122,ORD-001299,SKU-01351,2024-01-12 22:13:45,NOT_AS_DESCRIBED,194.62,NEW
RET-001123,ORD-003551,SKU-00823,2024-05-15 22:56:00,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-001124,ORD-002176,SKU-01265,2024-06-22 21:43:24,NOT_AS_DESCRIBED,194.62,USED
RET-001125,ORD-004921,SKU-00430,2024-12-07 11:45:25,NO_LONGER_NEEDED,194.62,USED
RET-001126,ORD-000139,SKU-02400,2023-10-26 18:47:25,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-001127,ORD-003095,SKU-01539,2023-05-03 08:18:57,NOT_AS_DESCRIBED,194.62,DAMAGED
RET-001128,ORD-000353,SKU-00288,2023-09-03 13:35:49,SIZE_ISSUE,194.62,NEW
RET-001129,ORD-002413,SKU-00219,2023-07-27 16:36:10,SIZE_ISSUE,194.62,USED
RET-001130,ORD-004627,SKU-01106,2023-04-22 10:42:48,SIZE_ISSUE,194.62,DAMAGED
RET-001131,ORD-003388,SKU-01166,2024-02-28 12:00:17,DAMAGED,194.62,USED
RET-001132,ORD-002798,SKU-02109,2025-10-25 18:52:52,NO_LONGER_NEEDED,194.62,DAMAGED
RET-001133,ORD-000336,SKU-00850,2023-09-18 08:31:00,NOT_AS_DESCRIBED,194.62,USED
