sku_id,sku_name,category,subcategory,unit_of_measure,standard_cost,list_price,active_flag
SKU-00962,Product 962,Tools,Premium,BOX,100.54,335.39,True
SKU-00963,Product 963,Electronics,Standard,BOX,35.81,54.19,True
SKU-00964,Product 964,Apparel,Budget,PACK,17.94,51.89,True
SKU-00965,Product 965,Home,Premium,EA,45.99,25.49,False
SKU-00966,Product 966,Apparel,Standard,BOX,184.23,274.59,True
SKU-00967,Product 967,Home,Budget,BOX,135.85,220.8,True
SKU-00968,Product 968,Tools,Premium,EA,49.21,157.14,True
SKU-00969,Product 969,Tools,Standard,BOX,178.86,265.92,True
SKU-00970,Product 970,Electronics,Standard,BOX,28.16,253.42,True
SKU-00971,Product 971,Apparel,Premium,PACK,138.0,239.57,True
SKU-00972,Product 972,Apparel,Premium,BOX,85.54,90.36,True
SKU-00973,Product 973,Tools,Budget,BOX,54.39,448.99,True
SKU-00974,Product 974,Apparel,Budget,BOX,53.2,311.91,True
SKU-00975,Product 975,Home,Premium,PACK,100.66,68.01,True
SKU-00976,Product 976,Tools,Standard,EA,186.37,131.45,True
SKU-00977,Product 977,Electronics,Premium,EA,148.72,383.47,True
SKU-00978,Product 978,Electronics,Budget,EA,132.76,389.32,True
SKU-00979,Product 979,Tools,Budget,EA,175.23,364.24,True
SKU-00980,Product 980,Tools,Premium,BOX,114.5,396.28,True
SKU-00981,Product 981,Electronics,Budget,PACK,39.2,301.11,True
SKU-00982,Product 982,Home,Standard,PACK,195.46,147.94,False
SKU-00983,Product 983,Apparel,Budget,BOX,107.41,182.04,True
SKU-00984,Product 984,Tools,Standard,EA,63.74,257.27,True
SKU-00985,Product 985,Tools,Budget,PACK,155.86,126.78,True
SKU-00986,Product 986,Home,Standard,BOX,93.34,427.39,True
SKU-00987,Product 987,Electronics,Premium,BOX,3.48,374.74,True
SKU-00988,Product 988,Tools,Standard,BOX,64.67,490.1,True
SKU-00989,Product 989,Home,Premium,BOX,91.98,210.55,True
SKU-00990,Product 990,Tools,Budget,PACK,75.15,436.03,True
SKU-00991,Product 991,Home,Standard,BOX,110.8,390.67,False
SKU-00992,Product 992,Home,Standard,PACK,37.49,416.81,True
SKU-00993,Product 993,Electronics,Budget,BOX,114.91,345.63,True
SKU-00994,Product 994,Apparel,Budget,BOX,197.32,177.77,True
SKU-00995,Product 995,Electronics,Standard,PACK,151.01,125.74,True
SKU-00996,Product 996,Home,Premium,BOX,137.23,139.79,True
SKU-00997,Product 997,Apparel,Budget,EA,40.92,285.66,True
SKU-00998,Product 998,Apparel,Standard,PACK,116.77,440.43,True
SKU-00999,Product 999,Electronics,Budget,PACK,164.12,227.3,True
SKU-01000,Product 1000,Electronics,Budget,BOX,48.89,301.43,True
SKU-01001,Product 1001,Tools,Premium,PACK,18.27,368.23,True
SKU-01002,Product 1002,Apparel,Premium,PACK,132.69,428.36,True
SKU-01003,Product 1003,Home,Premium,EA,135.04,326.0,True
SKU-01004,Product 1004,Tools,Standard,PACK,161.07,316.51,True
SKU-01005,Product 1005,Tools,Budget,EA,126.28,493.86,True
SKU-01006,Product 1006,Tools,Premium,PACK,169.77,431.9,True
SKU-01007,Product 1007,Tools,Standard,EA,53.95,368.04,False
SKU-01008,Product 1008,Electronics,Premium,PACK,8.02,416.81,True
SKU-01009,Product 1009,Apparel,Premium,PACK,146.83,499.95,True
SKU-01010,Product 1010,Tools,Budget,EA,77.8,255.33,True
SKU-01011,Product 1011,Apparel,Standard,EA,42.72,354.24,True
SKU-01012,Product 1012,Home,Budget,EA,11.28,407.64,True
SKU-01013,Product 1013,Apparel,Premium,PACK,151.32,224.87,True
SKU-01014,Product 1014,Electronics,Budget,BOX,165.44,477.69,True
SKU-01015,Product 1015,Apparel,Standard,BOX,78.42,194.2,True
SKU-01016,Product 1016,Home,Premium,PACK,177.13,125.32,True
SKU-01017,Product 1017,Home,Premium,PACK,83.7,340.16,False
SKU-01018,Product 1018,Tools,Premium,EA,190.36,44.97,True
SKU-01019,Product 1019,Home,Premium,EA,196.66,67.69,True
SKU-01020,Product 1020,Tools,Standard,EA,163.71,485.39,True
SKU-01021,Product 1021,Electronics,Budget,BOX,51.99,144.42,True
SKU-01022,Product 1022,Electronics,Standard,PACK,73.9,21.41,True
SKU-01023,Product 1023,Electronics,Premium,PACK,107.0,239.95,True
SKU-01024,Product 1024,Apparel,Standard,BOX,66.41,434.34,True
SKU-01025,Product 1025,Home,Premium,EA,163.97,169.99,True
SKU-01026,Product 1026,Home,Premium,EA,185.58,212.57,True
SKU-01027,Product 1027,Home,Budget,EA,197.17,82.64,True
SKU-01028,Product 1028,Tools,Premium,EA,67.92,176.32,True
SKU-01029,Product 1029,Tools,Standard,BOX,54.78,482.88,True
SKU-01030,Product 1030,Electronics,Standard,EA,33.05,439.22,True
SKU-01031,Product 1031,Home,Budget,EA,10.45,371.23,True
SKU-01032,Product 1032,Apparel,Budget,BOX,36.23,394.18,True
SKU-01033,Product 1033,Apparel,Premium,EA,57.62,336.33,True
SKU-01034,Product 1034,Electronics,Premium,BOX,78.82,63.39,False
SKU-01035,Product 1035,Tools,Premium,EA,22.83,63.14,True
SKU-01036,Product 1036,Tools,Premium,PACK,164.23,270.91,True
SKU-01037,Product 1037,Tools,Standard,EA,124.19,299.75,True
SKU-01038,Product 1038,Electronics,Premium,PACK,112.96,486.05,True
SKU-01039,Product 1039,Electronics,Budget,BOX,109.51,228.33,True
SKU-01040,Product 1040,Home,Standard,EA,58.7,459.15,True
SKU-01041,Product 1041,Home,Standard,EA,187.57,495.22,True
SKU-01042,Product 1042,Home,Premium,EA,47.12,423.03,True
SKU-01043,Product 1043,Apparel,Premium,PACK,134.07,202.5,True
SKU-01044,Product 1044,Apparel,Standard,EA,51.37,377.95,True
SKU-01045,Product 1045,Home,Budget,BOX,197.93,275.0,True
SKU-01046,Product 1046,Apparel,Premium,EA,182.42,103.41,False
SKU-01047,Product 1047,Apparel,Standard,BOX,53.65,69.2,True
SKU-01048,Product 1048,Tools,Standard,PACK,197.51,39.69,True
SKU-01049,Product 1049,Tools,Premium,BOX,125.57,166.58,True
SKU-01050,Product 1050,Electronics,Budget,PACK,145.98,345.94,True
SKU-01051,Product 1051,Tools,Standard,PACK,57.3,457.36,True
SKU-01052,Product 1052,Home,Standard,PACK,43.98,163.62,True
SKU-01053,Product 1053,Tools,Standard,BOX,171.76,267.86,True
SKU-01054,Product 1054,Apparel,Premium,BOX,55.76,237.06,True
SKU-01055,Product 1055,Apparel,Standard,BOX,183.59,58.84,True
SKU-01056,Product 1056,Home,Standard,EA,73.96,381.34,True
SKU-01057,Product 1057,Home,Premium,BOX,2.82,262.09,True
SKU-01058,Product 1058,Tools,Budget,PACK,118.84,459.07,True
SKU-01059,Product 1059,Tools,Standard,BOX,71.37,418.55,True
SKU-01060,Product 1060,Tools,Premium,PACK,195.22,142.75,True
SKU-01061,Product 1061,Electronics,Budget,BOX,77.96,159.75,True
SKU-01062,Product 1062,Electronics,Premium,BOX,63.58,270.81,True
SKU-01063,Product 1063,Home,Budget,PACK,113.71,66.95,True
SKU-01064,Product 1064,Tools,Premium,BOX,146.25,129.3,True
SKU-01065,Product 1065,Apparel,Budget,EA,193.34,411.44,True
SKU-01066,Product 1066,Electronics,Budget,EA,14.85,80.74,True
SKU-01067,Product 1067,Home,Premium,PACK,84.48,275.39,True
SKU-01068,Product 1068,Electronics,Standard,PACK,133.07,200.01,True
SKU-01069,Product 1069,Tools,Budget,PACK,1.99,104.46,True
SKU-01070,Product 1070,Apparel,Premium,EA,98.32,485.04,True
SKU-01071,Product 1071,Apparel,Standard,PACK,161.5,413.44,True
SKU-01072,Product 1072,Home,Standard,PACK,11.12,137.01,True
SKU-01073,Product 1073,Electronics,Premium,EA,68.77,393.71,False
SKU-01074,Product 1074,Tools,Premium,PACK,80.78,8.18,False
SKU-01075,Product 1075,Tools,Budget,BOX,143.54,142.4,True
SKU-01076,Product 1076,Apparel,Premium,BOX,59.85,58.46,False
SKU-01077,Product 1077,Apparel,Standard,BOX,50.01,214.92,True
SKU-01078,Product 1078,Tools,Premium,BOX,23.99,320.77,True
SKU-01079,Product 1079,Tools,Standard,EA,199.18,89.8,True
SKU-01080,Product 1080,Electronics,Standard,BOX,94.86,123.34,True
SKU-01081,Product 1081,Home,Premium,BOX,10.59,199.39,False
SKU-01082,Product 1082,Electronics,Standard,EA,16.23,317.23,True
SKU-01083,Product 1083,Electronics,Standard,EA,26.46,158.81,True
SKU-01084,Product 1084,Tools,Budget,EA,43.14,302.74,True
SKU-01085,Product 1085,Electronics,Standard,BOX,148.34,177.88,True
SKU-01086,Product 1086,Electronics,Budget,PACK,112.18,132.64,True
SKU-01087,Product 1087,Electronics,Budget,PACK,155.56,428.25,True
SKU-01088,Product 1088,Apparel,Budget,BOX,4.94,194.57,True
SKU-01089,Product 1089,Home,Budget,PACK,53.76,459.6,True
SKU-01090,Product 1090,Home,Standard,PACK,81.7,156.26,True
SKU-01091,Product 1091,Apparel,Standard,EA,86.37,273.72,True
SKU-01092,Product 1092,Tools,Premium,BOX,11.66,31.53,True
SKU-01093,Product 1093,Tools,Budget,BOX,102.79,341.74,True
SKU-01094,Product 1094,Home,Standard,PACK,58.04,398.76,True
SKU-01095,Product 1095,Home,Budget,BOX,39.1,485.85,False
SKU-01096,Product 1096,Tools,Budget,EA,134.56,419.12,True
SKU-01097,Product 1097,Electronics,Premium,PACK,17.69,159.7,False
SKU-01098,Product 1098,Home,Budget,EA,173.53,280.52,True
SKU-01099,Product 1099,Electronics,Standard,PACK,180.07,297.98,True
SKU-01100,Product 1100,Home,Standard,BOX,65.78,33.11,True
SKU-01101,Product 1101,Apparel,Standard,EA,197.39,40.97,True
SKU-01102,Product 1102,Home,Standard,EA,80.85,166.27,True
SKU-01103,Product 1103,Apparel,Budget,EA,192.5,373.49,True
SKU-01104,Product 1104,Electronics,Standard,PACK,197.39,146.34,True
SKU-01105,Product 1105,Tools,Premium,PACK,165.56,437.69,True
SKU-01106,Product 1106,Electronics,Budget,EA,25.84,324.27,True
SKU-01107,Product 1107,Electronics,Standard,EA,117.3,236.73,True
SKU-01108,Product 1108,Electronics,Standard,PACK,146.65,272.58,True
SKU-01109,Product 1109,Apparel,Premium,BOX,16.42,169.06,False
SKU-01110,Product 1110,Home,Budget,BOX,178.83,487.09,True
SKU-01111,Product 1111,Tools,Premium,EA,170.51,92.1,True
SKU-01112,Product 1112,Electronics,Premium,BOX,186.84,430.9,True
SKU-01113,Product 1113,Electronics,Standard,PACK,103.34,340.68,True
SKU-01114,Product 1114,Electronics,Standard,BOX,65.54,357.22,True
SKU-01115,Product 1115,Apparel,Premium,PACK,101.76,418.73,True
SKU-01116,Product 1116,Apparel,Budget,EA,146.14,72.43,True
SKU-01117,Product 1117,Apparel,Budget,BOX,83.82,349.1,True
SKU-01118,Product 1118,Home,Budget,BOX,71.0,389.25,True
SKU-01119,Product 1119,Home,Premium,PACK,16.33,492.38,True
SKU-01120,Product 1120,Electronics,Budget,PACK,90.0,375.04,True
SKU-01121,Product 1121,Tools,Standard,EA,79.19,476.12,True
SKU-01122,Product 1122,Apparel,Premium,EA,133.0,425.62,True
SKU-01123,Product 1123,Home,Premium,PACK,88.31,438.46,True
SKU-01124,Product 1124,Home,Premium,PACK,1.8,458.88,True
SKU-01125,Product 1125,Tools,Budget,EA,97.39,267.92,True
SKU-01126,Product 1126,Apparel,Budget,PACK,154.97,356.95,False
SKU-01127,Product 1127,Home,Standard,BOX,189.12,66.36,True
SKU-01128,Product 1128,Tools,Budget,EA,39.4,181.44,True
SKU-01129,Product 1129,Tools,Budget,BOX,85.08,440.31,True
SKU-01130,Product 1130,Apparel,Budget,PACK,169.64,488.95,False
SKU-01131,Product 1131,Apparel,Budget,EA,9.53,60.28,True
SKU-01132,Product 1132,Apparel,Standard,EA,70.63,295.13,True
SKU-01133,Product 1133,Electronics,Standard,EA,118.63,368.63,True
SKU-01134,Product 1134,Home,Standard,PACK,69.16,260.46,True
SKU-01135,Product 1135,Tools,Budget,EA,98.39,120.32,True
SKU-01136,Product 1136,Electronics,Budget,EA,187.88,25.65,True
SKU-01137,Product 1137,Apparel,Premium,EA,5.76,475.99,True
SKU-01138,Product 1138,Home,Premium,EA,16.51,122.23,True
SKU-01139,Product 1139,Home,Budget,PACK,40.2,153.06,True
SKU-01140,Product 1140,Electronics,Premium,EA,77.59,323.18,True
SKU-01141,Product 1141,Tools,Standard,EA,94.69,217.17,True
SKU-01142,Product 1142,Electronics,Standard,PACK,8.3,214.62,True
SKU-01143,Product 1143,Home,Standard,EA,176.63,45.89,True
SKU-01144,Product 1144,Tools,Premium,BOX,151.96,495.98,True
SKU-01145,Product 1145,Electronics,Standard,EA,54.33,145.78,True
SKU-01146,Product 1146,Electronics,Standard,EA,52.1,59.46,True
SKU-01147,Product 1147,Apparel,Standard,BOX,6.09,342.38,True
SKU-01148,Product 1148,Home,Budget,PACK,80.43,377.34,True
SKU-01149,Product 1149,Apparel,Budget,EA,51.64,17.55,True
SKU-01150,Product 1150,Apparel,Standard,BOX,124.07,138.28,True
SKU-01151,Product 1151,Tools,Standard,PACK,110.03,101.21,True
SKU-01152,Product 1152,Tools,Budget,PACK,191.47,395.43,True
SKU-01153,Product 1153,Home,Budget,BOX,159.25,95.96,True
SKU-01154,Product 1154,Tools,Premium,PACK,17.09,121.44,True
SKU-01155,Product 1155,Home,Budget,PACK,141.15,493.48,True
SKU-01156,Product 1156,Tools,Standard,BOX,22.32,352.54,False
SKU-01157,Product 1157,Apparel,Budget,PACK,65.29,196.89,True
SKU-01158,Product 1158,Home,Standard,BOX,111.45,378.16,True
SKU-01159,Product 1159,Apparel,Premium,PACK,99.65,235.9,True
SKU-01160,Product 1160,Tools,Budget,BOX,138.97,110.27,True
SKU-01161,Product 1161,Apparel,Premium,PACK,162.2,246.55,True
SKU-01162,Product 1162,Tools,Standard,BOX,166.05,387.15,True
SKU-01163,Product 1163,Electronics,Standard,EA,12.61,93.28,True
SKU-01164,Product 1164,Apparel,Standard,PACK,128.69,245.34,True
SKU-01165,Product 1165,Home,Standard,BOX,192.31,64.06,True
SKU-01166,Product 1166,Apparel,Premium,PACK,151.25,422.13,True
SKU-01167,Product 1167,Apparel,Budget,PACK,104.46,410.31,True
SKU-01168,Product 1168,Home,Budget,EA,199.71,338.36,True
SKU-01169,Product 1169,Home,Standard,PACK,9.75,460.41,True
SKU-01170,Product 1170,Electronics,Standard,PACK,18.54,202.98,False
SKU-01171,Product 1171,Tools,Premium,EA,153.86,70.33,True
SKU-01172,Product 1172,Tools,Premium,BOX,110.4,487.94,True
SKU-01173,Product 1173,Home,Standard,BOX,25.76,258.97,True
SKU-01174,Product 1174,Apparel,Standard,BOX,75.69,240.38,True
SKU-01175,Product 1175,Tools,Budget,BOX,13.79,36.54,True
SKU-01176,Product 1176,Home,Budget,BOX,105.76,287.34,True
SKU-01177,Product 1177,Home,Budget,BOX,21.71,324.15,True
SKU-01178,Product 1178,Electronics,Standard,EA,2.37,239.23,True
SKU-01179,Product 1179,Apparel,Premium,BOX,65.16,455.65,True
SKU-01180,Product 1180,Electronics,Premium,EA,47.54,372.48,True
SKU-01181,Product 1181,Electronics,Premium,PACK,73.06,24.12,True
SKU-01182,Product 1182,Apparel,Standard,EA,70.74,273.57,True
SKU-01183,Product 1183,Home,Standard,EA,126.37,496.87,True
SKU-01184,Product 1184,Apparel,Premium,EA,136.32,103.88,True
SKU-01185,Product 1185,Electronics,Premium,EA,26.34,310.5,True
SKU-01186,Product 1186,Electronics,Premium,BOX,98.24,140.38,True
SKU-01187,Product 1187,Apparel,Standard,PACK,177.94,188.88,True
SKU-01188,Product 1188,Electronics,Budget,PACK,30.53,21.65,True
SKU-01189,Product 1189,Home,Budget,PACK,193.41,345.52,True
SKU-01190,Product 1190,Home,Standard,EA,4.85,384.03,False
SKU-01191,Product 1191,Apparel,Budget,EA,20.84,387.59,False
SKU-01192,Product 1192,Apparel,Premium,BOX,36.34,485.42,True
SKU-01193,Product 1193,Home,Budget,BOX,94.49,419.75,True
SKU-01194,Product 1194,Tools,Premium,PACK,60.53,107.76,True
SKU-01195,Product 1195,Tools,Standard,EA,84.22,119.13,True
SKU-01196,Product 1196,Tools,Standard,EA,188.22,385.15,True
SKU-01197,Product 1197,Apparel,Premium,EA,68.93,389.57,True
SKU-01198,Product 1198,Home,Premium,PACK,169.78,65.91,True
SKU-01199,Product 1199,Home,Budget,PACK,15.49,8.28,True
SKU-01200,Product 1200,Home,Premium,EA,162.58,203.68,True
SKU-01201,Product 1201,Home,Standard,EA,180.41,348.86,True
SKU-01202,Product 1202,Apparel,Standard,PACK,57.71,434.0,True
SKU-01203,Product 1203,Home,Budget,PACK,109.87,86.84,True
SKU-01204,Product 1204,Home,Premium,BOX,38.25,408.57,True
SKU-01205,Product 1205,Electronics,Premium,BOX,19.08,343.8,True
SKU-01206,Product 1206,Electronics,Budget,BOX,154.31,87.15,True
SKU-01207,Product 1207,Electronics,Standard,EA,126.34,437.28,True
SKU-01208,Product 1208,Electronics,Premium,EA,150.7,466.83,True
SKU-01209,Product 1209,Apparel,Budget,EA,88.5,136.57,True
SKU-01210,Product 1210,Tools,Budget,PACK,50.67,78.6,True
SKU-01211,Product 1211,Electronics,Budget,BOX,85.94,483.97,True
SKU-01212,Product 1212,Electronics,Budget,PACK,13.89,16.33,True
SKU-01213,Product 1213,Electronics,Premium,PACK,57.42,474.46,True
SKU-01214,Product 1214,Apparel,Budget,PACK,60.21,112.03,True
SKU-01215,Product 1215,Tools,Premium,EA,143.19,221.87,True
SKU-01216,Product 1216,Home,Standard,EA,11.57,157.63,False
SKU-01217,Product 1217,Electronics,Budget,PACK,49.81,81.09,True
SKU-01218,Product 1218,Tools,Budget,BOX,56.05,179.48,True
SKU-01219,Product 1219,Home,Standard,EA,110.72,271.93,True
SKU-01220,Product 1220,Electronics,Budget,EA,49.69,51.44,True
SKU-01221,Product 1221,Apparel,Premium,PACK,27.35,405.54,True
SKU-01222,Product 1222,Apparel,Standard,EA,52.34,401.19,True
SKU-01223,Product 1223,Apparel,Standard,BOX,84.95,399.75,True
SKU-01224,Product 1224,Home,Premium,PACK,105.57,344.79,True
SKU-01225,Product 1225,Apparel,Premium,EA,8.28,230.35,True
SKU-01226,Product 1226,Tools,Standard,PACK,62.65,417.69,True
SKU-01227,Product 1227,Home,Budget,PACK,153.07,426.67,True
SKU-01228,Product 1228,Apparel,Premium,BOX,119.93,146.3,False
SKU-01229,Product 1229,Tools,Premium,BOX,91.75,243.07,True
SKU-01230,Product 1230,Tools,Premium,EA,91.14,105.47,False
SKU-01231,Product 1231,Electronics,Standard,PACK,74.41,131.62,True
SKU-01232,Product 1232,Electronics,Budget,EA,69.07,123.28,False
SKU-01233,Product 1233,Tools,Premium,EA,80.73,414.34,True
SKU-01234,Product 1234,Electronics,Standard,EA,173.97,129.15,True
SKU-01235,Product 1235,Electronics,Standard,BOX,94.3,275.43,True
SKU-01236,Product 1236,Home,Budget,PACK,134.19,315.98,True
SKU-01237,Product 1237,Apparel,Standard,PACK,161.76,373.62,True
SKU-01238,Product 1238,Home,Standard,BOX,86.96,19.36,True
SKU-01239,Product 1239,Home,Premium,BOX,167.99,240.49,True
SKU-01240,Product 1240,Electronics,Premium,EA,198.54,149.84,False
SKU-01241,Product 1241,Apparel,Premium,EA,101.33,417.82,True
SKU-01242,Product 1242,Home,Standard,BOX,81.15,23.19,True
SKU-01243,Product 1243,Home,Budget,BOX,161.35,107.46,True
SKU-01244,Product 1244,Home,Budget,PACK,130.18,161.3,True
SKU-01245,Product 1245,Home,Budget,PACK,123.03,43.53,True
SKU-01246,Product 1246,Apparel,Standard,PACK,177.34,200.73,True
SKU-01247,Product 1247,Electronics,Premium,BOX,130.24,373.17,True
SKU-01248,Product 1248,Tools,Standard,EA,128.67,110.1,True
SKU-01249,Product 1249,Electronics,Premium,PACK,42.17,378.46,True
SKU-01250,Product 1250,Tools,Standard,BOX,137.96,266.86,True
SKU-01251,Product 1251,Home,Standard,BOX,182.69,175.64,True
SKU-01252,Product 1252,Tools,Budget,EA,115.69,187.56,True
SKU-01253,Product 1253,Apparel,Standard,PACK,180.77,62.57,True
SKU-01254,Product 1254,Apparel,Budget,PACK,68.57,128.64,True
SKU-01255,Product 1255,Home,Standard,BOX,9.47,366.96,True
SKU-01256,Product 1256,Apparel,Budget,PACK,89.58,432.06,True
SKU-01257,Product 1257,Home,Standard,EA,1.79,136.47,True
SKU-01258,Product 1258,Tools,Standard,PACK,31.81,296.39,True
SKU-01259,Product 1259,Electronics,Premium,EA,38.93,22.19,True
SKU-01260,Product 1260,Electronics,Premium,BOX,107.23,43.32,True
SKU-01261,Product 1261,Tools,Premium,EA,190.04,482.36,True
SKU-01262,Product 1262,Electronics,Standard,EA,4.94,448.77,True
SKU-01263,Product 1263,Home,Premium,EA,48.1,45.23,True
SKU-01264,Product 1264,Tools,Premium,EA,193.92,412.05,True
SKU-01265,Product 1265,Home,Standard,BOX,176.45,55.74,True
SKU-01266,Product 1266,Electronics,Standard,EA,167.14,415.11,True
SKU-01267,Product 1267,Home,Premium,BOX,19.27,457.18,True
SKU-01268,Product 1268,Apparel,Premium,PACK,129.18,80.78,True
SKU-01269,Product 1269,Electronics,Standard,PACK,41.42,77.88,True
SKU-01270,Product 1270,Apparel,Standard,PACK,130.55,463.65,True
SKU-01271,Product 1271,Apparel,Budget,PACK,86.08,154.21,True
SKU-01272,Product 1272,Tools,Budget,BOX,127.5,238.96,True
SKU-01273,Product 1273,Tools,Standard,BOX,86.34,155.7,True
SKU-01274,Product 1274,Home,Standard,PACK,181.63,375.92,True
SKU-01275,Product 1275,Home,Premium,EA,6.04,109.49,True
SKU-01276,Product 1276,Electronics,Budget,PACK,39.12,249.59,True
SKU-01277,Product 1277,Home,Premium,PACK,166.77,425.98,True
SKU-01278,Product 1278,Home,Budget,PACK,147.61,471.61,True
SKU-01279,Product 1279,Tools,Premium,BOX,38.07,179.6,True
SKU-01280,Product 1280,Tools,Budget,PACK,25.17,61.42,True
SKU-01281,Product 1281,Apparel,Standard,PACK,62.94,405.79,True
SKU-01282,Product 1282,Home,Standard,PACK,96.89,59.82,True
SKU-01283,Product 1283,Tools,Standard,BOX,10.34,390.75,True
SKU-01284,Product 1284,Electronics,Premium,PACK,169.27,346.05,True
SKU-01285,Product 1285,Home,Budget,PACK,104.67,290.89,True
SKU-01286,Product 1286,Electronics,Premium,EA,183.98,470.05,True
SKU-01287,Product 1287,Apparel,Standard,PACK,65.82,164.58,False
SKU-01288,Product 1288,Apparel,Budget,BOX,10.72,51.2,True
SKU-01289,Product 1289,Tools,Budget,EA,174.4,490.89,True
SKU-01290,Product 1290,Tools,Premium,PACK,30.77,223.37,True
SKU-01291,Product 1291,Apparel,Standard,BOX,67.79,219.53,True
SKU-01292,Product 1292,Electronics,Premium,EA,93.4,49.32,True
SKU-01293,Product 1293,Apparel,Premium,BOX,98.9,373.06,False
SKU-01294,Product 1294,Apparel,Standard,EA,5.67,361.46,True
SKU-01295,Product 1295,Tools,Standard,BOX,105.82,76.92,True
SKU-01296,Product 1296,Home,Premium,EA,16.33,120.73,True
SKU-01297,Product 1297,Tools,Budget,PACK,66.04,13.13,True
SKU-01298,Product 1298,Tools,Standard,PACK,195.12,445.42,True
SKU-01299,Product 1299,Electronics,Standard,PACK,56.79,126.04,True
SKU-01300,Product 1300,Apparel,Standard,PACK,162.76,463.89,True
SKU-01301,Product 1301,Home,Standard,EA,102.55,287.73,True
SKU-01302,Product 1302,Home,Budget,EA,41.28,215.58,True
SKU-01303,Product 1303,Tools,Budget,EA,144.67,8.88,True
SKU-01304,Product 1304,Tools,Premium,EA,111.47,50.67,True
SKU-01305,Product 1305,Apparel,Premium,EA,107.07,83.55,True
SKU-01306,Product 1306,Electronics,Standard,EA,6.95,57.32,True
SKU-01307,Product 1307,Apparel,Premium,PACK,67.44,131.82,True
SKU-01308,Product 1308,Home,Budget,EA,147.21,81.52,True
SKU-01309,Product 1309,Electronics,Standard,BOX,159.42,333.6,True
SKU-01310,Product 1310,Tools,Standard,BOX,163.15,152.03,True
SKU-01311,Product 1311,Tools,Standard,BOX,8.44,360.55,True
SKU-01312,Product 1312,Home,Premium,EA,33.38,72.07,True
SKU-01313,Product 1313,Apparel,Standard,PACK,197.13,108.51,True
SKU-01314,Product 1314,Electronics,Standard,BOX,31.93,394.79,True
SKU-01315,Product 1315,Apparel,Budget,EA,43.39,318.87,True
SKU-01316,Product 1316,Apparel,Standard,EA,160.72,52.74,False
SKU-01317,Product 1317,Apparel,Premium,PACK,79.29,479.91,False
SKU-01318,Product 1318,Tools,Standard,EA,24.15,382.45,True
SKU-01319,Product 1319,Home,Premium,EA,25.89,278.56,True
SKU-01320,Product 1320,Electronics,Budget,BOX,17.67,174.74,True
SKU-01321,Product 1321,Electronics,Budget,BOX,36.95,51.5,True
SKU-01322,Product 1322,Home,Standard,BOX,99.9,182.31,True
SKU-01323,Product 1323,Electronics,Budget,BOX,4.0,164.9,True
SKU-01324,Product 1324,Electronics,Standard,BOX,24.31,43.79,True
SKU-01325,Product 1325,Apparel,Budget,EA,181.52,392.96,True
SKU-01326,Product 1326,Apparel,Budget,EA,175.44,210.59,True
SKU-01327,Product 1327,Home,Premium,PACK,166.78,445.31,False
SKU-01328,Product 1328,Electronics,Premium,BOX,141.55,83.19,True
SKU-01329,Product 1329,Home,Standard,BOX,132.64,162.2,True
SKU-01330,Product 1330,Home,Standard,BOX,55.83,143.12,True
SKU-01331,Product 1331,Home,Premium,BOX,67.66,433.25,True
SKU-01332,Product 1332,Home,Budget,BOX,47.92,256.33,True
SKU-01333,Product 1333,Apparel,Standard,EA,196.08,75.2,True
SKU-01334,Product 1334,Tools,Budget,EA,127.23,181.94,True
SKU-01335,Product 1335,Home,Premium,BOX,193.19,471.88,False
SKU-01336,Product 1336,Electronics,Budget,EA,55.09,277.99,True
SKU-01337,Product 1337,Tools,Budget,BOX,124.62,23.18,True
SKU-01338,Product 1338,Apparel,Standard,PACK,152.03,33.63,True
SKU-01339,Product 1339,Tools,Budget,BOX,19.85,121.66,False
SKU-01340,Product 1340,Tools,Premium,PACK,133.73,312.56,True
SKU-01341,Product 1341,Apparel,Budget,PACK,34.65,126.4,True
SKU-01342,Product 1342,Home,Premium,BOX,66.29,425.81,True
SKU-01343,Product 1343,Tools,Premium,BOX,143.51,316.56,True
SKU-01344,Product 1344,Apparel,Standard,BOX,88.57,153.86,True
SKU-01345,Product 1345,Apparel,Premium,BOX,184.31,200.0,False
SKU-01346,Product 1346,Tools,Premium,EA,49.0,190.75,True
SKU-01347,Product 1347,Apparel,Standard,EA,31.6,160.52,False
SKU-01348,Product 1348,Tools,Standard,PACK,68.1,316.79,True
SKU-01349,Product 1349,Tools,Standard,BOX,170.53,104.83,True
SKU-01350,Product 1350,Apparel,Premium,EA,169.64,149.59,True
SKU-01351,Product 1351,Apparel,Standard,EA,74.49,47.19,True
SKU-01352,Product 1352,Apparel,Premium,EA,162.16,191.14,True
SKU-01353,Product 1353,Tools,Premium,PACK,16.48,36.87,True
SKU-01354,Product 1354,Electronics,Premium,EA,2.51,13.86,False
SKU-01355,Product 1355,Apparel,Standard,BOX,173.1,324.76,False
SKU-01356,Product 1356,Apparel,Premium,EA,174.94,85.42,True
SKU-01357,Product 1357,Home,Premium,BOX,29.54,22.42,True
SKU-01358,Product 1358,Apparel,Standard,EA,60.25,38.82,True
SKU-01359,Product 1359,Tools,Standard,BOX,170.27,103.61,True
SKU-01360,Product 1360,Apparel,Premium,PACK,17.67,361.84,False
SKU-01361,Product 1361,Home,Premium,EA,172.76,10.87,True
SKU-01362,Product 1362,Electronics,Premium,EA,115.36,364.63,True
